Gene = Snapin
index = 996
Annotated 5SS: [202 486 880]
Annotated 3SS: [ 438  760 1439]
SMsplice 5SS: [202 486 880]
SMsplice 3SS: [ 438  760 1439]
top_k =  100
Partition function (log Z): -1.2108371268656772

Sorted 5' Splice Sites (High to Low Probability):
Position 880: 0.9901294994292871
Position 486: 0.753717407257635
Position 202: 0.6394045326286434
Position 197: 0.1448731884660632
Position 647: 0.0413656094921972
Position 330: 0.01995736368250319
Position 1569: 0.019349834229797393
Position 1595: 0.013950276034839355
Position 308: 0.013013762086693343
Position 349: 0.00742505922173845
Position 1561: 0.00632687009171015
Position 490: 0.004785305901413331
Position 167: 0.004673829696466817
Position 188: 0.004036197996438162
Position 214: 0.0032197427755422253
Position 676: 0.0029970402975929553
Position 549: 0.0027056587001581794
Position 1334: 0.0022682240667487325
Position 853: 0.001713858123368133
Position 343: 0.0006468028265656491
Position 1787: 0.000571387091475343
Position 247: 0.00027884637872638664
Position 363: 4.774004673684137e-05
Position 72: 4.759418995837858e-05
Position 151: 2.748688796764113e-05
Position 297: 1.0422628807769752e-05
Position 4: 7.2386421490470865e-06
Position 52: 6.009557258134902e-06
Position 844: 4.7239337384325255e-06
Position 539: 4.1536120380061e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 1439: 0.9638123847875726
Position 760: 0.9547543429410783
Position 438: 0.38572839365373496
Position 418: 0.1370279267794704
Position 402: 0.07444227960557115
Position 2058: 0.02359409855549315
Position 625: 0.02306510375159621
Position 712: 0.0186092359491597
Position 548: 0.014312543436590289
Position 588: 0.01399073395493321
Position 2261: 0.012980707360077426
Position 2693: 0.012418536551192646
Position 1215: 0.01034071446810658
Position 2856: 0.006659825251377303
Position 555: 0.005551145439748283
Position 1668: 0.0049580711025649605
Position 2002: 0.00395287273450499
Position 363: 0.0038712646787268266
Position 381: 0.002859586109238765
Position 1164: 0.001718554993153484
Position 315: 0.001078949088859953
Position 1249: 0.0008836910472071308
Position 786: 0.000376531808779198
Position 275: 0.0003443515727958213
Position 348: 0.0001904179328747213
Position 322: 1.1707201457234133e-05
Position 440: 1.1643993135116112e-05
Position 378: 1.0783947855355202e-05
Position 343: 3.822924458203603e-06
Position 444: 3.6007766024282526e-06
Position 479: 7.955575553373685e-07
Position 302: 7.478593226082489e-07
Position 288: 2.1537898370932024e-07
Position 266: 8.478048076068676e-08
