Gene = Mesd
index = 671
Annotated 5SS: [ 476 3763]
Annotated 3SS: [3529 5749]
SMsplice 5SS: [ 476 3763 6028]
SMsplice 3SS: [3529 5749 7541]
top_k =  100
Partition function (log Z): -7.274343286635989

Sorted 5' Splice Sites (High to Low Probability):
Position 3763: 0.9793952406961625
Position 476: 0.7632870799949032
Position 6028: 0.6215381413632478
Position 68: 0.4063003452197403
Position 7659: 0.0936807236538465
Position 6463: 0.07924524256936244
Position 6421: 0.06959699956988823
Position 5826: 0.057577990684472696
Position 3140: 0.05380055529926643
Position 2571: 0.03558700056697868
Position 63: 0.034723834187101364
Position 875: 0.03428667476536014
Position 120: 0.030079351481208112
Position 1748: 0.028056332138682416
Position 1321: 0.027819782094256944
Position 6505: 0.026566121572909128
Position 2486: 0.025337977554469888
Position 135: 0.024404197975673128
Position 789: 0.005012855716873222
Position 110: 0.00214223926441362
Position 32: 0.0014993113495401715
Position 304: 0.001392570016973683
Position 4883: 0.0007324479817135184
Position 196: 0.00011635149688433759
Position 142: 7.840288145836338e-05
Position 130: 7.347989875911125e-05
Position 267: 6.793943084042883e-05
Position 147: 4.729105150915253e-05
Position 482: 1.2805810879161037e-05
Position 13: 7.386460463575858e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3529: 0.9694103962680205
Position 5749: 0.6418820781190695
Position 7541: 0.5222219937129976
Position 6937: 0.17584152164873307
Position 6313: 0.16422861241299352
Position 242: 0.16256535557550156
Position 8643: 0.12883387010511516
Position 5708: 0.0815534904709523
Position 303: 0.05615423078674536
Position 3044: 0.04716991830060297
Position 2423: 0.04364665238822878
Position 5497: 0.04057126724273892
Position 765: 0.02984298093562934
Position 394: 0.02945107865832063
Position 8114: 0.02922126279694459
Position 7278: 0.022822586230373546
Position 1622: 0.022821528120788907
Position 3900: 0.02154602755137436
Position 6577: 0.02011000098343714
Position 3504: 0.018214976146951816
Position 6114: 0.0178862931985493
Position 1192: 0.014392098465444172
Position 6591: 0.01375121011044515
Position 6294: 0.013673557092025961
Position 4143: 0.013089837644052194
Position 2310: 0.012938629847307322
Position 4479: 0.01139866700406699
Position 621: 0.011060809020375654
Position 418: 0.010158950638131114
Position 421: 0.008035367870063393
Position 6421: 0.008008819664871828
Position 2896: 0.006630636998663458
Position 3832: 0.006388913559147877
Position 1649: 0.005234804017893548
Position 1034: 0.005108226121321603
Position 2485: 0.004339695885912447
Position 5534: 0.0032721508848960103
Position 1120: 0.0031769768413871962
Position 267: 0.0028978532723027564
Position 4580: 0.002245168741804243
Position 4747: 0.00033715441703509276
Position 4621: 0.0002182977297743782
Position 280: 7.185382026049305e-05
Position 665: 1.1999253842755973e-05
Position 157: 1.1672190280825316e-05
Position 168: 3.7631512796250063e-06
Position 206: 2.6736581092661207e-06
Position 147: 2.2077921260269647e-06
Position 183: 1.066732648800976e-06
Position 469: 1.0228170071351823e-07
