Gene = Psenen
index = 865
Annotated 5SS: [190 446 918]
Annotated 3SS: [ 302  812 1106]
SMsplice 5SS: [190 446 918]
SMsplice 3SS: [ 353  812 1106]
top_k =  100
Partition function (log Z): -1.5821562664321882

Sorted 5' Splice Sites (High to Low Probability):
Position 190: 0.9706965939277391
Position 446: 0.9460978875281839
Position 918: 0.5170391930410533
Position 474: 0.02489668860050112
Position 260: 0.021824510889387576
Position 465: 0.009538660025068984
Position 960: 0.00802644844757456
Position 1044: 0.005925350690891525
Position 209: 0.003338793864322509
Position 400: 0.001222053313795059
Position 435: 0.0009049916199296113
Position 70: 0.0007836204294326781
Position 754: 0.0007356301999072771
Position 455: 0.0006055582362422041
Position 967: 0.0003613803724481803
Position 841: 0.0003269817904627524
Position 194: 0.0003080414545827698
Position 1142: 0.0002794213446493425
Position 65: 0.0002550530960743037
Position 922: 0.00023500609196481088
Position 53: 0.0001987695692810067
Position 975: 0.0001542138191654882
Position 714: 7.571337031523525e-05
Position 601: 6.746743735564074e-05
Position 721: 6.406705937943128e-05
Position 271: 5.165028227307675e-05
Position 744: 3.968697973218392e-05
Position 46: 3.308425135582114e-05
Position 201: 1.3672822629463679e-05
Position 239: 8.088163511260443e-06
Position 296: 2.4234815598894776e-06
Position 252: 2.178659932707969e-06
Position 5: 2.0987659238019342e-06
Position 26: 1.760898491019275e-06
Position 15: 1.460236201188545e-06
Position 24: 1.3459614385400818e-06
Position 204: 9.276394189070256e-07
Position 417: 1.6919693101881202e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 353: 0.9116013845429277
Position 1106: 0.6809437700681052
Position 812: 0.6338272770524717
Position 1282: 0.0975426462755048
Position 361: 0.04025679101237266
Position 845: 0.03682984147993492
Position 302: 0.03361054774199209
Position 867: 0.02423658704890558
Position 1177: 0.017682354837287133
Position 1304: 0.016036090053015196
Position 1121: 0.00781303036324602
Position 1053: 0.0028274016299276745
Position 701: 0.0022711131065049394
Position 615: 0.001998515134883812
Position 1361: 0.0015982435379999246
Position 1289: 0.0012269462887565322
Position 1316: 0.001092910987726117
Position 274: 0.0007680593869596235
Position 555: 0.0004894231499437184
Position 377: 0.0004241278482388357
Position 628: 0.00040411441013764543
Position 887: 0.00024410325313655015
Position 1068: 0.00016919454517576947
Position 792: 0.0001372289276288043
Position 871: 5.134355769286187e-05
Position 259: 3.1698345929366634e-05
Position 632: 2.9567048073749296e-06
Position 562: 2.554922407244844e-06
Position 869: 1.842067231384669e-07
Position 396: 4.464600359810381e-08
Position 417: 5.517270818587409e-09
Position 435: 3.557590347682735e-10
Position 219: 3.4248894743297173e-10
