Gene = Hinfp
index = 539
Annotated 5SS: [  56 3262 6109 6459 6799 7338 7548 7773 7979]
Annotated 3SS: [3083 5878 6346 6645 7259 7426 7633 7853 9090]
SMsplice 5SS: [ 537 3084 6109 6459 7338 7548 7773 7979]
SMsplice 3SS: [2898 5904 6319 7259 7426 7633 7853 9090]
top_k =  100
Partition function (log Z): 12.886520616580638

Sorted 5' Splice Sites (High to Low Probability):
Position 7548: 0.9962200540176941
Position 7338: 0.993100349208941
Position 7979: 0.970120750753984
Position 6459: 0.9340473831696477
Position 6109: 0.9056597586134335
Position 3084: 0.8176034366491653
Position 7773: 0.731117984226376
Position 9491: 0.6412267526105874
Position 9136: 0.5576335291509009
Position 537: 0.546195177863325
Position 6799: 0.32405311682971333
Position 9288: 0.3016057223666925
Position 3262: 0.27404282272369734
Position 7777: 0.2481593786230292
Position 56: 0.20515831637807835
Position 400: 0.17430165951438825
Position 4324: 0.1656548193802333
Position 890: 0.12647004446262045
Position 7100: 0.1176462722845194
Position 6218: 0.054141539801271205
Position 145: 0.0526700652868795
Position 6850: 0.028061381140558138
Position 6714: 0.027096405571793332
Position 1410: 0.023135262015459953
Position 152: 0.017281848686330897
Position 19: 0.01462289029523014
Position 7130: 0.014507696086218153
Position 2102: 0.008202399529018455
Position 7697: 0.00807477068528357
Position 7730: 0.006607834135560147
Position 396: 0.005795823479623521
Position 880: 0.004471817194972896
Position 5077: 0.0035540674882803954
Position 1437: 0.0026723617046430347
Position 1374: 0.0017712698738430988
Position 878: 0.0013839827145922217
Position 6862: 0.0013291951287370547
Position 8697: 0.0012335700277098908
Position 7508: 0.0009807542846033779
Position 7381: 0.0009591179198104435
Position 7818: 0.0009287176363892684
Position 7871: 0.0006110961446683823
Position 8714: 0.0005384090981507964
Position 7764: 0.0005233751596855525
Position 7564: 0.0004416328934544821
Position 7952: 0.0003699238892477053
Position 7529: 0.0003625854075719157
Position 7535: 7.554000913557016e-05
Position 193: 6.180606611452646e-05
Position 5: 1.6391201448215547e-05
Position 12: 7.797168467191493e-06
Position 156: 5.575506686811065e-06
Position 147: 3.269542846779051e-06
Position 7723: 4.998747936856397e-07
Position 7538: 2.0382919306737015e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 7633: 0.996660465808344
Position 7426: 0.9952325421615805
Position 7853: 0.9466842288575621
Position 2898: 0.8610797760108047
Position 7259: 0.7400665344320276
Position 6319: 0.7328305494195738
Position 9410: 0.5919899426368402
Position 9047: 0.5328205206514054
Position 9090: 0.4606929096275846
Position 5904: 0.32562305319286644
Position 6645: 0.3172363896107735
Position 5878: 0.2410601538390958
Position 7230: 0.22586659143743676
Position 5930: 0.22467879952151318
Position 10741: 0.21258281905632934
Position 9907: 0.21253431259769873
Position 6048: 0.16856323583233707
Position 7044: 0.15515076679416043
Position 9785: 0.1363019921121993
Position 3083: 0.1319982792704615
Position 10698: 0.12268330574834797
Position 6332: 0.10483366093394207
Position 724: 0.09601164511284604
Position 6346: 0.08074376387957208
Position 10282: 0.07560934729253602
Position 4279: 0.07024461016777972
Position 4233: 0.06330583543537491
Position 6665: 0.05668996011532119
Position 12804: 0.04650556492220428
Position 3206: 0.04349865567377018
Position 3182: 0.04047318823914953
Position 9416: 0.03270871736350671
Position 10125: 0.026640038581681832
Position 4212: 0.02646741038362369
Position 1326: 0.023862742281567675
Position 10085: 0.022176019614659287
Position 6255: 0.015515464965451881
Position 7857: 0.014651483750860764
Position 9325: 0.01417227763554609
Position 302: 0.013256620873807901
Position 779: 0.012350859145052833
Position 2049: 0.00820239952901846
Position 7863: 0.0071522351754611056
Position 9597: 0.006942153326935779
Position 447: 0.006667771445455153
Position 2856: 0.006264607970204435
Position 415: 0.005987564422101176
Position 6707: 0.005737543130398851
Position 4255: 0.005636963393455027
Position 3185: 0.005271450940765282
Position 6930: 0.004681378390475029
Position 281: 0.00449005952158211
Position 728: 0.0044523206760959865
Position 9245: 0.004078842386857291
Position 4980: 0.0035540674882803967
Position 1099: 0.0030597068261851894
Position 3215: 0.002402964519176365
Position 7508: 0.0021688225660017333
Position 9127: 0.0018544741357967593
Position 309: 0.0015552871675040582
Position 6978: 0.0011275701594599338
Position 822: 0.0010931281752336597
Position 8548: 0.0009720704374306276
Position 6697: 0.0008762058143082947
Position 169: 0.0008333905038655658
Position 522: 0.0006940653407615836
Position 2902: 0.000657336748529684
Position 1149: 0.0006564444861932366
Position 7661: 0.0006330415741659352
Position 470: 0.0006113535898061283
Position 8571: 0.0005250464454616715
Position 189: 0.00044239938749156613
Position 7640: 0.0004079541149872838
Position 8526: 0.0002748622429683887
Position 7678: 0.0001946558051895632
Position 8980: 0.00017276643805237373
Position 7668: 8.319962925660041e-05
Position 7696: 4.674002387398508e-05
Position 7937: 3.2638931818467596e-07
