Gene = Tsen34
index = 1148
Annotated 5SS: [ 125 1080 1463 1857]
Annotated 3SS: [ 832 1212 1598 6762]
SMsplice 5SS: [ 294 1080 1463 1857 4164]
SMsplice 3SS: [ 832 1195 1619 4059 6762]
top_k =  100
Partition function (log Z): -3.0712219740971003

Sorted 5' Splice Sites (High to Low Probability):
Position 1463: 0.9261972846321617
Position 1080: 0.9138149606562491
Position 1857: 0.890200851921326
Position 4164: 0.6857362675701841
Position 294: 0.5094500797030641
Position 650: 0.31343048079234975
Position 125: 0.24628392656046
Position 2069: 0.12737085455176442
Position 933: 0.09152034731504732
Position 101: 0.0715126334848991
Position 639: 0.05956155358384912
Position 588: 0.029552661031206538
Position 3642: 0.01959620272524816
Position 1397: 0.0177874894664343
Position 2152: 0.014885124298521919
Position 107: 0.005015898164604907
Position 81: 0.004283252121958539
Position 680: 0.004091277664148243
Position 132: 0.003164909374865329
Position 1415: 0.0030233488020575414
Position 37: 0.001703706073848262
Position 561: 0.0011928856745246923
Position 741: 0.0007697873086818748
Position 1803: 0.0006374455680756984
Position 672: 0.0005725368340211183
Position 1836: 0.0005278883081762822
Position 458: 0.00040428105646695865
Position 541: 0.0003592957145769464
Position 444: 0.0003585830756142842
Position 712: 0.00032422196047144996
Position 89: 0.00020037257030609528
Position 1032: 2.7669603642239532e-05
Position 489: 2.644185963071978e-05
Position 1133: 2.47879142018212e-05
Position 378: 2.0644029724071482e-05
Position 9: 1.3233893483876427e-06
Position 175: 1.3697362742808255e-07
Position 208: 2.921684276144977e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 832: 0.9730574783779828
Position 4059: 0.7334247245875599
Position 1195: 0.5651163888305919
Position 1619: 0.5317455600343248
Position 6762: 0.49706473195529616
Position 1212: 0.24093378091499157
Position 1947: 0.21581687318967832
Position 5647: 0.19306750854315868
Position 202: 0.15008868975914888
Position 1598: 0.1353107935131411
Position 1586: 0.12705173011401788
Position 5119: 0.0494388445357354
Position 536: 0.04861068744600509
Position 5454: 0.044613872951035395
Position 1726: 0.040308055842184644
Position 1166: 0.039301485314914814
Position 1236: 0.03421837232009899
Position 1650: 0.0339866787198867
Position 488: 0.032200166135789514
Position 3503: 0.03124219168644726
Position 1669: 0.025702467919762197
Position 1219: 0.02255541245597405
Position 7112: 0.017197767332306112
Position 1273: 0.015839699761500247
Position 1175: 0.015650408762581444
Position 962: 0.015606199928020828
Position 4625: 0.01251219895057646
Position 1278: 0.011406122619441027
Position 6899: 0.011099165038428187
Position 5249: 0.01088136003894278
Position 5090: 0.010451963316761242
Position 517: 0.010028635130782748
Position 601: 0.006829465631807734
Position 836: 0.005736639360002006
Position 1002: 0.005465921293138565
Position 1026: 0.004186761790450687
Position 5169: 0.0035766982478053154
Position 4822: 0.0031678252904776224
Position 560: 0.0030634569773750333
Position 2068: 0.002920161530371875
Position 4949: 0.00290613821735185
Position 1548: 0.0026908742395440766
Position 1200: 0.0024773356423126096
Position 4775: 0.0022855654267496923
Position 204: 0.0005939200054789556
Position 230: 0.0005787511497598742
Position 378: 0.0005398485516818611
Position 581: 0.00031179877219651275
Position 255: 0.0002305721619964476
Position 325: 0.00018150842130290962
Position 745: 0.00013363606233634704
Position 173: 0.00012228342282798036
Position 225: 9.564713195553122e-05
Position 257: 2.7558015885543413e-06
Position 273: 1.6232623421917877e-06
Position 262: 1.3197984375979678e-06
Position 128: 5.637321866821375e-07
Position 147: 3.246789629378423e-07
