Gene = Mospd3
index = 689
Annotated 5SS: [ 303  774 1068 1451 3894]
Annotated 3SS: [ 500  991 1220 3728 3990]
SMsplice 5SS: [ 303  774 1068 1451 3894]
SMsplice 3SS: [ 692  991 1250 3728 3990]
top_k =  100
Partition function (log Z): -2.5152761928366063

Sorted 5' Splice Sites (High to Low Probability):
Position 3894: 0.8847962248423537
Position 774: 0.76235080738267
Position 1451: 0.7197154055586191
Position 1068: 0.6712113158383564
Position 303: 0.6582005564174921
Position 321: 0.22797172470122357
Position 811: 0.1672949295605785
Position 602: 0.12861440176365327
Position 1843: 0.04435369607867403
Position 1727: 0.037547891819870775
Position 156: 0.0228466325882178
Position 1080: 0.01810790272135799
Position 54: 0.016908726157398243
Position 2455: 0.015353851672214432
Position 145: 0.00431648481347354
Position 1182: 0.004235507310410356
Position 326: 0.0041630780381114955
Position 606: 0.004110674733661391
Position 1021: 0.003003105769871592
Position 221: 0.0026411747875091573
Position 377: 0.0021403387505049346
Position 3911: 0.0011201775637302207
Position 179: 0.0005917530699033779
Position 237: 0.00012034568454723034
Position 66: 2.0217213036945743e-05
Position 183: 3.0963188390239e-06
Position 78: 1.5691510641305105e-06
Position 26: 6.136821783262238e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3728: 0.785580946491353
Position 3990: 0.7840118443572489
Position 991: 0.6689766459728873
Position 692: 0.5773717652507088
Position 1250: 0.4297978949301567
Position 653: 0.33593733851290924
Position 1220: 0.22391162347002727
Position 3779: 0.14557324861337803
Position 4063: 0.12069875357748215
Position 1594: 0.03621886068991673
Position 500: 0.03572355653063273
Position 3817: 0.03391107005413342
Position 1608: 0.03174293172969769
Position 533: 0.022055080437036082
Position 1354: 0.019548153770072494
Position 1348: 0.01933520827972275
Position 1003: 0.017642222681080948
Position 2364: 0.01589038784050689
Position 1644: 0.015063629942144104
Position 1266: 0.013429110180875371
Position 404: 0.010155350323871222
Position 699: 0.009164977390892254
Position 1271: 0.008554599744330087
Position 964: 0.005975657174271753
Position 3417: 0.005078663267060037
Position 1821: 0.004241008572476087
Position 1374: 0.004198177332702478
Position 561: 0.0037531483333239253
Position 1137: 0.0029807739961959286
Position 514: 0.0025162218347622193
Position 4067: 0.0019105066718679408
Position 417: 0.001763964755894271
Position 589: 0.0014714839820790643
Position 231: 0.001271799471090739
Position 1033: 0.0011375534448902153
Position 709: 0.0011018259857645935
Position 260: 0.0010588432594858333
Position 155: 0.0007294899544839158
Position 3107: 0.000529900804269236
Position 177: 0.0004668667473972332
Position 429: 0.0003519079901346491
Position 160: 0.00024964529705222743
Position 727: 0.0002282567484737857
Position 368: 0.00013941543034193114
Position 445: 9.821052583626221e-05
Position 179: 9.172534185942817e-05
Position 172: 3.704122947095294e-05
Position 197: 3.16488141240689e-05
Position 215: 1.1640422927514687e-05
Position 225: 1.1284905346851079e-05
Position 187: 1.0340924872384932e-05
