Gene = Rpe
index = 915
Annotated 5SS: [  198  5695 13886 14417 15215]
Annotated 3SS: [ 5614 13745 14281 15127 16922]
SMsplice 5SS: [  198  5695 13886 14417]
SMsplice 3SS: [ 5614 13745 14281 16455]
top_k =  100
Partition function (log Z): -11.815359736988544

Sorted 5' Splice Sites (High to Low Probability):
Position 5695: 0.9885936775268702
Position 198: 0.8589297948754111
Position 6056: 0.35713515397042944
Position 806: 0.12095628906885328
Position 6781: 0.07912242541903715
Position 3935: 0.06400858835688446
Position 3883: 0.05907191027552544
Position 2909: 0.05683890091999543
Position 4926: 0.04464244280374411
Position 3219: 0.041000558033339685
Position 818: 0.029398956718515935
Position 187: 0.025015075982545865
Position 2375: 0.014500022706990898
Position 1926: 0.010424191629704064
Position 1964: 0.009138964728231959
Position 1427: 0.005823907850544299
Position 3749: 0.005312041870746914
Position 5978: 0.004499642599258475
Position 1457: 0.003187907899924048
Position 2518: 0.0031562690936604468
Position 2927: 0.003072676849071361
Position 235: 0.003040929312450886
Position 5751: 0.0016573173696577549
Position 5699: 0.0013033993766130938
Position 5755: 0.00021132209793166062
Position 377: 0.00017711384974159082
Position 358: 0.0001079911557722326
Position 141: 8.36415238682566e-05
Position 387: 3.526051687123796e-05
Position 735: 3.007106235917503e-05
Position 433: 2.3994921476751316e-05
Position 625: 2.246975388848163e-05
Position 285: 2.0825622298172155e-05
Position 708: 7.341277860105874e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 5614: 0.9179874008879292
Position 5929: 0.34227036021878304
Position 11555: 0.31517538740151213
Position 5849: 0.14873330420719183
Position 3814: 0.10780700273090175
Position 7370: 0.08270951327783357
Position 5543: 0.08201259911206993
Position 9292: 0.07376255768630549
Position 10231: 0.06782177102316551
Position 8516: 0.055182489559716774
Position 6725: 0.0506833356838917
Position 4841: 0.04464244280374418
Position 6300: 0.04464234312235712
Position 6146: 0.041760845325176724
Position 6098: 0.04111493434813153
Position 2819: 0.039638592808211456
Position 7490: 0.02864476436346088
Position 6728: 0.028258258128311016
Position 10730: 0.027495623978097114
Position 3047: 0.0265163516998056
Position 586: 0.02435579412060916
Position 7944: 0.021821065980669425
Position 6384: 0.021591309822613706
Position 2855: 0.02007196667045491
Position 1825: 0.017247445784278333
Position 3867: 0.015273495901508088
Position 6473: 0.015170710164244042
Position 2241: 0.01450002270699089
Position 7420: 0.013150945604075575
Position 1304: 0.009011815750468366
Position 3084: 0.008040786163434824
Position 5813: 0.007287064845057626
Position 3067: 0.00644342017009927
Position 785: 0.0062593326209541625
Position 3639: 0.005312041870746914
Position 6977: 0.0048554912284062435
Position 2321: 0.0031562690936604554
Position 623: 0.0028482177593692785
Position 714: 0.0025635734440681932
Position 1870: 0.0023157105736576963
Position 725: 0.0018228376969148259
Position 5909: 0.00022121925035607909
Position 6008: 0.00011413119181488464
Position 2837: 0.00010413291601579296
Position 2741: 9.688537438472495e-05
Position 5986: 5.5511948625843e-05
