Gene = Rrp15
index = 937
Annotated 5SS: [  195  9755 11771 13243]
Annotated 3SS: [ 9494 11672 13043 27811]
SMsplice 5SS: [  195  9755 11771 13243]
SMsplice 3SS: [ 9494 11587 13043 27811]
top_k =  100
Partition function (log Z): -11.061815956735213

Sorted 5' Splice Sites (High to Low Probability):
Position 195: 0.9972572448588294
Position 9755: 0.9935056572960679
Position 11771: 0.9408783943076079
Position 13243: 0.4093731784714695
Position 4890: 0.31087188660763554
Position 13202: 0.21567301720157214
Position 4849: 0.16261211584203017
Position 916: 0.10988631315576208
Position 11966: 0.10978638618540906
Position 524: 0.08885520094580332
Position 4780: 0.07097319532151386
Position 6100: 0.06954310528096388
Position 13196: 0.06525673790522223
Position 12180: 0.052974032130947986
Position 920: 0.03924897634273228
Position 2268: 0.004813024260995166
Position 1246: 0.003975529967501985
Position 4484: 0.0036667759586687127
Position 3438: 0.003493829386722514
Position 867: 0.0028042621429039743
Position 11978: 0.0012726535891892288
Position 11928: 0.0009894770858100209
Position 170: 0.0008381547349314639
Position 77: 0.0004035636310579424
Position 134: 0.0001697583594926212
Position 489: 0.00014598281683960362
Position 330: 0.00010953604319579158
Position 281: 3.9863017376379484e-05
Position 200: 2.337194302221638e-05
Position 28: 1.811520096785129e-05
Position 252: 1.7495025490480672e-05
Position 286: 1.655609503608407e-05
Position 405: 1.1746135172903931e-05
Position 268: 7.601882325156502e-06
Position 247: 6.697390839225054e-09
Position 263: 5.774646308351067e-09
Position 4: 4.014069328871774e-09
Position 75: 2.5185379850385995e-10
Position 62: 2.0912112025783535e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 9494: 0.9985905366920338
Position 11587: 0.6969537900839265
Position 13043: 0.6404684545469169
Position 15597: 0.5022729627098367
Position 4678: 0.49642830841344426
Position 11672: 0.24392460422368137
Position 13498: 0.1909781003472371
Position 12062: 0.14422938529962434
Position 13074: 0.1339163524691884
Position 11849: 0.1198268776217399
Position 643: 0.11827423092059872
Position 13559: 0.11641488380770805
Position 352: 0.07820844925839655
Position 5975: 0.06954310528096388
Position 4704: 0.04848908642797053
Position 716: 0.01912565078772598
Position 817: 0.014617630528852918
Position 394: 0.005570685797287951
Position 2187: 0.004813024260995166
Position 4377: 0.003666775958668726
Position 1229: 0.003658495973177535
Position 3348: 0.003573412019743905
Position 488: 0.003557159687122808
Position 1152: 0.0009137750465400556
Position 12975: 0.0007241230634380936
Position 356: 0.0005222285074297677
Position 1411: 0.00014303839409448912
Position 313: 2.4765222796013058e-05
Position 268: 2.3502213622273482e-05
Position 405: 1.1937658710787753e-05
Position 410: 7.398382164168515e-06
Position 115: 6.651329268595422e-06
Position 426: 6.613953621172865e-06
Position 505: 3.88034258015481e-06
Position 112: 3.4874916162360784e-06
Position 448: 2.553985855032266e-06
Position 416: 2.382189775684502e-06
Position 118: 2.150885318970282e-06
Position 443: 2.1190076487241824e-06
Position 477: 1.5900433330972334e-06
Position 456: 1.447322250479461e-06
Position 430: 1.3294431719291875e-06
Position 508: 1.3142969802011114e-06
Position 285: 1.0798653210376986e-06
Position 367: 1.0768395698946363e-06
Position 414: 9.524960881638383e-07
Position 450: 8.865550699895425e-07
Position 901: 3.274308516435009e-07
Position 662: 1.809933887616544e-07
