Gene = Cck
index = 228
Annotated 5SS: [  97 1378]
Annotated 3SS: [1161 5492]
SMsplice 5SS: [  97 1378]
SMsplice 3SS: [1161 5492]
top_k =  100
Partition function (log Z): -4.751895327574268

Sorted 5' Splice Sites (High to Low Probability):
Position 97: 0.9997257546540089
Position 1378: 0.821456676534861
Position 961: 0.12440924694392468
Position 2326: 0.09194601612225813
Position 5284: 0.08893358786016309
Position 1368: 0.04629184431977682
Position 5329: 0.04247881924432567
Position 2230: 0.024406406301337624
Position 1500: 0.020605425516505706
Position 954: 0.012567578639433308
Position 1572: 0.010690211405138258
Position 1684: 0.008906420489163317
Position 1548: 0.008880761473154513
Position 2174: 0.002970053504622245
Position 1035: 0.0026116992473001325
Position 280: 0.0017866037909308743
Position 253: 0.0012223753253661053
Position 376: 0.0007118258415556678
Position 257: 0.0006462021032516909
Position 101: 6.124629491971142e-05
Position 129: 3.1360216284705763e-07
Position 127: 1.3980595822687972e-07
Position 225: 1.5834708799749582e-08
Position 166: 1.0386346565228787e-08
Position 171: 6.6372879196161234e-09
Position 186: 1.0986755613684645e-09
Position 11: 4.335366699279788e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5492: 0.9468889202493244
Position 1161: 0.6370135525136981
Position 1226: 0.15217739264998492
Position 852: 0.12385518857707077
Position 5148: 0.11986096745356463
Position 2162: 0.07067317262645954
Position 2039: 0.03895126900527327
Position 1435: 0.03506547434397657
Position 1265: 0.030222850945792266
Position 1242: 0.029963168196867382
Position 1200: 0.018888476626502324
Position 5093: 0.018764994984407295
Position 1926: 0.017822405470186906
Position 2424: 0.00801171752095531
Position 1649: 0.007461251599427884
Position 2287: 0.0068093359152513805
Position 855: 0.0065236661303492045
Position 2856: 0.005990653235051421
Position 1233: 0.005317964757682751
Position 5456: 0.004768178651618166
Position 889: 0.0042153887414314506
Position 206: 0.003628541595013187
Position 2906: 0.0027032076345849497
Position 682: 0.0023706203101365093
Position 1499: 0.0021238650413410542
Position 1754: 0.0017150879595300966
Position 920: 0.001419865767781515
Position 171: 0.0011717179124711265
Position 1206: 0.0009735422048020327
Position 953: 0.0009581829407157771
Position 296: 0.0009007718182213411
Position 1827: 0.0008041356975261617
Position 1730: 0.0007229400370679885
Position 2453: 0.0006955931003816607
Position 2861: 0.0004448962063587681
Position 857: 0.0003046384260641666
Position 859: 0.00029159080791192713
Position 649: 0.0002793557824212257
Position 1060: 0.00020322883249177442
Position 1401: 0.00015564234847397117
Position 547: 0.00012687156098108252
Position 1542: 4.003523630100869e-05
Position 1073: 2.2419649354582695e-05
Position 1044: 3.32083458903897e-06
Position 1005: 3.1808747838085395e-06
Position 685: 6.364924497561809e-10
