Gene = Sln
index = 986
Annotated 5SS: [163]
Annotated 3SS: [3241]
SMsplice 5SS: [163]
SMsplice 3SS: [3241]
top_k =  100
Partition function (log Z): -8.391121040802261

Sorted 5' Splice Sites (High to Low Probability):
Position 163: 0.9584228599577475
Position 1228: 0.17054294207512904
Position 1683: 0.06894564785257401
Position 3088: 0.0585917952019847
Position 271: 0.04038721742742297
Position 591: 0.013892017256294771
Position 2978: 0.012617008992155454
Position 1791: 0.010252829641994206
Position 1060: 0.008346564815415592
Position 881: 0.0027917129246230778
Position 531: 0.0004871523577857799
Position 111: 0.000380351967903492
Position 125: 0.00032445502535091096
Position 733: 0.0002352800962950243
Position 132: 0.00020507059682714477
Position 497: 0.00012090332917285966
Position 702: 0.0001137228949722019
Position 179: 4.756109823566833e-06
Position 141: 2.8270828706672513e-07
Position 143: 4.8127668810335754e-08
Position 33: 4.7430966624053336e-08
Position 75: 9.687230235032075e-09
Position 215: 7.057531793320437e-09
Position 22: 1.7836433342266634e-09
Position 13: 1.7250670109941497e-09
Position 199: 7.471806106072224e-10
Position 39: 3.236884454580251e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3241: 0.6134504209592673
Position 1059: 0.15483304912035564
Position 1093: 0.09009244630429862
Position 2977: 0.08954801451984014
Position 1564: 0.07018341079947915
Position 2433: 0.03839877985768129
Position 571: 0.03776344449459465
Position 1332: 0.027537849573750096
Position 411: 0.027327511055227387
Position 2694: 0.02671754614935772
Position 4120: 0.02245810044299385
Position 3184: 0.021952317629363463
Position 355: 0.020808971631120166
Position 2763: 0.01405444328307806
Position 2305: 0.009481761073183478
Position 2302: 0.009471859619674096
Position 1673: 0.008536904244082141
Position 3424: 0.007640423169413203
Position 2251: 0.00612616584187046
Position 448: 0.005340163497479334
Position 3348: 0.0051596828136284386
Position 932: 0.004835154378960177
Position 2833: 0.004731596263292032
Position 262: 0.004526015150685036
Position 2537: 0.004131426919132922
Position 980: 0.0035466280185535606
Position 1352: 0.003521386089833137
Position 766: 0.002781726131788828
Position 2016: 0.0025592096509548853
Position 2001: 0.0018322952686906618
Position 641: 0.0016379683804305018
Position 627: 0.0012991496842614848
Position 430: 0.0012740223860668773
Position 469: 0.0011722808482429717
Position 270: 0.0007482432041052393
Position 384: 0.0007434758636809481
Position 1097: 0.0002207935506572149
Position 773: 7.636568769686815e-05
Position 701: 6.829750372580749e-05
Position 715: 4.026813151483358e-05
Position 222: 1.3022719805901571e-05
Position 870: 8.563014771424683e-06
Position 864: 4.281457993521467e-06
Position 892: 2.648687562970743e-06
Position 889: 2.570298336015589e-06
Position 836: 2.0327442515992946e-06
