Gene = Erich4
index = 386
Annotated 5SS: [230]
Annotated 3SS: [591]
SMsplice 5SS: [485]
SMsplice 3SS: [591]
top_k =  100
Partition function (log Z): -6.847007109016797

Sorted 5' Splice Sites (High to Low Probability):
Position 485: 0.7730346521170252
Position 230: 0.1826678253243578
Position 156: 0.07375331100641526
Position 830: 0.027693623952236054
Position 290: 0.015707637820098236
Position 1122: 0.003160227359479844
Position 64: 0.002251781449478233
Position 131: 0.0016381644087757952
Position 108: 0.0011766905054143115
Position 676: 0.0009179099872890243
Position 47: 0.0006892212721419586
Position 327: 0.0004998853318367737
Position 68: 1.9184363372886778e-05
Position 234: 1.0611408747615924e-05
Position 358: 9.87242835540669e-06
Position 99: 7.100778442390435e-06
Position 274: 4.5999700324121e-06
Position 296: 4.118438072450283e-06
Position 192: 2.1561134637070385e-06
Position 362: 1.6624957690428905e-06
Position 169: 2.469998765466075e-08
Position 8: 1.333135685479862e-08
Position 40: 1.2979171775902376e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 591: 0.988022909237505
Position 375: 0.024029143821986496
Position 1015: 0.023645134460997332
Position 325: 0.010446782141752374
Position 377: 0.0035991298345659575
Position 401: 0.0032534224521271263
Position 702: 0.003021272485602025
Position 915: 0.0029007253827533206
Position 630: 0.0021894377976705752
Position 1228: 0.0021176311513954214
Position 289: 0.0020682347983761932
Position 310: 0.002031238342332741
Position 1017: 0.0016389702589874682
Position 700: 0.0014100862823838464
Position 336: 0.0013377932014850054
Position 965: 0.001240967556286078
Position 293: 0.0011791180825164282
Position 696: 0.0011348011402780717
Position 1043: 0.0010183204880081247
Position 1026: 0.0009430442606242721
Position 350: 0.0008697978706066686
Position 1214: 0.0007599300705440703
Position 1205: 0.0006708559566691733
Position 1078: 0.0006427879164594612
Position 419: 0.0005945232205475186
Position 381: 0.0003933729324009738
Position 407: 0.00028910960027066094
Position 246: 0.0002452229856361255
Position 223: 0.00015906358991971405
Position 299: 0.0001386209540543612
Position 362: 0.00013512243181132077
Position 176: 0.0001286684835722924
Position 344: 0.00011000732069515796
Position 745: 0.0001039940589144771
Position 691: 8.353665972850508e-05
Position 473: 8.18588499228007e-05
Position 396: 7.705457666315542e-05
Position 226: 7.465416724999156e-05
Position 447: 7.38860599071914e-05
Position 411: 5.7418765997786466e-05
Position 717: 5.5430190861388654e-05
Position 693: 4.100246929511296e-05
Position 977: 3.501010169792252e-05
Position 254: 3.082759668995415e-05
Position 651: 2.860134517289155e-05
Position 438: 2.2142319866965193e-05
Position 670: 2.08688535562659e-05
Position 482: 2.053897459460917e-05
Position 618: 1.8454240029035266e-05
Position 248: 1.658232163292235e-05
Position 198: 1.5017588017209016e-05
Position 672: 1.1508740904117784e-05
Position 899: 8.869566990162343e-06
Position 1101: 3.5286722355197504e-06
Position 723: 1.5098784517345976e-06
Position 714: 1.3126078905050101e-06
Position 720: 1.2594671131673987e-06
Position 143: 1.612758604542851e-07
