Gene = Rexo2
index = 898
Annotated 5SS: [ 205 1302 5492 6210 7580 8792]
Annotated 3SS: [ 1217  5413  6097  7470  8737 11664]
SMsplice 5SS: [ 321 5492 6210 7580]
SMsplice 3SS: [ 5413  6097  7470 11664]
top_k =  100
Partition function (log Z): -3.5378285727590884

Sorted 5' Splice Sites (High to Low Probability):
Position 5492: 0.9918444529219845
Position 7580: 0.9466096709292341
Position 6210: 0.8523996614100682
Position 321: 0.7075362475046336
Position 1302: 0.42323050803500295
Position 5345: 0.20217733359891712
Position 8792: 0.16426554885468975
Position 7858: 0.16402907143037404
Position 11786: 0.15778984942281007
Position 205: 0.1463944683167784
Position 1306: 0.10091242801373788
Position 312: 0.09011091250899718
Position 792: 0.07952340092407381
Position 2159: 0.07795455024482169
Position 498: 0.06904336881007452
Position 7340: 0.04255190521011488
Position 143: 0.04056979247272674
Position 1359: 0.03807564726671081
Position 1400: 0.03292813242954454
Position 2850: 0.028468527601877923
Position 9432: 0.02170588130309062
Position 5770: 0.017455778865605245
Position 7326: 0.008160294208850307
Position 648: 0.004334860295760492
Position 231: 0.003825722862391271
Position 67: 0.00351284572342786
Position 2015: 0.0033875030655215643
Position 494: 0.0027164057274541497
Position 475: 0.00208377522036367
Position 562: 0.001239489096880221
Position 972: 0.00108529795517296
Position 55: 0.0010806627640864107
Position 1316: 0.0006239254409131245
Position 797: 0.0004991933471933004
Position 533: 0.0004492119962351667
Position 7554: 0.00021520795338132297
Position 801: 0.0002056432281726556
Position 187: 3.716070612240493e-05
Position 211: 3.1726447250108016e-05
Position 97: 2.9623281497986346e-05
Position 131: 2.502471925857962e-05
Position 364: 1.824486324159826e-05
Position 346: 5.736907894179301e-06
Position 259: 2.62218426908604e-06
Position 193: 1.0176888443369525e-06
Position 117: 8.271383905504638e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 5413: 0.9847877301143272
Position 7470: 0.9475563915855032
Position 6097: 0.838507002759682
Position 11664: 0.7135069510340635
Position 1217: 0.5957706411859092
Position 7700: 0.21007253496518583
Position 5229: 0.2092340564065746
Position 8737: 0.16633625439136462
Position 438: 0.13050386950952939
Position 11644: 0.09725320333836014
Position 11907: 0.09019127559778313
Position 7712: 0.08846221573104648
Position 2099: 0.0779545502448217
Position 11984: 0.06759857382502679
Position 7198: 0.045624292549862736
Position 9289: 0.043854960978029864
Position 2625: 0.028468527601877913
Position 5711: 0.01745577886560526
Position 700: 0.009020158539558397
Position 11345: 0.007833202825070072
Position 6112: 0.006986403906265134
Position 6116: 0.005896792860585128
Position 7297: 0.005836156036642203
Position 682: 0.0057388258331269
Position 8791: 0.0039468948221056
Position 10210: 0.003898487424859814
Position 7543: 0.0031889920163318533
Position 9591: 0.0030664517642782136
Position 9407: 0.0024840414090549455
Position 293: 0.002092275995857243
Position 9234: 0.002051837854704972
Position 547: 0.001994905890070131
Position 290: 0.0019824248061750408
Position 9061: 0.0018180889651541895
Position 5926: 0.0017560840816523654
Position 1957: 0.0015381735022828651
Position 1989: 0.0009333714859341109
Position 858: 0.0008063705320913673
Position 1721: 0.0007737162468509627
Position 455: 0.0003792121232045879
Position 296: 0.0002880832083400622
Position 894: 0.0002789274230815934
Position 661: 0.00021786731848457715
Position 311: 0.00020710402279598992
Position 411: 0.00020023360628139774
Position 720: 0.00018598788979222756
Position 561: 0.00018549895023100586
Position 458: 0.0001809423850497881
Position 1789: 0.00014224183045362713
Position 269: 9.985023297096759e-05
