Gene = A630095N17Rik
index = 79
Annotated 5SS: [ 116 8797]
Annotated 3SS: [ 8659 11516]
SMsplice 5SS: [ 116 8797]
SMsplice 3SS: [ 8659 11516]
top_k =  100
Partition function (log Z): -10.284991713291108

Sorted 5' Splice Sites (High to Low Probability):
Position 116: 0.9994499156680626
Position 8797: 0.33993702889466
Position 8893: 0.3115353302374642
Position 9172: 0.09427477034770632
Position 6652: 0.08367463685662074
Position 6775: 0.07396122195079206
Position 824: 0.07008128740230503
Position 1662: 0.06418703174266774
Position 437: 0.00019653698855580983
Position 524: 0.00017221720086808124
Position 497: 0.00014680487519364862
Position 74: 3.452526732425673e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 8659: 0.711050302497368
Position 11516: 0.5565265457384653
Position 9055: 0.2885598180949112
Position 6465: 0.1691616257958386
Position 8579: 0.06503402138631025
Position 661: 0.031689565030244275
Position 613: 0.020110404947910984
Position 1580: 0.018429637515227387
Position 1506: 0.01781733456768171
Position 6774: 0.013674535824921244
Position 7380: 0.013235820546643165
Position 681: 0.013120460965885346
Position 6531: 0.01310276330527202
Position 3568: 0.01209048803469349
Position 1420: 0.011104717997580657
Position 1382: 0.009410810832342258
Position 6163: 0.008909456337455872
Position 1395: 0.007690449485865235
Position 6195: 0.007514814667132554
Position 5102: 0.0065552080663116765
Position 3677: 0.006101497590263358
Position 699: 0.005942063589706423
Position 1090: 0.005477323001510614
Position 5995: 0.0032258760105122607
Position 522: 0.0019009685604139122
Position 5657: 0.0018525253474569198
Position 1441: 0.0017732587369163394
Position 3635: 0.001694360557825998
Position 1062: 0.0015689431648638788
Position 2217: 0.0015266401656034883
Position 2265: 0.0013309522902209714
Position 4540: 0.0012343562066595936
Position 780: 0.0011472063936765393
Position 2626: 0.0010801252347661992
Position 2249: 0.00100856923640953
Position 268: 0.0009495113166538143
Position 456: 0.0007452028242306655
Position 3432: 0.0007073695236663358
Position 994: 0.0006803441205344322
Position 3701: 0.0006237633702285767
Position 1021: 0.0005000311582010468
Position 2950: 0.00048280479038449015
Position 478: 0.00033686936745664086
Position 385: 0.0003233163708925032
Position 2126: 0.0003171027099085844
Position 1306: 0.0002996669449456197
Position 553: 1.4996519448197824e-05
Position 615: 5.514853902642684e-06
Position 819: 4.2021532368850854e-06
Position 704: 3.216341435634116e-06
Position 736: 2.1677431937114343e-06
Position 636: 1.7795990285991735e-06
