Gene = Prune1
index = 864
Annotated 5SS: [  492 13846 16659 18485 19866 22837 24050]
Annotated 3SS: [13752 16455 18299 19706 22741 23890 26648]
SMsplice 5SS: [  492 13559 13846 16659 18485 19866 22837 24050]
SMsplice 3SS: [13462 13752 16545 18388 19706 22741 23890 26648]
top_k =  100
Partition function (log Z): -19.601268192062086

Sorted 5' Splice Sites (High to Low Probability):
Position 492: 0.9470668139516237
Position 733: 0.10342939486034076
Position 1271: 0.09239218835425193
Position 45: 0.07218985051843213
Position 1772: 0.052990553849541794
Position 804: 0.03788508465258208
Position 1766: 0.03198215100932377
Position 576: 0.003261100850162364
Position 551: 0.0030862015947950914
Position 341: 0.0025676772052288317
Position 1095: 0.0006155508924284914
Position 313: 0.00024661013955844957
Position 347: 0.0002071368699816304
Position 393: 0.00011832699022897747
Position 381: 5.44958164323266e-05
Position 30: 3.195944388521872e-05
Position 70: 1.6475475036296334e-05
Position 334: 1.2638453371381236e-05
Position 216: 1.0963647796503645e-05
Position 28: 6.118106915716256e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 4118: 0.4284195136631655
Position 888: 0.19894891012607885
Position 640: 0.1437892671270504
Position 1159: 0.07607067959830285
Position 8754: 0.06737937863319697
Position 1939: 0.06704299806082972
Position 7290: 0.06061521954982549
Position 1666: 0.03403141336047493
Position 1567: 0.03324340724469042
Position 1708: 0.03173740513693768
Position 3890: 0.030929156044319454
Position 1595: 0.026067885553895477
Position 5544: 0.024514482797169033
Position 1907: 0.021026025400617664
Position 1185: 0.01655762100692867
Position 764: 0.01420577756906703
Position 373: 0.012729558236879856
Position 491: 0.011134333687592896
Position 1245: 0.008714693827860134
Position 1211: 0.00632174741914804
Position 470: 0.006301953380044903
Position 2609: 0.006198209322230548
Position 125: 0.004858852749682747
Position 425: 0.003352907713970928
Position 1839: 0.0030626846922179192
Position 1800: 0.00284798388826474
Position 697: 0.0018035934811888015
Position 596: 0.001439605795180693
Position 380: 0.0008673757776707568
Position 238: 0.0007286594326516636
Position 587: 0.000695880182871819
Position 182: 0.0006568284874143044
Position 458: 0.0005500793369134231
Position 681: 0.0003726387329943463
Position 617: 0.0003229129928579165
Position 245: 0.00015296464615455156
Position 718: 9.198054311371177e-05
Position 732: 9.102501251114223e-05
Position 619: 8.67850779933765e-05
Position 386: 6.862475712644093e-05
Position 647: 4.4820162932807757e-05
Position 149: 4.19288816121679e-05
Position 334: 3.8025023553316235e-05
Position 225: 8.048207427922987e-06
Position 286: 4.891390464679413e-06
Position 185: 1.5207108922456785e-06
Position 519: 1.038257948903882e-06
