Gene = Slc51b
index = 984
Annotated 5SS: [ 209 7789 9032]
Annotated 3SS: [7667 8940 9953]
SMsplice 5SS: [ 209 7803 9032]
SMsplice 3SS: [7667 8940 9953]
top_k =  100
Partition function (log Z): -6.196735883567092

Sorted 5' Splice Sites (High to Low Probability):
Position 209: 0.9936225282628294
Position 9032: 0.8162619877422908
Position 7803: 0.5438413336995056
Position 7789: 0.43550864152295765
Position 422: 0.22499877584110234
Position 5129: 0.18729985013797104
Position 1852: 0.14137835790547001
Position 9380: 0.027145952234522434
Position 10039: 0.01367696724088423
Position 9580: 0.0073154450307061514
Position 7793: 0.003934863847707222
Position 9230: 0.0022766958827305723
Position 9063: 0.0018587206252970111
Position 202: 0.0002475996006658508
Position 37: 0.00023061804017454553
Position 134: 0.0001728473358104267
Position 213: 0.00015949274376793934
Position 88: 0.00013176439823539373
Position 234: 7.919012620439236e-05
Position 79: 4.2586584049226397e-05
Position 77: 2.896095227089913e-05
Position 92: 1.4772039070190612e-05
Position 186: 9.358867063940814e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 7667: 0.9840032530125664
Position 9953: 0.9383290362904994
Position 8940: 0.8259595283379981
Position 296: 0.2161206284716999
Position 1749: 0.13298386988617272
Position 4909: 0.0731604677443096
Position 4953: 0.04574648031195201
Position 4978: 0.039761456490265794
Position 9292: 0.0360424546679982
Position 4796: 0.015769138147582257
Position 4871: 0.01416392262409011
Position 9379: 0.013245668427707776
Position 9876: 0.010586368497482108
Position 9927: 0.009337213993727665
Position 8604: 0.008653292469639182
Position 9143: 0.0060575028503919385
Position 10135: 0.005424798504047564
Position 1782: 0.004442356464363268
Position 1808: 0.004145808605790198
Position 10143: 0.0029681743109715
Position 10215: 0.002845334156441004
Position 9222: 0.002561588686035549
Position 10212: 0.002438660269424146
Position 307: 0.0021164927573682664
Position 279: 0.0017260665614523656
Position 3783: 0.00041204865350276014
Position 5823: 0.0003211817562873862
Position 2438: 0.0002798084624402923
Position 746: 0.0001226289482732178
Position 1023: 0.0001198869941106859
Position 3095: 9.536064574376848e-05
Position 1178: 8.322915903779423e-05
Position 553: 7.731651380051547e-05
Position 535: 7.285069581708045e-05
Position 2891: 6.219419466855455e-05
Position 310: 8.422509011367363e-07
Position 356: 1.985864696358866e-07
Position 411: 1.4730240807263927e-07
Position 318: 3.129294970062467e-08
Position 372: 1.0708437600007724e-08
Position 126: 6.094279835194058e-09
Position 368: 4.134979095102835e-09
Position 378: 7.879759653567149e-10
Position 179: 4.781102841059433e-10
Position 320: 4.611158770467181e-10
