Gene = Sdad1
index = 955
Annotated 5SS: [  233  4292  4821  5052  6141  6359  7386  8213  9963 11833 12905 14014
 16062 17372 18139 18318 19012 19767 20104 20285 21558]
Annotated 3SS: [ 4186  4721  4940  6068  6257  7327  8137  9860 11762 12800 13955 16002
 17294 18040 18240 18884 19671 19912 20199 21395 23153]
SMsplice 5SS: [  233  4292  4821  5052  6141  6359  7386  9963 11833 12905 14014 16062
 17372 18139 18318 18969 19767 20104 20285 21558]
SMsplice 3SS: [ 4186  4721  4940  6068  6257  7327  9860 11762 12800 13955 16002 17294
 18040 18240 18884 19671 19912 20199 21395 23153]
top_k =  100
Partition function (log Z): 48.74985091526691

Sorted 5' Splice Sites (High to Low Probability):
Position 9963: 0.9999999999999923
Position 20104: 0.9935896462378332
Position 20285: 0.9933594236765579
Position 6359: 0.9909768012756558
Position 6141: 0.9895784930811522
Position 4292: 0.9873701318807456
Position 7386: 0.9790518593876432
Position 12905: 0.9571442255343194
Position 14014: 0.9504981812876836
Position 5052: 0.9326283932676627
Position 21558: 0.9247083319191557
Position 18318: 0.9185011109144352
Position 16062: 0.9051483251905195
Position 11833: 0.8725724379926385
Position 18139: 0.8697409422560551
Position 19767: 0.8415673489925959
Position 18969: 0.598342659851214
Position 4821: 0.5919654682509734
Position 233: 0.5784910300448325
Position 17372: 0.5246887594944355
Position 8213: 0.5232618369884832
Position 14971: 0.486082934876096
Position 4853: 0.3861241539995545
Position 19012: 0.3758559379271941
Position 13266: 0.3037668813560544
Position 267: 0.23913924305255677
Position 13777: 0.18895336459204753
Position 408: 0.1870769521195829
Position 16297: 0.1548370572689208
Position 8060: 0.13185030098309336
Position 19717: 0.12422509644243701
Position 18160: 0.10378989074108426
Position 8273: 0.0970271555634781
Position 6735: 0.09433967287268308
Position 14734: 0.08216325326683452
Position 13863: 0.0768241620529033
Position 2114: 0.07568636747963611
Position 8310: 0.07050054563314086
Position 2469: 0.03977462586014066
Position 5211: 0.03835336423899269
Position 16087: 0.034472194286448966
Position 19459: 0.03352277526935355
Position 22966: 0.030702720943581768
