Gene = Lamtor3
index = 620
Annotated 5SS: [ 138  393 1430 6645 8417 8885]
Annotated 3SS: [ 346 1394 6585 8282 8820 9420]
SMsplice 5SS: [ 393 1312 1430 2636]
SMsplice 3SS: [1213 1394 2530 8820]
top_k =  100
Partition function (log Z): -7.3080901990598495

Sorted 5' Splice Sites (High to Low Probability):
Position 1430: 0.9608196069753933
Position 393: 0.8547254133928729
Position 1312: 0.6544735087518793
Position 2636: 0.6173747454015167
Position 3719: 0.5198747862298323
Position 124: 0.3399223075693383
Position 2237: 0.09637098214607942
Position 837: 0.09050742115392393
Position 181: 0.08691501815651972
Position 427: 0.051294484775397345
Position 2429: 0.030925184829782345
Position 138: 0.022764620418128857
Position 102: 0.021293239957941818
Position 463: 0.018318725223651668
Position 434: 0.014933448055447301
Position 167: 0.01279796740402058
Position 2416: 0.011927643468506721
Position 562: 0.005494144301953869
Position 171: 0.005064371526049462
Position 2420: 0.004566375362307248
Position 676: 0.0035876716004036675
Position 2663: 0.0029183608198426947
Position 265: 0.0018870263648357861
Position 274: 0.0015496167374995636
Position 36: 0.0014431502649289796
Position 29: 0.0009195496123584367
Position 314: 0.0005339465762519265
Position 202: 0.00016656941764383297
Position 128: 6.820413918867975e-05
Position 7: 5.9649742067568774e-05
Position 41: 1.6850063852197163e-05
Position 299: 1.958453083404398e-06
Position 288: 1.628857314230835e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1394: 0.9675294107768592
Position 2530: 0.6329842085959512
Position 1213: 0.6155876263943871
Position 3612: 0.4092139552581564
Position 346: 0.4038898487626106
Position 8820: 0.32978184620196405
Position 3814: 0.17599081218524754
Position 2849: 0.14316925952529055
Position 3454: 0.13084710695737106
Position 2144: 0.09594442991875153
Position 2354: 0.0682121941872348
Position 4415: 0.06455688444173424
Position 4679: 0.04551646400271464
Position 2707: 0.040304733246347056
Position 240: 0.037206821598903664
Position 1176: 0.028620129554136606
Position 7661: 0.027267152798830442
Position 1572: 0.0253942939999249
Position 2790: 0.023922491625320227
Position 1112: 0.023633115013722776
Position 505: 0.02100448596983793
Position 3510: 0.0167132185982799
Position 2535: 0.014354664565474524
Position 745: 0.01294724976166778
Position 676: 0.012569750464759652
Position 5023: 0.011506520947029355
Position 824: 0.010040028736461688
Position 718: 0.009366048817326104
Position 742: 0.007977512650713814
Position 479: 0.0055021525371904195
Position 261: 0.004481069582338727
Position 200: 0.003827306564909353
Position 2096: 0.003550214889773758
Position 693: 0.002359435377177863
Position 2004: 0.0021447182927025114
Position 794: 0.002031393021241544
Position 295: 0.0017157406125403194
Position 234: 0.0014378705608362084
Position 2587: 0.00018481077042966515
Position 2227: 0.00015229012500798453
Position 374: 1.6508127954125538e-05
Position 263: 1.379300726975601e-05
Position 354: 1.3179460124720479e-05
Position 325: 1.1383354164588887e-05
Position 349: 8.01392350567575e-06
Position 334: 7.150863655746932e-06
Position 297: 5.7291463696573195e-06
Position 307: 1.6860040314194568e-06
