Gene = Jtb
index = 603
Annotated 5SS: [ 444  636  915 2406]
Annotated 3SS: [ 597  831 2325 3785]
SMsplice 5SS: [ 444  636  915 2406]
SMsplice 3SS: [ 597  831 2268 3785]
top_k =  100
Partition function (log Z): -3.4256954749347486

Sorted 5' Splice Sites (High to Low Probability):
Position 915: 0.7605020010638797
Position 2406: 0.7035590784703595
Position 636: 0.6458794558333054
Position 444: 0.42418804761751205
Position 947: 0.2344578372651443
Position 150: 0.15468255037942483
Position 718: 0.12725150969491603
Position 342: 0.12705567566923498
Position 162: 0.03229719116060918
Position 614: 0.032190009226866115
Position 541: 0.018040468076027247
Position 2740: 0.017753085902102436
Position 328: 0.009807850423284605
Position 3627: 0.009097494390691213
Position 537: 0.007838515735467486
Position 2355: 0.007161100044424187
Position 3100: 0.004892050053166515
Position 71: 0.0034605166535082057
Position 1983: 0.0023971821045235477
Position 640: 0.0020820702017901576
Position 185: 0.0016206655593732399
Position 452: 0.001311622032544204
Position 420: 0.0010037561674814195
Position 692: 0.0009043932728724184
Position 448: 0.0008882500239807953
Position 202: 0.0004872152525359602
Position 659: 0.0004508094656044053
Position 243: 0.00033478305846994396
Position 65: 0.00021162832877095968
Position 383: 0.00013831906996499658
Position 530: 0.00011115979389676713
Position 683: 0.00010983372181015614
Position 78: 9.328520085816997e-05
Position 674: 8.569357907872988e-05
Position 19: 6.08847416688634e-07
Position 8: 8.103057807928543e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 831: 0.9994748435849262
Position 3785: 0.7894947778936231
Position 597: 0.5338688423304917
Position 2268: 0.42902572481681645
Position 2325: 0.17824029789721413
Position 3544: 0.095642770597215
Position 2353: 0.05413204909972452
Position 527: 0.03759148799831445
Position 3699: 0.032884126571831436
Position 2640: 0.025466580107073932
Position 4063: 0.021198411464944836
Position 2245: 0.021187470771804513
Position 2224: 0.015301406632234543
Position 2842: 0.014616708133831993
Position 3243: 0.013749293245236077
Position 3454: 0.01248240697306209
Position 2118: 0.009441397309573846
Position 1757: 0.006773042907392954
Position 263: 0.006264383469125361
Position 2050: 0.005792953953533554
Position 511: 0.0052710427713764
Position 2011: 0.004223030578905565
Position 504: 0.002848229327061361
Position 492: 0.0019798100036801454
Position 1597: 0.001857685865729061
Position 3850: 0.0018125667044229551
Position 998: 0.0017132049290924942
Position 341: 0.0016907588118531091
Position 3989: 0.0015402617157077737
Position 1623: 0.0013664734599335335
Position 2453: 0.0009988093098792375
Position 1238: 0.000878378355508256
Position 448: 0.0007196835089642869
Position 561: 0.0006548312109269555
Position 323: 0.0005378578128185571
Position 601: 0.0004510336760787968
Position 692: 0.00039939480245184105
Position 271: 0.00031095797286285755
Position 469: 0.00025402107802958957
Position 280: 0.00010857257064391602
Position 250: 5.057899449562459e-05
Position 311: 2.8513444248683006e-05
Position 380: 1.0257920178817193e-05
Position 286: 5.352760700770872e-06
Position 215: 3.4766023657297764e-06
Position 835: 1.3029375511157625e-06
Position 211: 2.7012320549573235e-07
Position 327: 2.2730307686194387e-07
Position 864: 8.300629811301921e-08
Position 911: 7.01059085545659e-08
