Gene = Cops9
index = 288
Annotated 5SS: [ 106 2299]
Annotated 3SS: [2225 4581]
SMsplice 5SS: [ 379 2299]
SMsplice 3SS: [2225 4581]
top_k =  100
Partition function (log Z): -6.1104944192587665

Sorted 5' Splice Sites (High to Low Probability):
Position 2299: 0.9860312306130762
Position 379: 0.5297185124655409
Position 106: 0.389703596027328
Position 662: 0.31213819265504344
Position 672: 0.09857457752189402
Position 597: 0.04262941171435929
Position 3301: 0.02577088813163416
Position 389: 0.01748059549646161
Position 264: 0.016797581121323357
Position 667: 0.016756553943424
Position 2583: 0.016595794714064648
Position 396: 0.015671968858046288
Position 269: 0.013064238943677371
Position 1364: 0.012861424357951045
Position 691: 0.010383831653941415
Position 2447: 0.009355815122765343
Position 618: 0.004454051537913465
Position 3713: 0.004219923962612426
Position 3296: 0.00307796538835702
Position 246: 0.002733553534745921
Position 140: 0.002236153153532408
Position 280: 0.0016111488327252104
Position 18: 0.0010333159234188068
Position 111: 0.00031709411951297
Position 240: 0.0002507748600549827
Position 114: 2.003832622958128e-05
Position 134: 8.87969401179116e-06
Position 37: 7.053803407825454e-06
Position 66: 6.573970312198926e-06
Position 284: 5.963670696081902e-06
Position 424: 4.082798053187268e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 2225: 0.9186405690072058
Position 570: 0.4188905058752889
Position 4581: 0.3502658849317981
Position 2652: 0.1904673387160162
Position 4555: 0.1314825276344801
Position 4524: 0.0675639192963666
Position 3765: 0.05625755291364728
Position 2128: 0.05382185612478958
Position 3183: 0.04727648241248523
Position 4367: 0.03376859700011869
Position 2474: 0.03260784985804859
Position 4456: 0.02859711695185689
Position 2141: 0.025352034135919035
Position 492: 0.019700552042366964
Position 2405: 0.018352359547027124
Position 4294: 0.016884027368387566
Position 4063: 0.01468108106821993
Position 256: 0.013077228066936912
Position 4435: 0.011876576746164273
Position 3685: 0.010799334511514769
Position 284: 0.009877190406303542
Position 1203: 0.009232434160652336
Position 3879: 0.006636177354139703
Position 3441: 0.006473778434147286
Position 313: 0.005697902055766715
Position 4713: 0.0055426839493573545
Position 2927: 0.004547685877746336
Position 437: 0.00418406883042926
Position 191: 0.0036784398510986646
Position 1068: 0.0036289901972987064
Position 3667: 0.0034544651439849666
Position 3596: 0.002199836949635036
Position 3219: 0.002065196660433535
Position 2991: 0.0016451954023850655
Position 2379: 0.001189465127939076
Position 1959: 0.000633010054768816
Position 947: 0.0005206095335123088
Position 228: 0.00040768181821633167
Position 175: 0.0003377795303365702
Position 2490: 0.0003289815978065058
Position 222: 0.00029240771896948
Position 523: 0.0001667821412423849
Position 349: 9.09086880438914e-05
Position 2443: 8.750247880537968e-05
Position 170: 8.468236611747473e-05
Position 193: 3.8777291807578635e-05
Position 209: 2.9422839724090505e-05
Position 315: 2.5762304185584322e-05
Position 267: 2.5181925539226614e-05
Position 260: 1.8958456671615312e-05
Position 322: 1.1008885394752058e-05
Position 575: 4.424675018974795e-06
