Gene = Preb
index = 851
Annotated 5SS: [ 391 1139 1646 1891 2129 2474 4100 4432]
Annotated 3SS: [ 948 1424 1809 2003 2299 4026 4271 4623]
SMsplice 5SS: [ 391 1139 1646 1891 2129 4432]
SMsplice 3SS: [ 948 1424 1809 2003 4271 4623]
top_k =  100
Partition function (log Z): -1.6791624470964788

Sorted 5' Splice Sites (High to Low Probability):
Position 1891: 0.9878216826002828
Position 2129: 0.8242105517330486
Position 1139: 0.7384456249304028
Position 1646: 0.606758638854209
Position 2474: 0.5636725124358494
Position 391: 0.4382040120008118
Position 466: 0.4222187781709361
Position 1674: 0.2608995559934317
Position 4100: 0.24567461041085822
Position 4432: 0.23327123002111466
Position 2451: 0.1944348912856572
Position 4231: 0.13778371679875512
Position 418: 0.09475810269295784
Position 4815: 0.08487457655302551
Position 2231: 0.06227506972729642
Position 1196: 0.051723771631172887
Position 1520: 0.03964131660454392
Position 1631: 0.03746155301425788
Position 858: 0.030615814770123175
Position 1670: 0.02541516740893804
Position 1102: 0.017318552734575856
Position 1049: 0.016793916903221295
Position 239: 0.016197072230711016
Position 2137: 0.015517482873820043
Position 245: 0.00956576600763835
Position 1626: 0.008775150114817862
Position 218: 0.007945697649993342
Position 1574: 0.007921852789716858
Position 1899: 0.0067422450397968325
Position 592: 0.00535825363450009
Position 2221: 0.004660820958206954
Position 115: 0.004141083932494407
Position 118: 0.003616211649751921
Position 151: 0.0035011027026073953
Position 1094: 0.0034716776670414753
Position 776: 0.0032154389199253834
Position 1121: 0.00315372839605874
Position 232: 0.0028013154606324675
Position 55: 0.0014788170931114304
Position 1680: 0.0012017464931670426
Position 1134: 0.0009196931053289165
Position 215: 0.0005934054225127176
Position 134: 0.000444753038729139
Position 1918: 0.0003859695384018184
Position 222: 0.00034193019704781735
Position 303: 0.00027931571134179453
Position 260: 0.00016866060717743388
Position 272: 0.00012653514108563595
Position 183: 0.00011282570980745511
Position 124: 9.27325470654898e-05
Position 82: 4.4054688377246605e-05
Position 282: 4.232535493564965e-05
Position 139: 2.699017652080699e-05
Position 426: 3.2194873653390894e-06
Position 127: 3.0186453032410413e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 1809: 0.9942274638556963
Position 1424: 0.9891601068176445
Position 2003: 0.7656667806505074
Position 2299: 0.6969098904822894
Position 4623: 0.5493209441848027
Position 948: 0.48462485528372745
Position 4026: 0.2758215422694611
Position 4271: 0.2436393803114112
Position 1071: 0.15267892840823596
Position 4996: 0.14972997908296315
Position 4099: 0.12200310816862621
Position 960: 0.10274627312708857
Position 2346: 0.09889289836649144
Position 2013: 0.08848796762724227
Position 1101: 0.07931261126021771
Position 3510: 0.053481693295148826
Position 2045: 0.04537419873393253
Position 3052: 0.0375040238072705
Position 2724: 0.03646451046322715
Position 3926: 0.03202618376694502
Position 319: 0.02911781627148596
Position 3230: 0.024604380635277607
Position 3382: 0.023188410820111395
Position 2920: 0.01919881754274621
Position 2896: 0.01838654446714927
Position 3000: 0.014688841562444509
Position 4954: 0.012005691276039381
Position 964: 0.008399010324914564
Position 504: 0.007615866224258681
Position 3902: 0.006023176840825923
Position 3178: 0.0058563405392932635
Position 2746: 0.005412422352757223
Position 3654: 0.005379782960676999
Position 3254: 0.00513041784701676
Position 2617: 0.005039643264970062
Position 2672: 0.004702327796760885
Position 2816: 0.004616587361320959
Position 2048: 0.0036651948152645977
Position 551: 0.003606801160928464
Position 2351: 0.003525813585920902
Position 663: 0.0033881455938598606
Position 2030: 0.0032065224644888014
Position 361: 0.0031176791802023087
Position 1954: 0.0021162983360009766
Position 2128: 0.002054520245886892
Position 695: 0.001737342955430955
Position 2397: 0.0005625755171290777
Position 2309: 0.0005512105315536558
Position 692: 0.0005266312174061349
Position 2120: 0.00048036072330737465
Position 767: 0.00033385708476842656
Position 2066: 0.0002649721551201275
Position 327: 0.0001804556775450214
Position 735: 0.0001633976360154357
Position 355: 0.00012009914494190887
Position 487: 2.9940920020199562e-05
Position 2434: 2.8815723471650793e-05
Position 358: 2.4487540220598152e-05
