Gene = Acmsd
index = 96
Annotated 5SS: [  130  9183 10627 16413 19813 24469 28687 30419 36566]
Annotated 3SS: [ 9137 10529 16362 19575 24374 28590 30245 36466 36869]
SMsplice 5SS: [  130 10627 24465 28687 30419 36566]
SMsplice 3SS: [10529 24374 28590 30245 36466 36869]
top_k =  100
Partition function (log Z): -21.611745419934106

Sorted 5' Splice Sites (High to Low Probability):
Position 130: 0.9809291493772279
Position 10627: 0.7086600641717862
Position 209: 0.013313456295715828
Position 5484: 0.009189943449015525
Position 136: 0.005755673228361976
Position 668: 0.0016404925893341612
Position 5173: 0.0012409840269416578
Position 238: 1.4796454231380229e-06
Position 40: 1.2184381139065934e-07
Position 145: 1.1960945797784523e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 10529: 0.7373773886255957
Position 16362: 0.39457585018587127
Position 16105: 0.17412575406493425
Position 10743: 0.0723642913883674
Position 314: 0.07056574572379101
Position 13937: 0.0675941685326148
Position 5948: 0.02753186625323526
Position 7019: 0.02709406445423623
Position 4289: 0.020685714484437068
Position 5291: 0.01896322386615654
Position 8025: 0.016137584076710218
Position 3525: 0.013122545238432481
Position 6077: 0.012787770785381134
Position 5226: 0.01090242295702684
Position 4112: 0.007732129098724233
Position 430: 0.006139069616142843
Position 4951: 0.00298002247280845
Position 266: 0.0029188648389064493
Position 289: 0.0028974444133808056
Position 4135: 0.0025548008854301934
Position 5739: 0.002519819688334356
Position 3697: 0.002475580796322063
Position 6286: 0.002264207395298641
Position 6560: 0.0020848042782014324
Position 1138: 0.002026518542448627
Position 376: 0.001987997513985839
Position 3152: 0.0016923573096666864
Position 5664: 0.0014985979123448591
Position 4411: 0.001490358959588965
Position 4206: 0.0013851885949928962
Position 2491: 0.0010103896599381451
Position 587: 0.0009678786429241274
Position 1421: 0.0009338616047570638
Position 4479: 0.0009244779895633626
Position 1043: 0.0008790995253190242
Position 2731: 0.0008367347003350306
Position 2024: 0.0007596113635360062
Position 4120: 0.000743527028463323
Position 2230: 0.0006934424028728048
Position 2519: 0.0006584305769383219
Position 3667: 0.0005975648822115011
Position 2402: 0.0005311844190242977
Position 4959: 0.0003898121173817003
Position 2645: 0.0003735580082734075
Position 1482: 0.00032108253551353476
Position 529: 0.00030845380794859793
Position 1575: 0.00029198180705405626
Position 2100: 0.0002765211190364112
Position 1076: 0.0002678616019344133
Position 633: 0.00026115655850440556
Position 755: 0.0001712374260661578
Position 532: 4.638143954628058e-05
Position 597: 1.1082066569379119e-05
