Gene = Mtfmt
index = 721
Annotated 5SS: [  226  1416  3871  4667  5907  8189 11521 12997]
Annotated 3SS: [ 1205  3747  4563  5830  8096 11441 12913 16222]
SMsplice 5SS: [  226  3871  4667  5907  8189 11521 12997]
SMsplice 3SS: [ 3747  4563  5830  8096 11441 12913 16222]
top_k =  100
Partition function (log Z): 10.003239775213473

Sorted 5' Splice Sites (High to Low Probability):
Position 12997: 0.9992416724919679
Position 11521: 0.98545990439635
Position 226: 0.9824014201879971
Position 8189: 0.973016808583418
Position 5907: 0.8754954778825581
Position 4667: 0.7949233736059504
Position 3871: 0.7483731201202835
Position 1416: 0.4798985530981361
Position 6018: 0.2549792193000011
Position 14642: 0.20185022587482548
Position 1360: 0.18292457465315884
Position 4882: 0.17626203106970167
Position 424: 0.14803738661692373
Position 13181: 0.09570895210597555
Position 5505: 0.08509984849500524
Position 1826: 0.066150680502561
Position 3985: 0.06182972045018937
Position 1388: 0.06148101744587996
Position 14775: 0.05340404575189195
Position 6887: 0.051380106717044086
Position 4754: 0.04494308898369534
Position 12138: 0.04110720291299236
Position 13515: 0.040149950218099174
Position 6370: 0.037429237475268926
Position 13899: 0.03663977736944011
Position 13745: 0.034268177094232494
Position 12539: 0.03105352848459628
Position 4901: 0.030603706928535555
Position 3842: 0.030073264494397227
Position 9108: 0.02953567235400239
Position 14617: 0.02354339497404183
Position 826: 0.018165589804903477
Position 452: 0.017552333647845565
Position 29: 0.009897681958872898
Position 378: 0.007656311997840774
Position 12472: 0.006414291836618381
Position 889: 0.005278603868938592
Position 4684: 0.004122353824919036
Position 4681: 0.003980921179356061
Position 14119: 0.003693651878040439
Position 57: 0.0032917755516363753
Position 164: 0.002102234566345654
Position 866: 0.001977138325324576
Position 797: 0.0019624406968891278
Position 9: 0.0010319236997052056
Position 399: 0.000953508922091755
Position 5943: 0.0006561328608519242
Position 12992: 0.0006451085542480851
Position 482: 0.000311138039927741
Position 13254: 0.00014267490571615417
Position 140: 0.00011794578908577056
Position 46: 0.0001088891013347276
Position 109: 9.698033054747394e-05
Position 132: 8.759295330030818e-05
Position 61: 9.630659223217683e-06
Position 239: 4.361188779595618e-07
Position 257: 2.484651357251155e-07
Position 87: 2.618686988630739e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 5830: 0.9997852876876242
Position 12913: 0.9994355912692717
Position 11441: 0.9854599043963496
Position 4563: 0.872917944907868
Position 3747: 0.8363425144530335
Position 8096: 0.763085152398529
Position 16222: 0.7264445189306555
Position 1205: 0.5113820243581493
Position 14544: 0.4415290970564068
Position 1273: 0.20287617539241734
Position 8032: 0.19730842348020028
Position 335: 0.0966264892477259
Position 4745: 0.092931382264482
Position 6007: 0.08959035045168912
Position 13796: 0.08049643121686657
Position 13553: 0.08001502397148641
Position 13070: 0.07870430254631128
Position 315: 0.06528000547632085
Position 4757: 0.062386303787819675
Position 5294: 0.054595828238371016
Position 6755: 0.04589506932918525
Position 13420: 0.04209731334437349
Position 1721: 0.04196259333928778
Position 5988: 0.04175519190409794
Position 5448: 0.030504020256634207
Position 9037: 0.02953567235400239
Position 12048: 0.02813241881405639
Position 12422: 0.02601896941211006
Position 6277: 0.022013425013219817
Position 4780: 0.018394789432993858
Position 1646: 0.016360177671527434
Position 12079: 0.012956340427212354
Position 7980: 0.012623232704689123
Position 6212: 0.012431485816224705
Position 12202: 0.011448850909104602
Position 13075: 0.011338233370275983
Position 13898: 0.01121364021615158
Position 1207: 0.009570858443510844
Position 4574: 0.008205055198995354
Position 13127: 0.007982581861131086
Position 693: 0.00789369624180954
Position 1542: 0.007827909491745794
Position 15088: 0.007530092330132097
Position 626: 0.0073609388043613
Position 590: 0.006340383904435815
Position 6720: 0.00548503738785884
Position 98: 0.005074956377373295
Position 659: 0.0046755333680258354
Position 121: 0.0040603227181497566
Position 3979: 0.003933590611837653
Position 6167: 0.0029843266458244
Position 13447: 0.0018723346651898063
Position 348: 0.0011963758657935375
Position 749: 0.0008158073970064962
Position 151: 0.0006786801315055377
Position 12860: 0.0005362583239410624
Position 366: 0.0005294919690334421
Position 1252: 0.00045780143400186356
Position 818: 0.0002974129804167901
Position 317: 0.00021114300765908756
Position 12714: 2.8150406785881096e-05
Position 13180: 2.435964963559283e-05
Position 11984: 1.8443671723607926e-05
Position 1142: 1.7285569096080748e-05
Position 13166: 1.43467626333278e-05
Position 13115: 1.0001454556318565e-05
Position 13656: 7.926258587411254e-06
Position 13622: 7.4275840868474225e-06
