Gene = Palb2
index = 791
Annotated 5SS: [  227  3273  4024  5898  8690  9310 11893 15677 18638 19697 21002 22265]
Annotated 3SS: [ 3212  3929  4502  8018  9237 11730 15590 18475 19579 20913 22115 25217]
SMsplice 5SS: [  227  3273  7648  7868  8553  9310 11893 19697 21002 22265]
SMsplice 3SS: [ 3212  7584  7738  8372  9237 11730 19579 20913 22115 25217]
top_k =  100
Partition function (log Z): -11.749066893071697

Sorted 5' Splice Sites (High to Low Probability):
Position 227: 0.9994783240175235
Position 3273: 0.9928465342244175
Position 8553: 0.8926360651294283
Position 9310: 0.7841871353353489
Position 7868: 0.4138550662579021
Position 8118: 0.32754557523458916
Position 3442: 0.2102291281541004
Position 4809: 0.1469507339384422
Position 11893: 0.14615751408995958
Position 7987: 0.1254755143156296
Position 437: 0.06736609821294115
Position 10627: 0.06201786746916561
Position 4024: 0.03015390952283332
Position 4240: 0.025078951794947492
Position 8406: 0.016482215584223685
Position 8690: 0.009266629755428973
Position 9889: 0.00836282512841043
Position 945: 0.0031992984868725303
Position 3063: 0.0023862285686759212
Position 3425: 0.0022245736019507805
Position 2599: 0.0022195026052653976
Position 2798: 0.001877617498103303
Position 4416: 0.0017170130809431787
Position 247: 0.00030940280119351834
Position 3542: 0.0002531521781630223
Position 235: 0.00016398641820775396
Position 58: 2.1276362280717426e-05
Position 67: 2.333971395556041e-06
Position 162: 1.6975372311796062e-06
Position 86: 7.510973613599216e-07
Position 52: 7.469034684756489e-07
Position 31: 2.6305104570272743e-07
Position 123: 1.9784249544242823e-07
Position 33: 1.830112413197994e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 8372: 0.9231453954744706
Position 9237: 0.8897943732106036
Position 3212: 0.8069860960685268
Position 8018: 0.33067424330522827
Position 7738: 0.3219734351700962
Position 10009: 0.29497714108606726
Position 9985: 0.23419501960836853
Position 11730: 0.21817687962755752
Position 7757: 0.2173571454034354
Position 3355: 0.21062094712860197
Position 3189: 0.18755569267412242
Position 4502: 0.09400344072193646
Position 10521: 0.08110917578074862
Position 14470: 0.08095720612012819
Position 12097: 0.07533905623823572
Position 317: 0.06634154043141545
Position 4680: 0.05341317027733218
Position 3929: 0.048325546068272426
Position 10940: 0.0423185161591671
Position 9967: 0.02641623671925818
Position 9807: 0.02129529670828588
Position 11859: 0.013858912703984191
Position 9461: 0.00911340143343338
Position 4067: 0.004016767766271651
Position 4203: 0.0036826649250731795
Position 8963: 0.002814296737092348
Position 2825: 0.002556768575338452
Position 2415: 0.0022195026052653976
Position 2691: 0.0018776174981033095
Position 759: 0.0017724356659941465
Position 4331: 0.0017170130809431822
Position 873: 0.0014268628208783851
Position 300: 0.0012949380256876062
Position 3819: 0.0005288474808191433
Position 3370: 0.0005232994353010245
Position 3468: 8.943044514457757e-05
