Gene = Uvssa
index = 1176
Annotated 5SS: [  307   630  9291 10141 11342 13161 13489 23904 30285 30854 32347 32977
 35378]
Annotated 3SS: [  529  8959 10019 10945 13047 13359 23797 30112 30730 32162 32864 35202
 36101]
SMsplice 5SS: [  270   630 10141 11342 13161 13489 22234 23904 28531 29507 30285 30854
 32347 32977 35378]
SMsplice 3SS: [  529 10019 11194 13047 13359 22126 23797 28426 29320 30112 30730 32162
 32864 35269 36101]
top_k =  100
Partition function (log Z): -6.6815975262810845

Sorted 5' Splice Sites (High to Low Probability):
Position 630: 0.9999999999999978
Position 10141: 0.9999999999999976
Position 13489: 0.9952173842198346
Position 13161: 0.984024169155844
Position 11342: 0.9231829358158222
Position 270: 0.5250434508798075
Position 11114: 0.37151123521208795
Position 9291: 0.3306883705953604
Position 5394: 0.24471414458782975
Position 6714: 0.18859093098390725
Position 15415: 0.18018322340363016
Position 6446: 0.1442447491457191
Position 91: 0.13648105045737852
Position 6808: 0.11819328436930789
Position 141: 0.10100580278227404
Position 12259: 0.07604714988693648
Position 15983: 0.06184278431166798
Position 162: 0.058335544330720204
Position 14040: 0.057646474526472515
Position 432: 0.05695859482718413
Position 115: 0.054781287153477014
Position 12493: 0.04999291527288641
Position 13832: 0.03183715764184611
Position 14759: 0.019766135630546106
Position 307: 0.017177467399357646
Position 13766: 0.016519273518286335
Position 13337: 0.0147496495139982
Position 222: 0.014679307473205252
Position 5899: 0.009665715422472469
Position 11382: 0.008560524181841028
Position 442: 0.00781962376093618
Position 33: 0.005227608260869646
Position 197: 0.00497348117744111
Position 12271: 0.004566185252134288
Position 215: 0.003990631032769982
Position 98: 0.0038390990327904564
Position 451: 0.0028185117901488753
Position 6105: 0.0022026477767228096
Position 171: 0.0019931500586455467
Position 131: 0.0018530444884457392
Position 3743: 0.0010479886209883258
Position 13249: 0.001031819619342986
Position 372: 0.0007726993019960836
Position 231: 0.0007480435456547982
Position 1566: 0.0005889560786056651
Position 186: 0.0005879114178841397
Position 183: 0.0005515161041174225
Position 311: 0.0005393395909106779
Position 247: 0.0003783324793945737
Position 13989: 0.00035217994280811857
Position 134: 0.0003033261443853006
Position 13443: 0.00030038879169084706
Position 364: 0.00023314893054157706
Position 13521: 0.00018072711464014066
Position 17: 3.9608557101609185e-07
Position 68: 3.85408444501261e-07
Position 66: 3.6172781671857793e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 10019: 0.9999999999999972
Position 529: 0.9930654777365165
Position 13047: 0.9852948812468004
Position 13359: 0.7321564883021273
Position 11194: 0.4170280990744269
Position 18935: 0.4032669883630099
Position 11214: 0.3890880825731922
Position 15969: 0.27553390590503435
Position 5296: 0.24471414458782975
Position 10945: 0.24237487299576824
Position 13684: 0.2417526774245816
Position 6652: 0.20636073140496564
Position 9050: 0.17598595505899106
Position 6306: 0.16259449502826262
Position 13297: 0.157136950939637
Position 8959: 0.15470241553636938
Position 15341: 0.13471633942174255
Position 6713: 0.08207373806570596
Position 13883: 0.0797972223945722
Position 14607: 0.07719895617470113
Position 13375: 0.07333709319119422
Position 10911: 0.07208517461257676
Position 11139: 0.06487205490918589
Position 15266: 0.05592093674397006
Position 10978: 0.05561904551764539
Position 11249: 0.05490883289976143
Position 13401: 0.05019935251525865
Position 12085: 0.04467117822807963
Position 12381: 0.044254449252557455
Position 17867: 0.031424867920333166
Position 16100: 0.03008444372772342
Position 12081: 0.022368516119869487
Position 16877: 0.022323059493535823
Position 12177: 0.013573640791121605
Position 14677: 0.011623785550290193
Position 5804: 0.007035223971224502
Position 505: 0.006583122504903125
Position 12258: 0.005738466020328955
Position 11032: 0.004460316199254879
Position 10881: 0.0028182164279397333
Position 5761: 0.002630491451247967
Position 5995: 0.0022026477767228096
Position 13385: 0.0013437405287995315
Position 3598: 0.0010479886209883275
Position 160: 0.0006590380400605467
Position 13906: 0.0005396775472966667
Position 1433: 0.0004037521014675495
Position 331: 0.0003662883624324442
Position 552: 0.0003472503523003588
Position 1295: 0.00018520397713811561
Position 347: 2.896146696941233e-05
Position 263: 2.170830023776069e-05
Position 231: 7.889287019453169e-06
Position 111: 6.086337755301005e-06
Position 207: 5.0971822966492645e-06
Position 540: 1.6804935051550018e-06
Position 442: 5.155781715995157e-07
