Gene = Crym
index = 296
Annotated 5SS: [  357  1035  2864  4462  6787 11660 12386]
Annotated 3SS: [  883  2800  4359  6602 11537 12300 15412]
SMsplice 5SS: [  357  1035  2864  4462  6787 11660 12386]
SMsplice 3SS: [  883  2800  4359  6602 11537 12300 15412]
top_k =  100
Partition function (log Z): 0.2745003589784707

Sorted 5' Splice Sites (High to Low Probability):
Position 2864: 0.9984125266982081
Position 1035: 0.9732474954671242
Position 4462: 0.9663753381823653
Position 12386: 0.928076934650509
Position 11660: 0.8813251988076932
Position 6787: 0.8584885354625452
Position 357: 0.755024186479129
Position 4760: 0.4133614684642293
Position 686: 0.401308951785416
Position 5210: 0.22866091202641242
Position 4749: 0.1678614033502088
Position 6431: 0.16447142777989593
Position 9851: 0.10028163914226321
Position 6703: 0.05675987899115764
Position 9826: 0.04698893745645761
Position 571: 0.04319352546026342
Position 2678: 0.03941545060780809
Position 296: 0.03387101240099389
Position 223: 0.03095922838125085
Position 363: 0.03028437648379037
Position 1426: 0.022393553569328126
Position 11602: 0.021629344162678362
Position 13070: 0.015190907636338517
Position 1764: 0.01380894088081236
Position 3611: 0.01262325107778996
Position 528: 0.00904243358202929
Position 2671: 0.006623250184825573
Position 2069: 0.006594809436616997
Position 4505: 0.006269695232619686
Position 2118: 0.005830081566701677
Position 1068: 0.004759620825992097
Position 609: 0.004631457256399732
Position 4739: 0.004502373401605402
Position 322: 0.0039165500001567665
Position 938: 0.0033873610171941144
Position 4642: 0.0020791570121850185
Position 996: 0.0018088748351610484
Position 1231: 0.0017288083664194502
Position 1301: 0.0012398939158177026
Position 30: 0.0006772475252173672
Position 340: 0.0005794171264058753
Position 167: 0.00039523012202700834
Position 310: 0.0003329890286463813
Position 331: 0.000261533775117869
Position 540: 0.0002565252925130119
Position 151: 2.0786161710418585e-05
Position 146: 1.1033146755344021e-05
Position 115: 2.9126918295944524e-06
Position 334: 1.7418187662771065e-06
Position 204: 9.727380411379517e-07
Position 155: 8.640506808566903e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2800: 0.9884010924043812
Position 883: 0.9740179623697195
Position 11537: 0.9242122655508779
Position 6602: 0.9152484144537022
Position 12300: 0.8064296429627189
Position 4359: 0.7446778249998502
Position 4566: 0.43056984127174497
Position 15412: 0.23608867671379202
Position 4249: 0.22737769652853929
Position 12219: 0.16550119989426373
Position 6268: 0.1644714277798959
Position 12921: 0.161737548605954
Position 9744: 0.15097374884455897
Position 4595: 0.1385486355124385
Position 5131: 0.12564350901412183
Position 14452: 0.1127939563745008
Position 594: 0.11219299100690575
Position 14757: 0.0978881416915604
Position 472: 0.08009618798342504
Position 14193: 0.07983676912772446
Position 13187: 0.07055200385376964
Position 5111: 0.0635379524705733
Position 527: 0.05351003823646462
Position 2629: 0.04163963754730996
Position 13689: 0.03778869357907037
Position 14261: 0.035257671769403844
Position 566: 0.03079394018166077
Position 14160: 0.025533938410220974
Position 14372: 0.025413702427393735
Position 14323: 0.024465484062800427
Position 5056: 0.021127656070612125
Position 15093: 0.018487489045351992
Position 5084: 0.018351794471105097
Position 12613: 0.017911475375102414
Position 4688: 0.017832644422194777
Position 2000: 0.012424891003318679
Position 1291: 0.012341943489401708
Position 634: 0.011910805431863307
Position 2572: 0.009186368285990355
Position 1642: 0.009180779849554862
Position 910: 0.008762673603908342
Position 1221: 0.008403869784320285
Position 676: 0.00647570840024295
Position 2591: 0.005224129253160464
Position 484: 0.005214211141479955
Position 1544: 0.004628161031257498
Position 295: 0.004461012212540748
Position 3466: 0.003907120167236254
Position 3530: 0.0035720883373374897
Position 570: 0.003426748508809941
Position 513: 0.0032558627014694537
Position 1112: 0.003168018788624422
Position 9334: 0.0021164648519238108
Position 3516: 0.002101192207252841
Position 3478: 0.0016104477551324603
Position 1421: 0.0014422515737566243
Position 3539: 0.0014324026108309157
Position 4670: 0.0011907937058649072
Position 517: 0.001113608693866939
Position 577: 0.0010227173458701097
Position 4046: 0.0005895118865951779
Position 612: 0.0005462833416324895
Position 614: 0.00036836761208887
Position 4610: 0.00016657603093703284
Position 964: 0.00016300353246250936
Position 161: 0.00014702376693588118
Position 682: 0.000126286407559747
Position 678: 0.00010711948718322806
Position 270: 6.829027459025521e-05
Position 128: 5.96103786948499e-05
Position 343: 5.6055983586723934e-05
Position 989: 4.8505477494159464e-05
Position 1015: 2.8290817762778204e-05
Position 1351: 4.082565912285909e-06
Position 1203: 2.089649549952861e-06
Position 242: 8.003731644813098e-07
Position 248: 4.32570042017574e-07
Position 219: 4.2349874746079917e-07
Position 217: 2.3489196619221623e-07
Position 111: 2.3049645668647723e-07
Position 431: 1.869443828224659e-07
Position 318: 1.4150118585914539e-07
Position 228: 1.35583025619396e-07
Position 178: 1.214704354484498e-07
Position 222: 1.203933239757767e-07
Position 135: 1.1027837244420212e-07
Position 307: 4.0278188103767093e-08
Position 174: 2.899785452146542e-08
Position 348: 5.393823507772476e-09
Position 115: 3.6425000925467038e-09
Position 151: 3.3538326030567084e-09
Position 322: 2.887090756663429e-09
