Gene = Rpap2
index = 914
Annotated 5SS: [  126   833  4111  5890  6152  9259 20442 23021 26062 28234 35397 57576]
Annotated 3SS: [  786  3995  5790  6085  9169 20405 22086 25966 28152 35327 57421 63745]
SMsplice 5SS: [  126   833  4111  4247  5890  6152 20442 26062 28234 35397 44196 57576]
SMsplice 3SS: [  786  3995  4220  5790  6085 20405 25966 28152 35327 44047 57421 63745]
top_k =  100
Partition function (log Z): -21.478303907807053

Sorted 5' Splice Sites (High to Low Probability):
Position 6152: 0.9950505941431975
Position 5890: 0.9458549839801919
Position 126: 0.8814779355673324
Position 4111: 0.7881199128392855
Position 833: 0.6966014520919087
Position 4247: 0.45042913844999366
Position 9259: 0.40691827391077146
Position 10792: 0.20112394017451912
Position 4125: 0.16741784535336576
Position 4316: 0.16539708582416288
Position 5167: 0.13939552440510128
Position 4408: 0.09059097948742759
Position 3814: 0.06309641774990364
Position 328: 0.06308822373171546
Position 9291: 0.06302821293303448
Position 1945: 0.046580310025718934
Position 5945: 0.04350089153289836
Position 10: 0.04292246423993436
Position 1289: 0.03454675185385606
Position 2518: 0.03137791420483201
Position 5161: 0.023398593759548038
Position 1157: 0.022571028606461038
Position 5412: 0.022426716827178426
Position 843: 0.020032454615216088
Position 569: 0.01379576661832335
Position 361: 0.01369534412304389
Position 4107: 0.01130692088667575
Position 355: 0.0075433363553324305
Position 4768: 0.006736714576114731
Position 5894: 0.004602020810138829
Position 1330: 0.0031815085892386657
Position 4493: 0.0030503278461446455
Position 171: 0.0027992362759387953
Position 4117: 0.0025303921632305044
Position 5887: 0.0022793876137275015
Position 562: 0.0018142860795380723
Position 407: 0.0016221852814135213
Position 177: 0.0012196769811902682
Position 5909: 0.0009064263129231207
Position 90: 0.0007651615265042941
Position 235: 0.0007167958877010025
Position 6004: 0.0006992178893016179
Position 4109: 0.00046322409128954074
Position 5995: 0.00036914422194098297
Position 144: 0.0003417424756854348
Position 398: 0.00019938926886166233
Position 342: 0.0001725204597759137
Position 16: 9.931032692386008e-05
Position 268: 7.435761565296717e-05
Position 68: 7.141544342652698e-05
Position 21: 1.2187291128584434e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 6085: 0.9973255280936175
Position 3995: 0.9905113380694555
Position 5790: 0.9841553373049969
Position 786: 0.7334696143894017
Position 4220: 0.6887944888721179
Position 11835: 0.5865023824824471
Position 10693: 0.2598073167132915
Position 9169: 0.21926892191049666
Position 5065: 0.17383971638155649
Position 9195: 0.1524133472569723
Position 11449: 0.11378353734822509
Position 9180: 0.09808518799611182
Position 11832: 0.07122717672778575
Position 3726: 0.06309641774990354
Position 13630: 0.058588252622388676
Position 2429: 0.0313779142048319
Position 1738: 0.03025824924313692
Position 83: 0.02814940174615817
Position 1178: 0.024949532439419754
Position 7407: 0.02401265110754695
Position 8684: 0.021496112146037003
Position 9555: 0.01590967954398574
Position 5746: 0.014083065553690126
Position 6379: 0.011737264304653779
Position 5036: 0.011338381920380294
Position 8170: 0.010720812329882444
Position 9220: 0.008921934325940248
Position 8625: 0.008747014197321577
Position 1814: 0.006861567188935834
Position 4640: 0.006736714576114737
Position 1161: 0.005691125280988782
Position 1852: 0.004240175566846783
Position 473: 0.00377135914864493
Position 1288: 0.0031815085892386652
Position 674: 0.0027451232092590614
Position 1791: 0.002726461935799627
Position 6097: 0.0026481414088193826
Position 6276: 0.002560794577326058
Position 1661: 0.0024938560909998062
Position 1184: 0.0020172493821764173
Position 427: 0.0018650503352311489
Position 309: 0.0013674053954751408
Position 6259: 0.00129268389057238
Position 6240: 0.0010459516805331626
Position 264: 0.0010123890401837429
Position 318: 0.0005933919620233764
Position 206: 0.0001830625497227311
Position 481: 0.00016148634113634464
Position 105: 0.00011766457469932067
Position 514: 5.218218144239975e-05
Position 5097: 4.2736689891073026e-05
Position 610: 1.9406711864964003e-05
Position 717: 1.7578029036207995e-05
