Gene = Mypop
index = 729
Annotated 5SS: [ 110 1376]
Annotated 3SS: [ 586 9245]
SMsplice 5SS: [ 110  970 1376]
SMsplice 3SS: [ 812 1305 8287]
top_k =  100
Partition function (log Z): -7.265520638218243

Sorted 5' Splice Sites (High to Low Probability):
Position 110: 0.9974480970961834
Position 1376: 0.7796054883640616
Position 970: 0.7400395996178785
Position 3000: 0.3456456667254004
Position 1978: 0.2898341653673805
Position 1015: 0.24645826150124453
Position 8424: 0.20348969930075816
Position 4144: 0.11593938996345385
Position 1974: 0.088633659246925
Position 8460: 0.06692622163660973
Position 6580: 0.06527863620268168
Position 9330: 0.036792304082946106
Position 1335: 0.01785206280396617
Position 2023: 0.01647868477764142
Position 1491: 0.009500563953844821
Position 1429: 0.0035486462111575844
Position 312: 0.0009264614151157283
Position 460: 0.0008395386157499672
Position 135: 0.0004810044891123711
Position 114: 0.00018118714925142274
Position 38: 0.00012371123458901153

Sorted 3' Splice Sites (High to Low Probability):
Position 812: 0.8647723193555408
Position 8287: 0.8043160965503857
Position 1305: 0.42683260320196137
Position 2782: 0.3590566360864999
Position 1897: 0.2993048050515624
Position 10481: 0.2605818042212132
Position 1311: 0.14329314655165498
Position 3894: 0.11854612269109951
Position 4397: 0.11629784530601571
Position 1173: 0.10817720255195487
Position 736: 0.08698930320887556
Position 6455: 0.08539843077999268
Position 9245: 0.07399838762896374
Position 1215: 0.06922161612274545
Position 1790: 0.054318855789537955
Position 1856: 0.049439222941355686
Position 1218: 0.03269772016050529
Position 1079: 0.01612420643455523
Position 835: 0.01360969914385021
Position 586: 0.011560427331676278
Position 1348: 0.00615621025107302
Position 814: 0.005332771597663726
Position 1325: 0.0035178620477116884
Position 603: 0.00320396670524334
Position 1140: 0.0030217796398476658
Position 2558: 0.001933515823618774
Position 1098: 0.0014715399087016096
Position 839: 0.001040771705168946
Position 744: 0.0008278781563325083
Position 990: 0.0007655801704451349
Position 2649: 0.0007486677748223397
Position 927: 0.0007297848272632789
Position 703: 0.0007272402111269187
Position 349: 0.0004955721153350904
Position 1128: 0.0004738329400415819
Position 945: 0.00041670321881278233
Position 789: 0.00022868608828004842
Position 625: 0.0001226619466623557
Position 1005: 0.0001146356998306601
Position 948: 0.00010596818952614712
Position 1358: 2.7318270273694086e-05
Position 901: 2.2015777903047918e-05
Position 632: 1.1839878856156193e-06
Position 1007: 4.5159243340737925e-07
