Gene = Fis1
index = 410
Annotated 5SS: [ 152 1055 3093 3594]
Annotated 3SS: [ 921 3015 3487 3839]
SMsplice 5SS: [ 152 1055 3093 3594]
SMsplice 3SS: [ 921 3015 3487 3839]
top_k =  100
Partition function (log Z): 3.2923683407534656

Sorted 5' Splice Sites (High to Low Probability):
Position 152: 0.9800283683847816
Position 3093: 0.9616758412011996
Position 1055: 0.9493135043157509
Position 3594: 0.9194307530428756
Position 2010: 0.12312382122352178
Position 2897: 0.11438492623245852
Position 793: 0.08096255641443187
Position 627: 0.07984065858219752
Position 1386: 0.0736495572417266
Position 2319: 0.03505999360705658
Position 2884: 0.033050110599276226
Position 2748: 0.024494284225833364
Position 157: 0.017497216830923423
Position 692: 0.017274665345613862
Position 3141: 0.014903574183276215
Position 601: 0.011794346991533578
Position 653: 0.011555110096295418
Position 3227: 0.011194809354231545
Position 3758: 0.008378372871863615
Position 608: 0.00826223439182024
Position 535: 0.007411962011736314
Position 708: 0.0064878184971670465
Position 3508: 0.0061376615525131645
Position 860: 0.005701817643594335
Position 1781: 0.004329077991061066
Position 3419: 0.00354429233189026
Position 83: 0.0021677579761897408
Position 410: 0.0018202157108673925
Position 338: 0.0016955033071692366
Position 1735: 0.001663827705190636
Position 3752: 0.0014063339982627
Position 3465: 0.0008569207378653829
Position 3189: 0.0003271774951882149
Position 3848: 0.00011045071694800391
Position 12: 3.7853564803813905e-05
Position 565: 3.597740458511771e-05
Position 314: 2.7227891781131666e-05
Position 69: 9.694532364650778e-06
Position 236: 6.3969775009444e-06
Position 299: 1.1421215797388112e-06
Position 350: 1.1195803785276257e-06
Position 131: 2.1020864236656285e-07
Position 316: 1.5810253444932835e-07
Position 133: 2.7488701673499057e-08
Position 61: 2.2464862541245893e-08
Position 137: 2.201179680514899e-08
Position 116: 1.7603834048316824e-08
Position 81: 6.347331669025755e-09
Position 25: 4.896873971257947e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3487: 0.9671238837310385
Position 3839: 0.9548734879447051
Position 3015: 0.9309066060070568
Position 921: 0.8537405135414547
Position 2833: 0.20462983305857357
Position 527: 0.15453209687651825
Position 1874: 0.128110163969194
Position 717: 0.08519110213740574
Position 1231: 0.043955432207330856
Position 972: 0.03973216584432032
Position 942: 0.027114127497632555
Position 2118: 0.025027813833058386
Position 2650: 0.024494284225833364
Position 1159: 0.010313126378475231
Position 504: 0.009974739840624714
Position 1175: 0.006233381596377397
Position 3326: 0.0058869191014356255
Position 1311: 0.005217086702910004
Position 3529: 0.004597421692634992
Position 2131: 0.004557376487978158
Position 255: 0.004506156330166928
Position 1339: 0.0038902865534727747
Position 1613: 0.0034089594152077927
Position 4048: 0.0025094522592620273
Position 932: 0.002495296919032019
Position 1143: 0.002491187175779072
Position 643: 0.002249409272069642
Position 1663: 0.0018591733977397324
Position 3974: 0.001200311011253479
Position 4077: 0.00113462154847886
Position 3890: 0.0010843165694283104
Position 1595: 0.0007247728833041758
Position 1126: 0.0006844578622562685
Position 462: 0.0006679249282516461
Position 1266: 0.0006190070599328346
Position 323: 0.0005605426700103043
Position 3757: 0.0005551938654472176
Position 691: 0.0005391515838338205
Position 2105: 0.0004884605403478606
Position 3744: 0.0004675211446194489
Position 974: 0.0003502184928371851
Position 3383: 0.0002666082569566026
Position 3713: 0.00015279615057436796
Position 1282: 0.00014016834568878413
Position 743: 0.00013983632637151118
Position 1242: 0.00010542335950336882
Position 1010: 7.164742705551006e-05
Position 1034: 1.951657267679966e-05
Position 276: 1.7534180580318485e-05
Position 356: 1.568865370473621e-05
Position 423: 1.4171554410965049e-05
Position 3308: 1.2251976384294001e-05
Position 748: 1.777048686392979e-06
