Gene = Dmac2
index = 338
Annotated 5SS: [  47 1679 3011 4525 4776]
Annotated 3SS: [1481 2929 4384 4612 5300]
SMsplice 5SS: [  47 1679 3028 4525 4776]
SMsplice 3SS: [1481 2929 4384 4647 5300]
top_k =  100
Partition function (log Z): -2.857265766862598

Sorted 5' Splice Sites (High to Low Probability):
Position 4525: 0.8810084635163744
Position 3028: 0.6660711374081192
Position 1679: 0.6271191265375927
Position 4776: 0.6186728219831448
Position 47: 0.4610414594256435
Position 1404: 0.31805953730043013
Position 1540: 0.22956473989746204
Position 1051: 0.18991701975584044
Position 2634: 0.1782548340886242
Position 3033: 0.15230947908530257
Position 317: 0.14775327428400079
Position 3011: 0.10481948241536984
Position 1095: 0.08099450709050399
Position 2099: 0.06505727587558556
Position 867: 0.053669378933888144
Position 751: 0.04788627366262524
Position 4543: 0.03799858547096459
Position 2974: 0.037511094095303704
Position 4873: 0.03266936048410478
Position 3150: 0.03171339069671057
Position 930: 0.03127071468891931
Position 2610: 0.029153796056015348
Position 1205: 0.017915966309186498
Position 686: 0.01636189152607884
Position 5390: 0.0129407811594852
Position 51: 0.01277601624753473
Position 2963: 0.012671382788252646
Position 4516: 0.012276132213161109
Position 423: 0.010659698708597367
Position 2202: 0.009232954924721128
Position 218: 0.008812090648772006
Position 5395: 0.004713580455575661
Position 1250: 0.00448347408690942
Position 936: 0.004291510798254651
Position 1634: 0.004252998841245595
Position 211: 0.0031796266218073513
Position 309: 0.003121102807584199
Position 1548: 0.002890901213913362
Position 270: 0.0024350206858592773
Position 1291: 0.0022615125447808535
Position 1416: 0.0014899294825072283
Position 565: 0.0012838211811061573
Position 395: 0.0012097951797296084
Position 692: 0.0010326023015056372
Position 91: 0.0008540304033717801
Position 465: 0.0007077247939465098
Position 249: 0.000703621910531814
Position 99: 0.0006066103261588843
Position 479: 0.00019215838833667827
Position 1116: 0.00016670322085344963
Position 68: 8.81554053672729e-07
Position 62: 7.588829610990332e-07
Position 82: 7.051250920403822e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2929: 0.9938047130881783
Position 4384: 0.938363809933571
Position 1481: 0.8632644475277752
Position 4647: 0.559108745327976
Position 5300: 0.4691908700866803
Position 1249: 0.3026024848712641
Position 4612: 0.25382700363518024
Position 5868: 0.18181649480088977
Position 5350: 0.1778170417239059
Position 2558: 0.17107509517803043
Position 2009: 0.06505727587558557
Position 671: 0.038731386305197034
Position 2380: 0.03633353496660903
Position 1084: 0.032029379305608216
Position 929: 0.022717649082369295
Position 963: 0.019947775057886936
Position 2098: 0.009232954924721126
Position 5557: 0.008173303224531648
Position 5478: 0.007533519540559301
Position 3091: 0.007167903882191246
Position 856: 0.006358186909385154
Position 5017: 0.00413998120355193
Position 3109: 0.0041233495186889174
Position 504: 0.0011923736336175203
Position 149: 0.0007945842709748261
Position 740: 0.000640632310015197
Position 1613: 0.0005001370370756366
Position 4227: 0.0003089558059644886
Position 685: 9.686523958911947e-05
Position 691: 8.461832454612813e-05
Position 787: 6.665492281596171e-06
