Gene = D3Ertd751e
index = 315
Annotated 5SS: [   72  2195  4111  6116 11023 11306]
Annotated 3SS: [ 2077  3929  6054 10970 11105 13430]
SMsplice 5SS: [ 408 4111 6116]
SMsplice 3SS: [ 3929  5908 13430]
top_k =  100
Partition function (log Z): -11.356624695499296

Sorted 5' Splice Sites (High to Low Probability):
Position 4111: 0.9586828120874296
Position 6116: 0.872803768587501
Position 408: 0.6743391417470288
Position 72: 0.4673138732149332
Position 4314: 0.3035133986331072
Position 2220: 0.21645445875238906
Position 2195: 0.14663223789350976
Position 4677: 0.10202575299856725
Position 879: 0.09614601862705006
Position 246: 0.016844891351180225
Position 228: 0.014543531604712416
Position 962: 0.008614515254038623
Position 4587: 0.0072727489096950804
Position 149: 0.004905243494082339
Position 224: 0.0019137767988874838
Position 23: 0.0006673788053643591
Position 114: 0.0006356229339870193
Position 61: 0.0003333845658908224
Position 256: 0.0001319746875409985
Position 77: 0.00011182720172159086
Position 59: 6.729312575396721e-05
Position 65: 4.170996840002855e-05
Position 125: 2.0377807279908488e-05
Position 27: 2.022583057748821e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 3929: 0.9586828120874298
Position 5908: 0.729240663549788
Position 13430: 0.3666912177410126
Position 2077: 0.3349867460975224
Position 4195: 0.30207374836117734
Position 6773: 0.20450451680662507
Position 190: 0.16812400521914336
Position 5878: 0.13571085719076312
Position 9093: 0.13209875100300655
Position 4528: 0.11248229930562005
Position 6054: 0.07786026063225387
Position 277: 0.06849608344750832
Position 9973: 0.04627221849880138
Position 9690: 0.04250392537218199
Position 8924: 0.03958350516102835
Position 2099: 0.025492714727658124
Position 7381: 0.021303653311848043
Position 7493: 0.020880796099868947
Position 322: 0.01864980721629703
Position 6516: 0.013998777502751816
Position 4226: 0.013927161170875633
Position 6787: 0.011920605826439955
Position 297: 0.01179915010380176
Position 8717: 0.009614669035932352
Position 176: 0.00423203891960549
Position 772: 0.003269828447633717
Position 282: 0.003000057886975839
Position 4414: 0.002793938629967145
Position 2062: 0.0026072358207184614
Position 685: 0.002479555971970285
Position 843: 0.0021275492496600347
Position 731: 0.002015360327455804
Position 2341: 0.0012329171994482498
Position 846: 0.0011251523084710264
Position 666: 0.0009048190116658589
Position 794: 0.0007442314504455979
Position 4586: 0.0004012488026003561
Position 791: 0.00020308538467446682
