Gene = Fdps
index = 407
Annotated 5SS: [  98 1291 2660 6361 6606 6946 7100 7508 7729]
Annotated 3SS: [1127 2518 6279 6482 6856 7026 7429 7593 8115]
SMsplice 5SS: [  98 1039 1291 2660 6361 6606 6946 7100 7508]
SMsplice 3SS: [ 822 1127 2518 6279 6482 6856 7026 7429 7593]
top_k =  100
Partition function (log Z): 12.04541347634073

Sorted 5' Splice Sites (High to Low Probability):
Position 2660: 0.9925250567757975
Position 7508: 0.9871816561167128
Position 1039: 0.985975629694849
Position 7100: 0.9684268909139421
Position 6361: 0.9146355056693423
Position 98: 0.9044828252924422
Position 6946: 0.844979186061669
Position 6606: 0.8358950747535858
Position 1291: 0.7846413678626531
Position 7729: 0.5734342289940949
Position 1228: 0.16111387078619055
Position 3168: 0.045978260464890126
Position 4400: 0.04454837450954949
Position 4404: 0.04396732063376732
Position 2358: 0.03313697713936774
Position 208: 0.02338047865811354
Position 204: 0.017775907122266992
Position 750: 0.017247940325084785
Position 150: 0.016640152262349914
Position 1324: 0.014576376074788263
Position 1796: 0.010520560517130382
Position 305: 0.008607206027252153
Position 2647: 0.007473548402779947
Position 225: 0.007348562528494166
Position 6729: 0.005296892463324366
Position 8010: 0.004786991056711619
Position 7639: 0.004666732974882442
Position 7516: 0.004536492092228154
Position 279: 0.0035403003506415476
Position 1318: 0.0033442226016737985
Position 2307: 0.0029142121875040277
Position 49: 0.002826400188781242
Position 7237: 0.0027031553850854835
Position 1800: 0.002574321780095725
Position 7502: 0.002326827517951745
Position 4622: 0.0016212014067212262
Position 7169: 0.001494708301406902
Position 1854: 0.0014873971129929792
Position 5006: 0.0014702853941199541
Position 5865: 0.0014186503665524358
Position 128: 0.0011091282879232744
Position 177: 0.0010878749774762917
Position 348: 0.0008557570501487268
Position 6927: 0.0008054412221389088
Position 934: 0.0007147143534335218
Position 691: 0.0006546719856890113
Position 704: 0.0006159243871581561
Position 7093: 0.0004299956176735021
Position 7027: 0.0003036412116316092
Position 7211: 0.00015224148202624963
Position 1019: 0.00014197233750748932
Position 1048: 9.580429233740189e-05
Position 1054: 7.969679301950117e-05
Position 189: 1.0787993635938208e-06
Position 138: 1.2896640588187496e-07
Position 183: 7.773101987846397e-08
Position 47: 2.9001214026494974e-08
Position 136: 2.0184668974549392e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 7429: 0.9882911211696674
Position 2518: 0.9722442645656703
Position 7026: 0.950301692430996
Position 1127: 0.930130080540596
Position 6279: 0.8493797358127714
Position 6482: 0.8145201470401106
Position 6856: 0.7973323082642969
Position 822: 0.7581818658533084
Position 7593: 0.6658863358419612
Position 8115: 0.37915798228338127
Position 7861: 0.22599531699275127
Position 7618: 0.11431909853672931
Position 858: 0.11065730453635733
Position 7818: 0.09197831806109652
Position 4278: 0.07337134685953166
Position 6304: 0.065255769856571
Position 779: 0.062290394024651134
Position 6683: 0.0415859057566121
Position 7625: 0.03917507392728695
Position 908: 0.032848686839721
Position 2155: 0.026786596398069424
Position 7638: 0.022608611972332656
Position 8026: 0.021848289256438308
Position 1148: 0.016632768688628022
Position 6528: 0.01649198521897543
Position 2998: 0.01583542485294204
Position 4060: 0.015144348283785185
Position 2540: 0.014783149549603036
Position 6775: 0.014602061580059063
Position 589: 0.013205219827037876
Position 2475: 0.010208047269352392
Position 2853: 0.009565363203938762
Position 6486: 0.007491780432522529
Position 6820: 0.007223576081114973
Position 3048: 0.007122751045169553
Position 3043: 0.006957577706663525
Position 6648: 0.006864008396237995
Position 7821: 0.005384733052424663
Position 1129: 0.005099503812643461
Position 7345: 0.005085405020504772
Position 2294: 0.005029542410711353
Position 1218: 0.004496376484077234
Position 1706: 0.004462809025971087
Position 1633: 0.004322388265867391
Position 746: 0.004026560773918206
Position 8187: 0.0036156500887060817
Position 8202: 0.003589056586662322
Position 7433: 0.003416570274923292
Position 2768: 0.003256606625597883
Position 3081: 0.0032405370305783657
Position 2274: 0.0030661764750129204
Position 1651: 0.003037246314169812
Position 933: 0.0029475080766641778
Position 882: 0.0028661057774047897
Position 2525: 0.0027431751406277968
Position 1613: 0.00217714119969174
Position 8118: 0.002126542272305263
Position 1186: 0.0021051027943704247
Position 6455: 0.0019704568188913204
Position 7381: 0.0018149594424409592
Position 1164: 0.0016473669708988621
Position 4864: 0.0014702853941199541
Position 1136: 0.0014517371970491756
Position 7656: 0.0014388433563169427
Position 5817: 0.0014186503665524358
Position 6452: 0.0013542145325494493
Position 543: 0.001262201547519726
Position 2159: 0.0011888426964013078
Position 999: 0.0011053507903850273
Position 980: 0.001012882113409116
Position 1206: 0.0009180679169443047
Position 7348: 0.0008864839887392398
Position 465: 0.0008640484540135424
Position 6551: 0.0007694722499870876
Position 643: 0.0007692138433721887
Position 1194: 0.000690235311506787
Position 4517: 0.0006362106030967242
Position 1629: 0.0005826946045190614
Position 1191: 0.0005008485938180098
Position 4403: 0.000496993598184177
Position 4513: 0.00048799720544032485
Position 272: 0.00036516010286382505
Position 482: 0.00028563391943987323
Position 720: 0.0001595473307434317
Position 216: 0.00014573877130142303
Position 7471: 0.00011832567870072006
Position 512: 0.00011458639214329161
Position 7324: 0.00011132058660796591
Position 287: 7.427262339109007e-05
Position 7670: 3.0750406615048634e-05
Position 7713: 2.9363559879837075e-05
Position 7185: 4.395006237937097e-06
Position 1227: 2.934773035308915e-06
Position 1287: 8.142417367117622e-07
