Gene = Ubfd1
index = 1159
Annotated 5SS: [ 310  819 1815 4593 4841 9016]
Annotated 3SS: [  488  1605  4526  4734  8932 11274]
SMsplice 5SS: [ 310 1815 4593 4841 9016]
SMsplice 3SS: [ 1605  4526  4734  8932 11274]
top_k =  100
Partition function (log Z): -3.3874681145617567

Sorted 5' Splice Sites (High to Low Probability):
Position 1815: 0.997079433478169
Position 9016: 0.9723683116818854
Position 310: 0.8900003231892638
Position 4841: 0.8761540362973053
Position 4593: 0.8099480022424207
Position 11445: 0.4900565596228999
Position 819: 0.38202795600859607
Position 13224: 0.23961283108378778
Position 8251: 0.16991450289801985
Position 674: 0.10959914256231376
Position 1982: 0.09205915842686548
Position 11970: 0.07989946525149202
Position 11016: 0.057696871925114274
Position 13961: 0.04543039521982392
Position 11517: 0.02867835519911174
Position 702: 0.02316003678203506
Position 3677: 0.01816721079651261
Position 1986: 0.01599292650325577
Position 3776: 0.012479014103966034
Position 208: 0.011558805058517257
Position 764: 0.011524212624088849
Position 263: 0.01088434544671963
Position 9877: 0.009459189683746181
Position 11541: 0.00936387173596243
Position 1314: 0.0040406863342262464
Position 331: 0.003545179414660405
Position 421: 0.003096373979298607
Position 6706: 0.001536295882695137
Position 1707: 0.0009665025829537041
Position 153: 0.00038253750810961836
Position 175: 0.0001823694018917565
Position 335: 0.00017457290961071006
Position 6312: 7.384518947616334e-05
Position 190: 1.1628805602924738e-05
Position 257: 1.0346896841617644e-05
Position 369: 9.79292962565106e-06
Position 192: 9.531942335427701e-06
Position 404: 8.227664575505302e-06
Position 269: 6.42851733976673e-06
Position 118: 5.3319923685819635e-06
Position 272: 4.491230864851962e-06
Position 314: 3.3736822316503845e-06
Position 267: 2.5031965413956775e-06
Position 316: 2.3792622125163538e-06
Position 581: 1.2927242232484538e-06
Position 260: 1.9086089302594798e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 11274: 0.9797573758618687
Position 8932: 0.9723683116818853
Position 4734: 0.8761540362973051
Position 4526: 0.8099480022424207
Position 1605: 0.46187416464652936
Position 488: 0.37839217976701006
Position 13140: 0.27648260311455963
Position 1625: 0.24117421989913124
Position 1734: 0.21360849771026105
Position 14682: 0.1983824611229003
Position 8167: 0.11650234223825834
Position 1898: 0.10523268043215663
Position 11840: 0.10447566181745252
Position 13854: 0.06742390589665594
Position 10937: 0.06529780936192556
Position 11601: 0.05589463152008734
Position 8046: 0.0534121606597615
Position 13882: 0.0527467410312495
Position 1553: 0.0434973336330158
Position 445: 0.0402054207632573
Position 12518: 0.03429681474087509
Position 13413: 0.031125364406673697
Position 12111: 0.026842636197198615
Position 12782: 0.026268288259423428
Position 3640: 0.02556206388878812
Position 1737: 0.025254253409758915
Position 12067: 0.024081844671066263
Position 667: 0.015427309391061359
Position 9789: 0.009459189683746176
Position 1766: 0.0072803655869521835
Position 628: 0.006546974249990856
Position 1628: 0.005207406547276764
Position 3491: 0.0050841610116905194
Position 10591: 0.004593438506198955
Position 1877: 0.002819404497964642
Position 9576: 0.0024494874102476702
Position 643: 0.0023732689056212277
Position 617: 0.001748274173116408
Position 6487: 0.001536295882695138
Position 1098: 0.0013197608051757133
Position 1170: 0.0011010842670119924
Position 568: 0.0009982162420067745
Position 1122: 0.0008462323523251755
Position 1167: 0.0007736089097133651
Position 11408: 0.0006192861198091005
Position 777: 0.0004862792646526338
Position 1501: 8.110980639019263e-05
Position 1449: 6.858482180670085e-05
Position 6240: 5.902773534399239e-05
Position 678: 3.323770236912299e-05
Position 6203: 1.4817454132170949e-05
Position 712: 2.3289870630888536e-08
