Gene = Ecsit
index = 357
Annotated 5SS: [   82  1416  7291  9211 10848 11756 12013 12457]
Annotated 3SS: [ 1229  7172  8792 10623 11697 11863 12350 12857]
SMsplice 5SS: [   82  9211 11756 12457]
SMsplice 3SS: [ 9110 11650 12350 12857]
top_k =  100
Partition function (log Z): -8.771455159345239

Sorted 5' Splice Sites (High to Low Probability):
Position 82: 0.9332602951053571
Position 11756: 0.7281726561094498
Position 1416: 0.5778674027054226
Position 12013: 0.26567704536786807
Position 90: 0.059237055900813615
Position 736: 0.02141648205105129
Position 86: 0.0040155026206207325
Position 270: 0.0008337093598696367
Position 1143: 0.00028438773397135146
Position 66: 1.0484548452980758e-05
Position 243: 4.407943155398738e-06
Position 153: 4.1351214979124737e-07
Position 108: 7.948994064895051e-08
Position 94: 3.7229023217217456e-08
Position 46: 2.8976326202884097e-08
Position 101: 1.55947757839132e-08
Position 202: 6.786747536731035e-09
Position 5: 5.984178751258946e-09
Position 191: 2.9232387234034657e-09
Position 136: 1.7219311121279486e-09
Position 38: 2.860009107465068e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 11697: 0.8765907423217316
Position 12857: 0.5512821430309287
Position 11863: 0.4425675584463886
Position 1229: 0.35214989744123365
Position 1319: 0.11277880991494094
Position 1281: 0.0728473923737219
Position 1354: 0.01643097385410108
Position 1530: 0.016239855190765165
Position 1173: 0.016123845265034888
Position 1233: 0.014643878335684873
Position 4106: 0.013888375665158211
Position 429: 0.013370900420405327
Position 8792: 0.01237617316947152
Position 266: 0.011349493731615656
Position 2535: 0.009824630056427492
Position 5948: 0.007889502864594448
Position 3412: 0.005296261253576867
Position 3505: 0.004641448680620623
Position 4606: 0.00427571778136154
Position 2066: 0.0036500869532766532
Position 220: 0.0033017585733587933
Position 660: 0.0032397523732034736
Position 641: 0.0031511223231032908
Position 1699: 0.0027119644175133194
Position 3591: 0.0026828063835746983
Position 604: 0.0025683099632447855
Position 2514: 0.0022914206180521934
Position 1558: 0.002193016038304684
Position 282: 0.0017401262016163925
Position 147: 0.0014447805482352598
Position 325: 0.0014222524426867184
Position 3127: 0.00086675272594718
Position 1034: 0.0008517302732863315
Position 189: 0.0007376085640145234
Position 1498: 0.0006024049433407384
Position 1778: 0.0005416792846481581
Position 1647: 0.0004845321557377879
Position 617: 0.00034107892262436404
Position 698: 0.00032665124574347837
Position 590: 0.00029830686050883495
Position 469: 0.00019576792042435022
Position 495: 0.00018916713216048423
Position 1129: 0.00017729704377652305
Position 1022: 6.792721841261775e-05
Position 525: 6.625959303072578e-05
Position 410: 4.9733268673436776e-05
Position 191: 1.3643747416257655e-05
Position 156: 3.5297358557005822e-06
Position 499: 4.728286663593732e-07
Position 158: 2.549523332892922e-07
Position 242: 1.9340361626288878e-07
Position 532: 3.3496201586265555e-08
