Gene = Taf1d
index = 1056
Annotated 5SS: [  36 1574 2668 3787 4162 5448 6589 8884 9193]
Annotated 3SS: [  624  2276  3610  4109  5278  6525  7741  9134 10640]
SMsplice 5SS: [  36  743 1574 3787 4162 5448]
SMsplice 3SS: [  624  1479  3610  4050  5278 10640]
top_k =  100
Partition function (log Z): -1.241588842271681

Sorted 5' Splice Sites (High to Low Probability):
Position 3787: 0.9623465415262923
Position 1574: 0.9560788395082873
Position 4162: 0.9210491142711862
Position 5448: 0.828977224035722
Position 36: 0.7993749776106639
Position 743: 0.6486676391327401
Position 390: 0.49782739956291644
Position 2668: 0.22742733810703325
Position 9089: 0.13823544081303163
Position 7910: 0.12091626661681157
Position 2992: 0.059791385953847115
Position 4770: 0.055356378364036216
Position 248: 0.045629519607971826
Position 1579: 0.028750022642672783
Position 65: 0.025679941858316208
Position 379: 0.017717677534904663
Position 214: 0.014092978422977187
Position 8017: 0.010888181155875044
Position 192: 0.010591387315254212
Position 4075: 0.007997085475748742
Position 475: 0.004816698623868652
Position 1139: 0.004310425262020365
Position 384: 0.004107669142567367
Position 4956: 0.003866520066840335
Position 374: 0.002573868636472755
Position 3818: 0.0018445788994242746
Position 112: 0.000534040876378408
Position 4155: 0.0005260279464913819
Position 344: 0.0005122325953158347
Position 396: 0.00046313079820924975
Position 135: 0.0002714167721798537
Position 4560: 0.0001792052701769399
Position 43: 0.0001555430973586858
Position 4411: 4.9073496044770664e-05
Position 198: 1.8582892003278632e-06
Position 97: 1.824917544363928e-06
Position 53: 1.0914816517651158e-06
Position 46: 2.133136899071185e-07
Position 216: 1.8910484249189533e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1479: 0.9411106359524176
Position 3610: 0.9194600930369405
Position 5278: 0.8455644187671016
Position 4050: 0.8322491525827986
Position 624: 0.6278460221862944
Position 10640: 0.5713887167840099
Position 283: 0.3048842237533366
Position 7741: 0.157649516354988
Position 8926: 0.12625827722589705
Position 138: 0.10917070243590378
Position 4109: 0.09961464559559077
Position 5698: 0.09842167595195103
Position 4696: 0.08502812891397514
Position 2436: 0.07460055407458122
Position 8853: 0.062445990715182545
Position 7027: 0.05435525126826281
Position 7326: 0.0514637519064164
Position 5569: 0.050966751762167146
Position 2918: 0.049841550665502395
Position 2276: 0.047616484027837275
Position 3587: 0.04473102738877622
Position 2450: 0.03309411480380371
Position 2413: 0.03082179171612503
Position 6027: 0.03065924747668243
Position 1398: 0.022159882885014193
Position 2463: 0.015084485912875369
Position 174: 0.012493399791338688
Position 1409: 0.011655929315405917
Position 2297: 0.011396414849563382
Position 2614: 0.011014848624251882
Position 1421: 0.009902413998122802
Position 7501: 0.008883468817567627
Position 2825: 0.007936274537270102
Position 308: 0.007558823969433652
Position 5660: 0.007084995666183631
Position 6525: 0.005778248956968721
Position 674: 0.0042686847294740905
Position 2389: 0.0037792837782550455
Position 298: 0.003369880893014041
Position 1016: 0.002768079645051026
Position 683: 0.0025639140913836533
Position 2779: 0.0020135607510746206
Position 1024: 0.0015423456169693403
Position 144: 0.0005052887920314774
Position 4394: 0.00017920527017693986
Position 430: 0.0001682398618858937
Position 213: 8.978867026824702e-05
Position 241: 8.419417928783775e-05
Position 4300: 4.907349604477067e-05
Position 2130: 1.936031974030143e-05
Position 469: 1.8127341494339972e-05
Position 149: 3.6045614720752005e-09
Position 356: 2.2635240085116398e-09
Position 326: 2.131790047689403e-09
