Gene = Lins1
index = 636
Annotated 5SS: [  130  6413 18660 18850 19542 20853 22151]
Annotated 3SS: [ 6281 18145 18744 19399 20264 21978 23906]
SMsplice 5SS: [  130  6413 18567 18835 19542 22151]
SMsplice 3SS: [ 6281 18479 18744 19399 22046 23906]
top_k =  100
Partition function (log Z): -14.619696160750268

Sorted 5' Splice Sites (High to Low Probability):
Position 130: 0.9997097926146556
Position 6413: 0.912592436182857
Position 9588: 0.03924881465930491
Position 2964: 0.00798449721308073
Position 2211: 0.005371304089357338
Position 6350: 0.00296035157243647
Position 5996: 0.002237020634772521
Position 6560: 0.0020505809802499574
Position 6000: 0.001763024926890737
Position 3966: 0.0016368372697837391
Position 3157: 0.001303997606656945
Position 3107: 0.0008021042928618754
Position 1346: 0.0005163104990866587
Position 2313: 0.0003763018071865752
Position 172: 0.0002848199993204025
Position 308: 3.1557652245214953e-06
Position 146: 1.1407345894970262e-06
Position 1022: 9.821100489626814e-07
Position 252: 7.596750037938686e-08
Position 290: 3.2808674689578543e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 6281: 0.9171382337786813
Position 18145: 0.24615527666360587
Position 6837: 0.22572847071743501
Position 13142: 0.16312632221025394
Position 16301: 0.11686772442720918
Position 11476: 0.086463631658736
Position 9470: 0.030072996104255883
Position 3869: 0.02647887138358263
Position 9524: 0.024429624033186107
Position 11183: 0.017231659683925423
Position 10148: 0.014267585295973176
Position 10860: 0.011563537804735348
Position 9995: 0.011299948359758075
Position 1021: 0.007932387311265658
Position 6612: 0.00624854045242215
Position 7012: 0.0061113559357777675
Position 2869: 0.005409905558302182
Position 2038: 0.005329301925657168
Position 7385: 0.005025408200181717
Position 8206: 0.004458839427007934
Position 6483: 0.00397297715647192
Position 4550: 0.00396500381246928
Position 6608: 0.0038745159977986825
Position 8378: 0.0028684679044609397
Position 7407: 0.0028273448446024937
Position 1941: 0.0025944582511280134
Position 2831: 0.0024994932671177105
Position 7213: 0.0023895465366501733
Position 6656: 0.002267895257896861
Position 1202: 0.0022019130349076013
Position 5861: 0.0021010395077937275
Position 2370: 0.0020989315157245512
Position 5839: 0.001899006053869533
Position 1902: 0.0017425234692783262
Position 6627: 0.001276448770226167
Position 5533: 0.001219081765840421
Position 4126: 0.0009863422992213496
Position 1066: 0.0008471994051563398
Position 6032: 0.0007127632721154999
Position 3009: 0.000711567419781311
Position 1416: 0.0006929594737149296
Position 3074: 0.000590809156445898
Position 3026: 0.0005001623091712379
Position 1290: 0.0004729922613681632
Position 1109: 0.00043132105923660165
Position 2244: 0.0003945440966119747
Position 2724: 0.0003786614017812288
Position 1333: 0.00026052663757188913
Position 1497: 0.00017454392535591167
Position 1312: 0.00015102998064257952
Position 491: 0.00014043648033429496
Position 595: 0.00010421343606833594
Position 206: 0.00010157999657154898
Position 2115: 5.366104518562458e-05
