Gene = Aspdh
index = 145
Annotated 5SS: [ 145  844 1165 1423 1715 1943]
Annotated 3SS: [ 698 1079 1272 1493 1787 2251]
SMsplice 5SS: [ 145  844 1165 1423]
SMsplice 3SS: [ 698 1079 1272 2251]
top_k =  100
Partition function (log Z): -1.0210822285431278

Sorted 5' Splice Sites (High to Low Probability):
Position 1423: 0.9357472336848026
Position 844: 0.8625571547882078
Position 145: 0.670376031837261
Position 1165: 0.5516404320582036
Position 1185: 0.38742514534380806
Position 1715: 0.2324053821321611
Position 117: 0.23071074041609066
Position 986: 0.07716491002403196
Position 1943: 0.06506698238342976
Position 149: 0.06348311770750015
Position 1599: 0.04526214335138717
Position 91: 0.017541064125689326
Position 1455: 0.012587280308737394
Position 126: 0.008445593290364643
Position 365: 0.004671309005672477
Position 1844: 0.0037415386691245405
Position 64: 0.0029102781086435426
Position 1564: 0.0017348025881803635
Position 1728: 0.0010397837408787987
Position 24: 0.0010352031952734796
Position 607: 0.00026261570555311973
Position 105: 0.00019932333888698385
Position 592: 0.0001858272400432462
Position 319: 0.00013023186064357075
Position 1273: 3.030318389757685e-05
Position 1695: 8.24817245310706e-06
Position 123: 1.6062870477450816e-06
Position 166: 2.105976808618451e-07
Position 71: 3.9108420398960105e-08
Position 337: 1.5977976668239504e-08
Position 452: 6.238102102379324e-09
Position 454: 4.6128500248862365e-09
Position 456: 4.434561123356198e-09
Position 277: 4.2181776770986284e-09
Position 14: 2.247342714809966e-09
Position 3: 1.1748472795229641e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1079: 0.919763144759485
Position 1272: 0.8188024481224631
Position 2251: 0.7067112994215767
Position 698: 0.6760981833574152
Position 1493: 0.3508522687697849
Position 1787: 0.16759906544698494
Position 730: 0.08903561120701663
Position 1288: 0.06947122724830476
Position 814: 0.058076422319110366
Position 681: 0.04016750666628466
Position 980: 0.02841551917810502
Position 2041: 0.026571077740060952
Position 2232: 0.02563062815360273
Position 535: 0.025114050322994918
Position 1309: 0.023567511117843977
Position 2113: 0.022343175680332897
Position 703: 0.01869260661649605
Position 1302: 0.01805219193664943
Position 606: 0.012740200698507892
Position 1871: 0.011363285895267541
Position 2094: 0.010336689039800118
Position 1366: 0.007445715561365257
Position 645: 0.00678358747531794
Position 1921: 0.00525970473574852
Position 1050: 0.00496631550315028
Position 984: 0.003962160232759886
Position 1714: 0.0034745841930955024
Position 1647: 0.002786733976631615
Position 1669: 0.0027755222311867714
Position 1541: 0.0023510843833445534
Position 791: 0.0023383887458914856
Position 1185: 0.0019680362758077385
Position 1495: 0.0018039455696230982
Position 1099: 0.0015375307328172512
Position 230: 0.0015077263262125275
Position 843: 0.0014808595986088293
Position 1581: 0.0014607147846898768
Position 198: 0.001271116276152428
Position 1314: 0.0007428860002863049
Position 737: 0.0006760675357665249
Position 1335: 0.0005638550936825385
Position 928: 0.00046212506039847775
Position 1223: 0.00038025604646378495
Position 1102: 0.0002878606747393779
Position 1015: 0.0002489036530635526
Position 1029: 0.0002318803512379786
Position 336: 0.00010125845685424198
Position 1843: 6.546908136606493e-05
Position 238: 2.568823643467343e-05
Position 243: 2.5396071968259843e-07
Position 301: 1.4001778855378755e-07
Position 305: 8.668863835352574e-08
