Gene = Glyctk
index = 439
Annotated 5SS: [  98  650  994 1730]
Annotated 3SS: [ 233  841 1553 2030]
SMsplice 5SS: [ 98 364 650]
SMsplice 3SS: [233 463 841]
top_k =  100
Partition function (log Z): -8.961527133493774

Sorted 5' Splice Sites (High to Low Probability):
Position 994: 0.6342693393655353
Position 98: 0.5583004094933678
Position 364: 0.5281408950955185
Position 650: 0.44098860679242724
Position 480: 0.17549173973375837
Position 1730: 0.09871767659004363
Position 88: 0.08048901922023677
Position 1103: 0.06971122634849611
Position 29: 0.05667690616210485
Position 139: 0.04821480042967552
Position 127: 0.035373898746414056
Position 1089: 0.01738993869828509
Position 408: 0.013473094693514308
Position 190: 0.008988050065897089
Position 291: 0.007891302711688959
Position 595: 0.00219244740859627
Position 606: 0.0019977840832335575
Position 147: 0.0011383083982460145
Position 412: 0.0009435891595576739
Position 52: 0.0009258148340935912
Position 200: 0.0007556914284883342
Position 36: 0.0005515164434617841
Position 540: 0.0003439842791877976
Position 86: 0.00033654631380603374
Position 155: 0.0003308993712853527
Position 14: 9.932581079780172e-05
Position 16: 7.152951285973668e-05
Position 33: 2.151287312241247e-05
Position 195: 2.1302793485065194e-05
Position 31: 1.8341898429757974e-05
Position 174: 7.356395099429118e-06
Position 204: 4.6595767140174254e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 841: 0.9615608477669173
Position 233: 0.6242492437879965
Position 463: 0.28014530802648074
Position 1553: 0.21345706538309311
Position 2030: 0.14208962397124833
Position 4332: 0.12921917545432304
Position 1612: 0.0746988769032812
Position 3689: 0.06358106916275677
Position 2737: 0.045617146219765634
Position 2894: 0.04518328375171331
Position 1603: 0.03738320707374887
Position 500: 0.03242692631165683
Position 1121: 0.025927599335889187
Position 290: 0.016069171544733214
Position 3289: 0.01453604465954343
Position 345: 0.012612419115689028
Position 2841: 0.01142206708432706
Position 3090: 0.01142039905385977
Position 555: 0.008325281019032942
Position 237: 0.006824829345326534
Position 2180: 0.006110547682949356
Position 593: 0.003744198200203047
Position 440: 0.002700449168835029
Position 1606: 0.002313405935301415
Position 993: 0.0021515841869124645
Position 469: 0.0021338727412122563
Position 378: 0.0018391019314045094
Position 843: 0.0018377174865600288
Position 522: 0.001551660920754578
Position 312: 0.001372574106655197
Position 786: 0.0010309838530020892
Position 138: 0.00027827793607493675
Position 126: 5.944066617057296e-05
Position 383: 4.114940010947615e-06
