Gene = Taldo1
index = 1057
Annotated 5SS: [  120  3974  6404  8221  9558  9871 10131]
Annotated 3SS: [ 3849  6295  8088  9381  9672  9984 10544]
SMsplice 5SS: [  120  3974  6404  8221  9558  9871 10131]
SMsplice 3SS: [ 3849  6295  8088  9381  9672  9984 10544]
top_k =  100
Partition function (log Z): 13.572849997293455

Sorted 5' Splice Sites (High to Low Probability):
Position 10131: 0.9992526980170708
Position 8221: 0.9917639946429576
Position 9871: 0.9858205511846978
Position 120: 0.977308808803283
Position 9558: 0.9354620904651678
Position 3974: 0.8618991791144346
Position 6404: 0.6698208769671163
Position 3546: 0.3085087513836198
Position 7531: 0.10494975634246716
Position 8639: 0.09568708565303749
Position 5900: 0.08528129269545197
Position 6413: 0.06092595666077429
Position 8868: 0.04058048231709801
Position 9575: 0.031769756916302946
Position 8414: 0.030843120752479497
Position 6381: 0.02585527745907433
Position 3970: 0.025466446235108516
Position 307: 0.021808179812494378
Position 7267: 0.02168705797394047
Position 9889: 0.013054288828235094
Position 9604: 0.009899061730288572
Position 7332: 0.00882390234691882
Position 9069: 0.008572150036955955
Position 9257: 0.005257852391401477
Position 8826: 0.0052028183093540455
Position 9587: 0.004237937378392743
Position 9592: 0.0015636837008250193
Position 232: 0.0008830113842260058
Position 10302: 0.0006319902462047323
Position 10147: 0.00027435395479811787
Position 10143: 0.00013022929032211036
Position 10643: 7.36561205677796e-05
Position 10112: 7.564881395531424e-09
Position 9883: 5.296231546033748e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 10544: 0.9958902882949189
Position 9672: 0.9903563999633217
Position 8088: 0.9868910451234084
Position 9381: 0.9613331760872575
Position 6295: 0.7508993599346497
Position 9984: 0.7034481126621948
Position 3849: 0.6948092307063781
Position 9989: 0.2551541509536354
Position 3410: 0.2112250125484168
Position 3799: 0.10943853089977655
Position 7405: 0.08719686197005114
Position 5813: 0.08528129269545194
Position 8511: 0.07195286248443764
Position 3909: 0.050219896377020824
Position 3479: 0.04646171629842295
Position 7141: 0.03946859032808194
Position 3506: 0.03886409847917522
Position 8321: 0.036538930972034284
Position 3802: 0.03289796736636731
Position 8665: 0.028082575636656608
Position 9442: 0.02033610314014998
Position 8701: 0.01770072498979543
Position 10050: 0.013248361306863368
Position 8444: 0.010266918435715493
Position 10007: 0.010056155320510855
Position 7449: 0.008795264365193399
Position 9994: 0.008584090039963577
Position 8857: 0.008572150036955951
Position 3240: 0.00721233017127743
Position 6354: 0.005702751152314658
Position 8584: 0.005667195923887468
Position 9125: 0.005257852391401477
Position 10025: 0.004989201362537629
Position 8104: 0.004872949519548493
Position 3207: 0.004745593886327498
Position 9809: 0.004299092217735966
Position 9958: 0.004072039081719764
Position 9680: 0.002133476042812445
Position 10689: 0.001974828881233165
Position 9639: 0.0018249614451890982
Position 8428: 0.0017877580129857839
Position 9309: 0.0016293394123883757
Position 10754: 0.0013821340645786004
Position 10213: 0.0005791060337275088
Position 10558: 0.00038385925932375275
Position 8352: 0.0002944006035011438
Position 10757: 0.00018710371476547208
Position 10597: 0.00014184888041564455
Position 10242: 8.804923593197502e-05
Position 10620: 4.2851151654571625e-05
Position 10204: 2.317604148292749e-05
Position 8382: 2.213997295520928e-05
Position 10216: 1.2400808739645783e-05
