Gene = Spg20
index = 1013
Annotated 5SS: [  110  5688  9690 12818 14547 15582 16268 16482]
Annotated 3SS: [ 4875  9491 12646 14425 15386 16108 16390 23301]
SMsplice 5SS: [  110  9690 14547 16268 16482]
SMsplice 3SS: [ 9491 14425 16108 16390 23301]
top_k =  100
Partition function (log Z): -17.093990075722346

Sorted 5' Splice Sites (High to Low Probability):
Position 110: 0.8739481903296544
Position 701: 0.4924285145064134
Position 9690: 0.19932210515594856
Position 2740: 0.11371204123641604
Position 3463: 0.060501315429234044
Position 142: 0.059752883271720784
Position 2788: 0.016432733575294824
Position 147: 0.014550041915897408
Position 1818: 0.011275974156090024
Position 501: 0.010199063141587767
Position 384: 0.007457752009558882
Position 499: 0.007153629441141442
Position 194: 0.006654448178781024
Position 154: 0.006453739660525194
Position 2732: 0.0031471707602661156
Position 538: 0.0028112810885760333
Position 764: 0.0026375219921496284
Position 95: 0.002574316620856915
Position 1915: 0.0014082026381676443
Position 28: 0.001326408351668352
Position 566: 0.0012309466109206382
Position 116: 0.0009366229328863441
Position 348: 0.0009364070737958301
Position 228: 0.0008144482487039371
Position 286: 0.0007731338238073877
Position 423: 0.0006564222855344046
Position 320: 0.0004381956791611532
Position 203: 0.0004178145451330694
Position 246: 1.5360251896322294e-05
Position 296: 2.3399026592707446e-06
Position 44: 1.0746671651986167e-07
Position 144: 1.0171779015802009e-07
Position 58: 3.769024141141551e-08
Position 179: 3.686374075997684e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 4875: 0.6427405840064095
Position 633: 0.4138622274394763
Position 9491: 0.24036125280593046
Position 2596: 0.17011336260981053
Position 12007: 0.09088517798647139
Position 11092: 0.06041082479743362
Position 576: 0.05836860139550654
Position 10338: 0.048026102372043085
Position 358: 0.0333134981005772
Position 3373: 0.03226141148744244
Position 3412: 0.03108631115995641
Position 3614: 0.024321400577913235
Position 1656: 0.017058980652804957
Position 6706: 0.00981047139895647
Position 651: 0.007102952391471266
Position 6058: 0.005895855178098824
Position 3703: 0.003894352272985982
Position 2778: 0.0022374186614606806
Position 2607: 0.002094894693706914
Position 1080: 0.0015906513287901112
Position 1994: 0.0012912825423773192
Position 972: 0.001060732548794312
Position 222: 0.0005965040876449352
Position 1844: 0.0005567614957886691
Position 405: 0.00038595945971544216
Position 251: 0.0003433608726203582
Position 282: 0.00016769729652057195
Position 316: 8.668681887982863e-05
Position 286: 4.168763917199037e-05
Position 293: 2.3044741769603893e-06
