Gene = Lair1
index = 617
Annotated 5SS: [  106  7257 34468 52445 52585 52709 52924]
Annotated 3SS: [ 7220 34137 52327 52541 52670 52873 53339]
SMsplice 5SS: [  106  2265 18416]
SMsplice 3SS: [ 2147 18324 34137]
top_k =  100
Partition function (log Z): -30.40824763387876

Sorted 5' Splice Sites (High to Low Probability):
Position 106: 0.7210575300288351
Position 2265: 0.7123029620023176
Position 49: 0.2700511779007254
Position 1586: 0.135919854703101
Position 1770: 0.13046362136465545
Position 1978: 0.06620324205124045
Position 2611: 0.04101755544879248
Position 1754: 0.01264278058229645
Position 281: 0.006375556089668113
Position 1786: 0.004840771227453956
Position 54: 0.0014808702666240642
Position 913: 0.0002409957996001673
Position 531: 0.00023217529513226053
Position 99: 0.00018670641997881014
Position 497: 0.00016718442130285753
Position 1199: 0.00016183950398098742
Position 130: 0.00015704542993579397
Position 1473: 0.00014044592383188152
Position 700: 0.0001274715086719382
Position 1092: 7.732389546245706e-05
Position 1411: 4.309605971983792e-05
Position 1560: 2.1609927015657687e-06
Position 69: 1.3365945503464948e-08
Position 87: 9.673332583965006e-09
Position 74: 2.987457188262835e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2147: 0.8000125446156724
Position 1499: 0.226011219633996
Position 1680: 0.16805485780869073
Position 4314: 0.10242358163801565
Position 9104: 0.10044795666536639
Position 5054: 0.08663392751410842
Position 10666: 0.08558902738995992
Position 8380: 0.07595590767263441
Position 1635: 0.07276626473570671
Position 7552: 0.06456233537934253
Position 7027: 0.04603071735289968
Position 2502: 0.03106041383408812
Position 1718: 0.029973241011774614
Position 2462: 0.02804391036236146
Position 1926: 0.024519053859180608
Position 2690: 0.022779527631898725
Position 3062: 0.020033046193162072
Position 6877: 0.01721590883068819
Position 6528: 0.016228486267330856
Position 6389: 0.015840346913806858
Position 4018: 0.015655586692849402
Position 3805: 0.01444187760174437
Position 3610: 0.01162255838020391
Position 5242: 0.009718451180275828
Position 3840: 0.004085471140774652
Position 3096: 0.0034678389992440577
Position 1885: 0.0025249631995407115
Position 853: 0.002256352261817526
Position 492: 0.002164701716761078
Position 2515: 0.0016105492102522522
Position 158: 0.001419252704589628
Position 2083: 0.0002654225069600882
Position 1323: 0.00018354198355172006
Position 2053: 0.00016892228841489178
Position 827: 2.6849247603800242e-05
Position 1043: 2.091523052835398e-05
Position 1131: 1.8313946607318842e-05
Position 602: 1.757127180662021e-05
Position 771: 1.6784481521187822e-05
Position 1026: 1.3720368677588517e-05
Position 637: 1.0473218353775424e-05
