Gene = Dkkl1
index = 337
Annotated 5SS: [ 368  723 1793 2011]
Annotated 3SS: [ 552 1651 1920 4224]
SMsplice 5SS: [ 368 1793 2011]
SMsplice 3SS: [1651 1920 2252]
top_k =  100
Partition function (log Z): -1.709469126639672

Sorted 5' Splice Sites (High to Low Probability):
Position 2011: 0.9963559042504363
Position 368: 0.7342421280905949
Position 1793: 0.68908540847427
Position 723: 0.2572029836944913
Position 373: 0.17043522085762094
Position 36: 0.11996138615643527
Position 202: 0.06684758262569312
Position 2796: 0.04219449293605606
Position 459: 0.04074478067162506
Position 304: 0.007716319671180152
Position 1244: 0.007576557681002448
Position 117: 0.006527308882212194
Position 1166: 0.006288001499314005
Position 1871: 0.005862517604562246
Position 3111: 0.005347632682985703
Position 186: 0.004826063307218595
Position 112: 0.004165734356564438
Position 4430: 0.003461067951216108
Position 2572: 0.003205905329460965
Position 167: 0.002320784068006625
Position 328: 0.0018171986850872284
Position 60: 0.0014200306292326225
Position 943: 0.0011165096426252348
Position 159: 0.000526271181548628
Position 164: 0.0002984325188860299
Position 2034: 1.1724208214874045e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 1920: 0.9888133719049503
Position 1651: 0.6985327534980345
Position 2252: 0.28165590610274344
Position 4224: 0.2726924702946088
Position 2976: 0.25130896522520474
Position 552: 0.1847054145242597
Position 272: 0.09662228848860059
Position 3913: 0.04676890693622013
Position 659: 0.045946159134317106
Position 2685: 0.04417261210409929
Position 260: 0.032442060565326884
Position 279: 0.03243580931894567
Position 4266: 0.028140910942841917
Position 4514: 0.020407009459765386
Position 3444: 0.01812404764567586
Position 2748: 0.01434483344257437
Position 656: 0.012686243638690645
Position 2089: 0.011218240099456891
Position 2373: 0.009917496778249116
Position 2176: 0.009796440415614182
Position 2333: 0.008355857133291405
Position 2723: 0.008241182019499091
Position 2708: 0.00770107400057959
Position 1963: 0.006953610453764457
Position 976: 0.006218606205442878
Position 4126: 0.006053802098248829
Position 489: 0.004716222585923749
Position 3626: 0.004002415042525735
Position 4291: 0.00399563410546216
Position 2916: 0.0035042040378372094
Position 932: 0.0030890339662628863
Position 214: 0.003077136875727716
Position 284: 0.0029246958385224673
Position 1030: 0.0027701918346060782
Position 686: 0.002052091471784583
Position 1071: 0.0017867271740046094
Position 133: 0.0007512487891704856
Position 583: 0.0004598898029047894
Position 323: 0.0004455593986265352
Position 179: 0.0003794400540856667
Position 1861: 0.0003132145841321272
Position 1939: 0.00027299030454097076
Position 346: 0.00020898544344142612
Position 2396: 0.0001810029218287684
Position 225: 0.00011193204458515311
Position 436: 4.360109515849226e-05
Position 148: 3.5579089135410905e-05
Position 1716: 2.9198053797592375e-05
Position 167: 2.7847558390636304e-05
Position 1808: 2.6503831654406603e-05
Position 109: 2.4675661437071733e-05
Position 453: 2.3399208516125743e-05
Position 349: 1.952521146025996e-05
Position 98: 1.226836676818336e-05
Position 343: 1.1100328964180742e-05
Position 700: 4.762636240054684e-06
Position 706: 4.33835008592682e-07
Position 458: 3.6407303031007026e-07
