Gene = C530008M17Rik
index = 197
Annotated 5SS: [   76   325  8383 10806 14519 18547 25592 26736]
Annotated 3SS: [  189  8217 10736 14335 15731 25400 26572 29917]
SMsplice 5SS: [  325  8383  9797 10806 14519 25592 25896 26226 26736]
SMsplice 3SS: [ 8217  9612 10736 14335 25400 25775 26096 26572 29917]
top_k =  100
Partition function (log Z): -2.054974536084378

Sorted 5' Splice Sites (High to Low Probability):
Position 10806: 1.0000000000000013
Position 325: 0.9963718344885318
Position 8383: 0.7607949071995439
Position 2600: 0.6803259526747862
Position 9797: 0.6267183615907629
Position 9512: 0.6198642884588281
Position 14519: 0.529575555128308
Position 14540: 0.3746117550628843
Position 9770: 0.29465865547751696
Position 5466: 0.29302112000197017
Position 7703: 0.2511928517412682
Position 8432: 0.23920509280045663
Position 5640: 0.19347989870191
Position 2476: 0.12272290300303687
Position 12484: 0.0974994132953991
Position 7631: 0.061675176051665656
Position 14506: 0.05396777272260668
Position 1901: 0.05099598679777649
Position 85: 0.04968518854277047
Position 10346: 0.04844982782623933
Position 10339: 0.034616316263988915
Position 9565: 0.027733926292487367
Position 10171: 0.013116603771097333
Position 17513: 0.01029608838590545
Position 2745: 0.007846056009490246
Position 2496: 0.007182799783445936
Position 13468: 0.006863764954248902
Position 104: 0.004851258308314581
Position 4218: 0.003296120189541901
Position 947: 0.002307095098297505
Position 263: 0.001849861774689435
Position 694: 0.0018229664682570515
Position 1793: 0.0007381414854600749
Position 189: 0.0007151282589005896
Position 54: 0.0007014856706123301
Position 865: 0.00041081447370860925
Position 49: 0.00036082758130554345
Position 173: 0.00026573757244168693
Position 143: 0.00022366249643967272
Position 11: 0.0001306887315666179
Position 712: 7.058458682903973e-05
Position 733: 3.2323354349092144e-05
Position 2589: 2.0047491369757914e-05
Position 219: 2.9347388130237296e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 8217: 1.0000000000000009
Position 14335: 0.9966161195644618
Position 9612: 0.9213770170682797
Position 10736: 0.7388798161573066
Position 2408: 0.4808389093772771
Position 17784: 0.45089333264657816
Position 9242: 0.3431997693343674
Position 5234: 0.29302112000197017
Position 2577: 0.2922865024289481
Position 7557: 0.2772467407496895
Position 9263: 0.2748762486734533
Position 14638: 0.264531680287544
Position 10718: 0.2373498598460444
Position 5587: 0.19347989870191004
Position 17801: 0.10490144641271518
Position 10254: 0.08306614409022828
Position 12338: 0.07461591334513948
Position 21963: 0.059279228824027995
Position 188: 0.05351748197281643
Position 15731: 0.051565985251565284
Position 1702: 0.04917194825814605
Position 7597: 0.035621287043244396
Position 2524: 0.030920150249895376
Position 9269: 0.029522196743494492
Position 10591: 0.023770323996649547
Position 12312: 0.0187045582375897
Position 15042: 0.015894224863469683
Position 2475: 0.012870970164861632
Position 18101: 0.011089184627898159
Position 9996: 0.011007806611151317
Position 17431: 0.01029608838590545
Position 13258: 0.006863764954248902
Position 12143: 0.004178941712669957
Position 4080: 0.003296120189541901
Position 233: 0.0023001557388775164
Position 10082: 0.002108797159946015
Position 1804: 0.001990831681268838
Position 14367: 0.0016550706990775344
Position 2662: 0.0011778158219354746
Position 854: 0.0010323446083660359
Position 11930: 0.0008536496491554546
Position 259: 0.0008495064037166562
Position 750: 0.0007421904462022147
Position 10888: 0.0005320544504110601
Position 914: 0.0004198998905166403
Position 772: 0.00036575782530444645
Position 477: 0.0002837737754056179
Position 11029: 0.0002539183418093012
Position 1645: 0.0002165432366335607
Position 1720: 0.0001793446409225985
Position 1758: 0.00017546046626552804
Position 836: 0.0001286730489449412
Position 14305: 8.918729508588602e-05
Position 291: 8.056220133712853e-05
Position 501: 7.940496940592767e-05
Position 2558: 3.4109192114497594e-06
