Gene = Ctu1
index = 306
Annotated 5SS: [  60 3631]
Annotated 3SS: [3087 4410]
SMsplice 5SS: [  60 3234]
SMsplice 3SS: [3087 4410]
top_k =  100
Partition function (log Z): -9.056318113100566

Sorted 5' Splice Sites (High to Low Probability):
Position 60: 0.8056624673804385
Position 3234: 0.46497365568152454
Position 3631: 0.2421225595741158
Position 1125: 0.1533997578532533
Position 4065: 0.1442021879875249
Position 124: 0.03771900349538573
Position 226: 0.03066503620116987
Position 583: 0.022688296997097596
Position 3595: 0.01992871279441243
Position 4529: 0.018673529193753043
Position 3181: 0.016202136019385378
Position 614: 0.015231802147800615
Position 3197: 0.01471751812884322
Position 5692: 0.011728082087261503
Position 3337: 0.006407889763344372
Position 2385: 0.0063019492681953785
Position 2288: 0.005883181806602533
Position 434: 0.00527766978658021
Position 3288: 0.005204456764357006
Position 548: 0.005075115136041326
Position 3172: 0.0040402392196167685
Position 2679: 0.0038789464475948725
Position 2315: 0.003714673820812653
Position 779: 0.002734615530121434
Position 1377: 0.002438027436182948
Position 271: 0.001536814083776652
Position 1146: 0.0012011521482735766
Position 194: 0.001148292946732213
Position 2270: 0.0010977386887632285
Position 104: 0.0006144404030565624
Position 169: 2.567349160940227e-05
Position 223: 2.049308806033032e-05
Position 81: 9.802960146998416e-06
Position 38: 6.021936133528824e-06
Position 189: 5.562346397577385e-06
Position 256: 4.6510375661344725e-06
Position 214: 3.015622604131667e-06
Position 159: 2.4204090830866165e-06
Position 64: 5.851175927746857e-08
Position 66: 5.040803526443533e-08
Position 26: 4.971319447194165e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3087: 0.7789858715056325
Position 4410: 0.7325890635790282
Position 3520: 0.17980013158788766
Position 3860: 0.13637698710877846
Position 293: 0.04703193366868776
Position 3931: 0.04009697972927835
Position 1010: 0.022998517681308457
Position 5622: 0.018673529193753043
Position 2093: 0.015968698570630956
Position 6012: 0.011728082087261503
Position 477: 0.010591148316720643
Position 336: 0.010385122917888224
Position 851: 0.00999665528858427
Position 3047: 0.006493635762101623
Position 1036: 0.006253935205575269
Position 2507: 0.005507834475170123
Position 1038: 0.005316234659806584
Position 1043: 0.004869323740715905
Position 2258: 0.0025940375708864
Position 2958: 0.002532316998100844
Position 3122: 0.0022393276617592222
Position 2842: 0.0015608011809632545
Position 1145: 0.0014961803006328794
Position 205: 0.00046139952545475125
