Gene = 4930550C14Rik
index = 54
Annotated 5SS: [   40  2857  6554  9107 16484 17733 20408 22905]
Annotated 3SS: [ 2766  6460  9052 16282 17601 20236 22848 27116]
SMsplice 5SS: [  327  2857  6554  8378  9107 16484 17733 20408 21794 22905]
SMsplice 3SS: [ 2766  6460  8239  9052 16326 17601 20236 21626 22683 27116]
top_k =  100
Partition function (log Z): -18.32084858294781

Sorted 5' Splice Sites (High to Low Probability):
Position 327: 0.8323349012056283
Position 2857: 0.6623646986981652
Position 6554: 0.5970857086800072
Position 8378: 0.4696900761284429
Position 9107: 0.43742506915607443
Position 9132: 0.23546498469182342
Position 8392: 0.20659698518119268
Position 958: 0.08355033223677522
Position 7349: 0.0715493676889683
Position 5364: 0.06877153282593042
Position 9136: 0.04066370878200793
Position 435: 0.03303918503564625
Position 9097: 0.03273720441619285
Position 91: 0.030224952964786125
Position 2998: 0.02955001887556677
Position 7310: 0.027699764399769657
Position 136: 0.025542013641072964
Position 2264: 0.013793038045707626
Position 9111: 0.01127771299685516
Position 44: 0.010862112707849718
Position 603: 0.0029810263695643326
Position 511: 0.0018614714479369585
Position 2568: 0.0018251000418898755
Position 317: 0.00015532751652771779
Position 387: 0.00014048889339386415
Position 84: 1.1238346613993583e-05
Position 303: 1.0366435582500367e-05
Position 331: 8.754956866834954e-06
Position 334: 3.3851803538145755e-06
Position 189: 2.5463230935559567e-06
Position 200: 2.0466948769155857e-06
Position 56: 1.5021150326698191e-06
Position 86: 1.1665604996718504e-07
Position 163: 1.0436307052995653e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 9052: 0.7903019878717386
Position 9689: 0.790017304544843
Position 8239: 0.7158059838789863
Position 2766: 0.6762743597616437
Position 6460: 0.5970857086800072
Position 7211: 0.11499611476917038
Position 9282: 0.053616178098784814
Position 5257: 0.0440461075705888
Position 10814: 0.036772464639604076
Position 5210: 0.02472542525534161
Position 2673: 0.016933428839141798
Position 5696: 0.012672265323789554
Position 814: 0.012388982942943367
Position 9664: 0.010902701075926932
Position 419: 0.009769768177304848
Position 2095: 0.005064274573003855
Position 2143: 0.003858973752407444
Position 2099: 0.0033445960493276674
Position 2452: 0.0022484238695221546
Position 894: 0.001991088215993206
Position 2114: 0.0015251936709686604
Position 853: 0.0008550192343529072
Position 689: 0.00044186542444101163
Position 1452: 0.00040998304946914633
Position 833: 0.0003863740692317974
Position 2796: 0.0003453648731169608
Position 1097: 0.00032340874625217623
Position 426: 0.00012349674141369756
