Gene = Jchain
index = 601
Annotated 5SS: [ 176 1793 5399]
Annotated 3SS: [1671 5317 6364]
SMsplice 5SS: [ 176 5399]
SMsplice 3SS: [5317 6364]
top_k =  100
Partition function (log Z): -6.897318062114759

Sorted 5' Splice Sites (High to Low Probability):
Position 176: 0.9987257932993702
Position 5399: 0.557794226793009
Position 1837: 0.3657668180715795
Position 1426: 0.23844104018906073
Position 5589: 0.08600637151774873
Position 6523: 0.08438096876951433
Position 4525: 0.06414941345608904
Position 1793: 0.031643649977885296
Position 1375: 0.0011623733399217064
Position 524: 0.00014309691974464427
Position 183: 5.07710908427674e-05
Position 180: 3.121100001981283e-08
Position 139: 1.137562589133363e-08
Position 169: 4.880818411719206e-09
Position 425: 4.6261637187999935e-09
Position 229: 3.95254315662056e-09
Position 154: 3.9003462921900474e-09
Position 218: 3.811781474002756e-09
Position 101: 2.722685986950332e-09
Position 163: 4.568632140490067e-10
Position 12: 1.9186186125968338e-10
Position 299: 9.524823371959675e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5317: 0.7950753318470838
Position 6364: 0.6596335996685186
Position 1671: 0.2468070678896022
Position 1732: 0.10011516186233792
Position 1229: 0.09667079535731551
Position 4407: 0.07117094185037559
Position 6227: 0.058097376452610816
Position 1652: 0.054941369417765985
Position 1291: 0.04781229028971721
Position 6721: 0.04712713890735433
Position 1319: 0.039108519609484055
Position 7168: 0.037253829862159894
Position 1079: 0.03462101233067022
Position 5568: 0.022993501974306066
Position 2055: 0.01739942649486437
Position 3294: 0.0164454964152236
Position 3508: 0.016021486860998156
Position 577: 0.011332809740386864
Position 1185: 0.010204466911041744
Position 3467: 0.009975300940129533
Position 4098: 0.007888806099686393
Position 3354: 0.0061058551152955096
Position 1326: 0.005292350928547566
Position 966: 0.0024502832652103295
Position 2701: 0.0023001957528928723
Position 1977: 0.001582554082026331
Position 1155: 0.001353071999740831
Position 1873: 0.0013509921593425345
Position 719: 0.0011890008104045934
Position 1279: 0.0009998575070607235
Position 514: 0.000994951464721673
Position 1191: 0.0009653294649403198
Position 1127: 0.0008306143388198151
Position 1509: 0.0006610163346655002
Position 550: 0.00045072526659838325
Position 1124: 0.00033427982734366644
Position 1385: 0.0002446804808119787
Position 1002: 0.0001270534743883583
Position 1580: 0.00011870971525968643
Position 1160: 0.00010449907238450992
Position 1144: 8.289517696510781e-05
Position 393: 2.9943630648042395e-05
