Gene = Edrf1
index = 360
Annotated 5SS: [  381  1573  3204  3877  6230  6607  9549  9924 10755 12883 13067 13593
 14651 16416 16865 19141 19626 21102 22752 24399 24688 25972 28441 30149]
Annotated 3SS: [ 1363  3136  3750  6104  6449  9446  9801 10642 12734 12957 13480 14389
 16343 16713 18951 19424 20882 22527 24239 24537 25817 28324 29996 33822]
SMsplice 5SS: [  381  3204  3877  6230  6607  9924 10755 12883 13067 13593 16416 16865
 21102 21550 22752 24399 24688 25972 28441 30149]
SMsplice 3SS: [ 3136  3750  6104  6493  9801 10642 12734 12957 13480 16343 16713 20882
 21415 22592 24239 24537 25817 28324 29996 33151]
top_k =  100
Partition function (log Z): 20.3209485915447

Sorted 5' Splice Sites (High to Low Probability):
Position 6607: 0.9999999999999972
Position 28441: 0.9999999999999969
Position 25972: 0.9999999999999952
Position 9924: 0.9989667587257912
Position 13067: 0.995459196048558
Position 21102: 0.9891825501277984
Position 12883: 0.980437363170029
Position 13593: 0.9289943844601078
Position 22752: 0.9126097648468955
Position 3204: 0.911774894233239
Position 6230: 0.8896042564170931
Position 381: 0.869858634624226
Position 30149: 0.8687613614387888
Position 16416: 0.8185612619708287
Position 24399: 0.7797879324738445
Position 3877: 0.7659281642463537
Position 10755: 0.7284705854974322
Position 21550: 0.6533547998837241
Position 19141: 0.6006063519600817
Position 16865: 0.5860870044555515
Position 24688: 0.5595272160626727
Position 27545: 0.5294493407649882
Position 5796: 0.4988890216973171
Position 1573: 0.413290941311509
Position 16877: 0.408898248946421
Position 14651: 0.4039376721139974
Position 9549: 0.3654970167350771
Position 28925: 0.34090747142226524
Position 3056: 0.24409340612701536
Position 26938: 0.20927358724331713
Position 741: 0.16339568550460534
Position 22378: 0.1541316425577701
Position 24122: 0.13671730515968952
Position 27352: 0.12252782410672539
Position 18629: 0.11507846396383856
Position 29727: 0.11310789496298518
Position 30408: 0.11010015666944946
Position 3051: 0.09794364950438446
Position 5869: 0.08979786498756596
Position 3219: 0.08822510576675935
Position 19626: 0.08718858922824611
Position 10866: 0.07560716560556746
Position 1128: 0.04829164632552061
Position 26944: 0.04378206175234135
Position 4997: 0.04195516798647311
Position 15149: 0.035503246896251395
Position 1548: 0.032615903985340686
Position 13615: 0.024952407365649732
Position 6191: 0.024414090667457825
Position 2315: 0.02364135240775493
Position 1849: 0.023428976082428936
Position 21366: 0.02302901409401958
Position 2207: 0.019684833135985944
Position 97: 0.014476314678133236
Position 191: 0.01415924499126385
Position 154: 0.012991514348044039
