Gene = Ppan
index = 841
Annotated 5SS: [ 143  403 1265 1510 1767 2541 2838 3032 3191 3573]
Annotated 3SS: [ 231 1162 1458 1595 2463 2729 2907 3111 3275 3656]
SMsplice 5SS: [ 143  403 1510 1767 2541 2838 3032 3191 3573]
SMsplice 3SS: [ 231 1420 1595 2463 2729 2907 3111 3275 3656]
top_k =  100
Partition function (log Z): 20.09855918984722

Sorted 5' Splice Sites (High to Low Probability):
Position 3032: 0.9858214209525993
Position 1510: 0.9851836140655768
Position 2838: 0.9753910985137143
Position 1767: 0.9534277796459047
Position 143: 0.9215484775799745
Position 3573: 0.7890744616302234
Position 3191: 0.7712147665527196
Position 403: 0.65432853881265
Position 2541: 0.6160640951822498
Position 1265: 0.4694912398456026
Position 2551: 0.3437768942959195
Position 3204: 0.20209523562260254
Position 3504: 0.17759242358395297
Position 432: 0.15287529089297025
Position 361: 0.05002198713297192
Position 68: 0.0488780892908066
Position 407: 0.044693123245320536
Position 3453: 0.017816101529496135
Position 306: 0.01695142891032399
Position 2842: 0.01643387528070629
Position 75: 0.01593052745135079
Position 1758: 0.014168901682286126
Position 1163: 0.013705873922597226
Position 845: 0.013343312513476854
Position 340: 0.012625925876789615
Position 3738: 0.012473402056388496
Position 1801: 0.007362232434336204
Position 3753: 0.005845472525727331
Position 3789: 0.0054172776993134724
Position 1519: 0.004638510700930403
Position 2822: 0.0039338750344014625
Position 1677: 0.0032329598465692866
Position 2169: 0.0021553223271597163
Position 370: 0.0020644259173822595
Position 2639: 0.0019228408804319135
Position 332: 0.0018861842994699822
Position 3017: 0.0017106912998477867
Position 2547: 0.0016405995224384995
Position 1365: 0.0015784248803424705
Position 492: 0.0015128587637008705
Position 540: 0.0013547053612387447
Position 978: 0.0011348348088376643
Position 77: 0.001040970652536845
Position 33: 0.0006932503854593898
Position 3883: 0.0006801276356377616
Position 2887: 0.0006500277801221749
Position 3459: 0.000503738677274522
Position 38: 0.0004786927339585938
Position 108: 0.00037651075203847667
Position 3185: 0.0003495938875505912
Position 133: 0.0003060477446239809
Position 53: 0.00018976832608965267
Position 3038: 9.596550824689148e-05
Position 2854: 6.720675148721761e-05
Position 3172: 5.6025842134034775e-05
Position 3047: 4.13638837101214e-05
Position 42: 3.432842908173428e-05
Position 3593: 1.015465114637471e-05
Position 3535: 9.885975547717302e-06
Position 282: 4.199798994527632e-06
Position 312: 2.8494646022707292e-06
Position 3585: 2.567218975734753e-06
Position 3217: 1.1591174944202429e-06
Position 24: 7.159882331268545e-07
Position 3348: 5.758254881248855e-07
Position 12: 1.8857222974271678e-08
Position 179: 2.0371678608196387e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3111: 0.9707377716265613
Position 2907: 0.9701620142986618
Position 1595: 0.9691478723303004
Position 3275: 0.9554299601989406
Position 2463: 0.9350605921179064
Position 231: 0.9205379441208003
Position 3656: 0.8629494340889147
Position 2729: 0.808694965492541
Position 1420: 0.7212157522325554
Position 1162: 0.47538988678061256
Position 1458: 0.2349637337327422
Position 2662: 0.1436896053806023
Position 3671: 0.1280906359897801
Position 2732: 0.036027281214123574
Position 3253: 0.030280739864443067
Position 2412: 0.022320030244292965
Position 1036: 0.01665827623976003
Position 3961: 0.014323135756892693
Position 1307: 0.009441938300351822
Position 2924: 0.007578830308689096
Position 1700: 0.005741727305878038
Position 3838: 0.0052167578803142866
Position 697: 0.004785002909498909
Position 958: 0.004601759576067428
Position 781: 0.004499124402298593
Position 720: 0.004459898218552166
Position 402: 0.004311610085193909
Position 1424: 0.0034134672047359807
Position 2963: 0.003392995486064503
Position 3301: 0.003328771356877153
Position 1500: 0.0031909190430122036
Position 2759: 0.0030653611539617214
Position 2337: 0.0028938396884172365
Position 1687: 0.002843957236278973
Position 2631: 0.0027472542842179558
Position 2394: 0.0027376692888371108
Position 3314: 0.0024580428023747874
Position 2928: 0.002427310584603667
Position 2942: 0.0022874291922836834
Position 1461: 0.002161597122411089
Position 2041: 0.0021553223271597163
Position 3851: 0.0021293077757810353
Position 3135: 0.0020725527782128406
Position 243: 0.0016147263311467428
Position 2358: 0.001448881320212152
Position 1247: 0.0014189496308631194
Position 3906: 0.0014062921462146038
Position 1301: 0.0013275026695252852
Position 3185: 0.0012666752009770587
Position 3547: 0.0011724620044467463
Position 2974: 0.0009907260238330709
Position 3883: 0.0009656659671692077
Position 261: 0.000887934093420736
Position 1024: 0.0007631143038246228
Position 2938: 0.0007596597648159157
Position 865: 0.0007341217919648529
Position 2614: 0.0006603773436278215
Position 2784: 0.000581032393574312
Position 267: 0.0004757162325087264
Position 1736: 0.0004560013530029969
Position 3858: 0.0003751203906952455
Position 3001: 0.0003585288561588395
Position 3144: 0.0002897132846377775
Position 2315: 0.0002353670011409919
Position 3361: 5.968811080110942e-05
Position 2279: 2.044625494855627e-05
Position 322: 1.3140568663160289e-05
Position 297: 4.696658930262013e-06
Position 246: 2.161795779196483e-06
Position 1652: 2.1441144780021038e-06
Position 196: 9.344123227723363e-07
Position 348: 8.209847838759226e-07
Position 1573: 1.7126915946258014e-07
