Gene = Elof1
index = 373
Annotated 5SS: [  63 3365]
Annotated 3SS: [3228 3492]
SMsplice 5SS: [  63 2985 3365]
SMsplice 3SS: [2942 3228 3492]
top_k =  100
Partition function (log Z): -4.7801906365441305

Sorted 5' Splice Sites (High to Low Probability):
Position 3365: 0.9758533612096835
Position 63: 0.7901164273075746
Position 2985: 0.6163922275950078
Position 328: 0.39031515805314276
Position 3726: 0.07924387735387693
Position 236: 0.07861190686325034
Position 3028: 0.06846146745235282
Position 2478: 0.05771375541059577
Position 524: 0.05290534687921094
Position 407: 0.04737812705954864
Position 1430: 0.03504688713517578
Position 3730: 0.026391762054273103
Position 320: 0.025391075433751114
Position 3176: 0.021879350619985673
Position 3382: 0.006073582913447708
Position 3369: 0.003447300886310679
Position 57: 0.0033450412603246095
Position 518: 0.0008441299723646742
Position 1529: 0.0003886313757703433
Position 69: 0.0003610007329296672
Position 26: 0.00034422379947717766
Position 1407: 0.00020233944185518406
Position 11: 0.00016722464906947
Position 1479: 0.00014633488208008028
Position 948: 0.00013394355147671147
Position 1690: 0.00012610105641232738
Position 17: 7.199639127679867e-05
Position 135: 5.7049194010546874e-05
Position 74: 5.093931695255785e-05
Position 174: 7.158106610747424e-06
Position 67: 2.7931407575777843e-07
Position 89: 1.0993273660325045e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3492: 0.8370834089554854
Position 3228: 0.8079408202918177
Position 2942: 0.5563328506324785
Position 203: 0.31095887602212435
Position 3246: 0.18578145054344897
Position 3895: 0.1578762403849233
Position 2892: 0.1322392201951525
Position 2064: 0.04960159893137434
Position 263: 0.04822230213061545
Position 3539: 0.03886476088052626
Position 1345: 0.02584415852487594
Position 131: 0.023959044414199184
Position 3058: 0.012979918728157177
Position 3967: 0.012025506485850686
Position 4110: 0.011971447437599505
Position 2268: 0.010084722737215106
Position 1314: 0.00997742274275187
Position 3932: 0.009513500433956568
Position 3091: 0.009065230008750032
Position 3443: 0.007450678114893143
Position 4018: 0.005720960764863428
Position 3870: 0.0048834316415402755
Position 466: 0.0033263312268201647
Position 439: 0.003277440616860225
Position 3430: 0.0021734736437546928
Position 4000: 0.0016122482810185408
Position 3572: 0.0011006428550816283
Position 3655: 0.000938940057964141
Position 3550: 0.00021563348968128978
Position 313: 0.00018485434336859178
Position 856: 0.0001339435514767115
Position 1429: 8.871262366589589e-05
Position 349: 2.2977789423688268e-05
Position 164: 1.5367722897188606e-05
