Gene = Knop1
index = 608
Annotated 5SS: [ 166  632 3852 5634 7806]
Annotated 3SS: [  279  2913  5564  7679 10159]
SMsplice 5SS: [ 632 5634 7596 7806]
SMsplice 3SS: [ 5564  7466  7679 12501]
top_k =  100
Partition function (log Z): -5.872463936030988

Sorted 5' Splice Sites (High to Low Probability):
Position 632: 0.9993172185599433
Position 7806: 0.9705180987721388
Position 5634: 0.9331249744750909
Position 4702: 0.6045437671321534
Position 7596: 0.35150861198123995
Position 11554: 0.271938457675144
Position 7440: 0.23133531002649038
Position 11015: 0.22457529709404062
Position 867: 0.18879123650453783
Position 2070: 0.06876792849193841
Position 3366: 0.05463976440262901
Position 3043: 0.046311436927829984
Position 11011: 0.04460159237290921
Position 4359: 0.03779825816092267
Position 2769: 0.03462980550562662
Position 8096: 0.012856900553867604
Position 1789: 0.003654888150656045
Position 802: 0.002866705140136297
Position 2037: 0.002839999293549421
Position 2340: 0.0022106392561603515
Position 2725: 0.001625019147276262
Position 798: 0.0005664123868053047
Position 645: 0.0004962150606908912
Position 832: 0.0003139881196968814
Position 668: 0.00010325673694772229
Position 48: 8.495888775866729e-05
Position 636: 3.420411379344041e-05
Position 347: 2.4456451521544018e-05
Position 124: 2.1307155712233832e-05
Position 642: 1.7713610576535974e-05
Position 168: 6.336673087056293e-06
Position 400: 5.732862737068691e-06
Position 394: 4.423620678624183e-06
Position 247: 4.365702746006724e-06
Position 96: 3.5144314986256273e-06
Position 54: 3.0837213880733745e-06
Position 237: 1.0634485885815867e-06
Position 258: 7.121503824436283e-07
Position 403: 6.210475153031422e-07
Position 166: 5.332034258535891e-07
Position 114: 5.036136217999882e-07
Position 202: 1.2848317455014154e-07
Position 464: 8.17414741210045e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 7679: 0.999359195267445
Position 5564: 0.933124974475091
Position 4531: 0.5206132082404517
Position 12501: 0.422463811859119
Position 10874: 0.363171362356606
Position 7466: 0.35150861198123995
Position 11311: 0.2625908302834612
Position 7330: 0.23133531002649038
Position 10159: 0.1678601863598734
Position 11381: 0.1627565665981656
Position 724: 0.11227841731008696
Position 2913: 0.08559772885700402
Position 4552: 0.08393055889170191
Position 743: 0.07989391153337584
Position 1966: 0.06288945873337552
Position 11734: 0.05891407258805839
Position 4261: 0.03779825816092267
Position 2700: 0.034343938868573225
Position 8963: 0.02755295378615541
Position 7895: 0.014481810468307455
Position 11666: 0.014443700705731467
Position 3060: 0.014241269150799409
Position 7933: 0.013354230724475669
Position 8176: 0.010968310193862435
Position 1942: 0.008718469052112262
Position 8705: 0.005932510544285503
Position 1679: 0.0027162633094563985
Position 2590: 0.0018944787379077171
Position 2193: 0.001780022228557714
Position 2862: 0.0017530080552101565
Position 1708: 0.0007873686107525301
Position 2157: 0.0004306170276026377
Position 762: 0.00036601330771385705
Position 1510: 0.00015125623044711647
Position 496: 6.622510027606729e-05
Position 443: 6.413260965608278e-05
Position 2547: 1.6407046421871542e-05
