Gene = Plet1
index = 824
Annotated 5SS: [ 222 4775 6604]
Annotated 3SS: [4569 6547 9751]
SMsplice 5SS: [ 222 6604]
SMsplice 3SS: [6547 9133]
top_k =  100
Partition function (log Z): -5.942973155982353

Sorted 5' Splice Sites (High to Low Probability):
Position 6604: 0.9930749997247358
Position 222: 0.9921442072221951
Position 4775: 0.3692660627616757
Position 2327: 0.25746891787040255
Position 9043: 0.2330690750957351
Position 9971: 0.1911204012907493
Position 1440: 0.17793964297812417
Position 2702: 0.04925962791654308
Position 10318: 0.04623464051016824
Position 2582: 0.03334977694295665
Position 10512: 0.030175535760958896
Position 8725: 0.021243995291936935
Position 9292: 0.01657137388736659
Position 1614: 0.0036492380894428056
Position 7807: 0.0034991870056425593
Position 289: 0.0024147697222935156
Position 9595: 0.0019375840905672295
Position 399: 0.0018929829814693
Position 201: 0.0018107499979126578
Position 293: 0.0017002749070440493
Position 209: 2.8536428251907544e-05
Position 404: 8.478740835626324e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 6547: 0.9596748388687957
Position 9133: 0.47994762670592794
Position 9751: 0.3546227389606162
Position 4569: 0.31018319181881815
Position 2223: 0.24802907522568496
Position 8883: 0.18806969530677395
Position 10389: 0.17188240064776172
Position 1369: 0.13416553131340844
Position 8611: 0.09263419736925486
Position 10077: 0.07621584727944028
Position 2563: 0.06869748375378519
Position 6432: 0.03965757158408791
Position 4463: 0.037648802870550745
Position 10053: 0.03138865210346012
Position 10758: 0.030175535760958883
Position 10446: 0.02657723038030966
Position 1233: 0.023996057189780307
Position 9832: 0.02385199312717406
Position 4593: 0.021791579299789747
Position 10201: 0.01607580458652744
Position 7196: 0.01010485803683628
Position 9042: 0.008672835055576719
Position 2117: 0.007822595730107119
Position 8762: 0.007364890502869944
Position 2361: 0.007091861812719876
Position 9435: 0.007004914645710216
Position 2315: 0.006948006929223185
Position 1311: 0.00675160544083349
Position 1273: 0.005826592492501693
Position 7243: 0.004530479832221738
Position 994: 0.004330478549508733
Position 8293: 0.0043079053507967145
Position 1112: 0.004035489497791296
Position 7533: 0.0021073398385081103
Position 2285: 0.0010753356660984997
Position 1531: 0.0008749565538055049
Position 7485: 0.0007548982567408069
Position 7504: 0.0006369489103936421
Position 1423: 0.0004894765472516218
Position 1498: 0.0004878807987608274
Position 1387: 0.0004007009005126779
Position 2095: 0.0002647397522823442
Position 1574: 0.000214464289709039
Position 1129: 0.0001813691336497483
Position 2002: 0.00014922386000098043
Position 507: 0.00014435667968835508
