Gene = Sgf29
index = 973
Annotated 5SS: [  169 11840 14696 15680 21386 22359 22572 22765 23010]
Annotated 3SS: [11742 14619 15606 21320 22228 22424 22728 22846 23260]
SMsplice 5SS: [  169  6844 11840 14696 15680 21386 22359]
SMsplice 3SS: [ 6747 11742 14619 15606 21320 22228 22728]
top_k =  100
Partition function (log Z): -0.9895625934005254

Sorted 5' Splice Sites (High to Low Probability):
Position 15680: 0.9936485271604503
Position 6844: 0.9893614295911115
Position 11840: 0.9398334201392596
Position 14696: 0.9276429483170768
Position 169: 0.8046246506686162
Position 22359: 0.7246068151710243
Position 23010: 0.6624749926372959
Position 22765: 0.5492081778179471
Position 21386: 0.5025016118314569
Position 9995: 0.4835741259774793
Position 22572: 0.2949864396798808
Position 13576: 0.21438963039072914
Position 13343: 0.20456616502297795
Position 22777: 0.19737457431836145
Position 403: 0.1020125155073315
Position 194: 0.09336283382405174
Position 23341: 0.07525141132408383
Position 14726: 0.0659856255550348
Position 11860: 0.05640548010540331
Position 13666: 0.04374044890391566
Position 13571: 0.04337703641207778
Position 13582: 0.032769876931349695
Position 21427: 0.023802214941493597
Position 13030: 0.02003129901235692
Position 17740: 0.012765144566389039
Position 17686: 0.007455569324139547
Position 13633: 0.005652737296182443
Position 18297: 0.004126156155181208
Position 14700: 0.003806464215980765

Sorted 3' Splice Sites (High to Low Probability):
Position 14619: 0.9974350380880923
Position 6747: 0.9893614295911116
Position 15606: 0.9756930881231942
Position 22728: 0.9302086053420707
Position 11742: 0.9174403299651992
Position 22228: 0.7246068151710242
Position 22846: 0.7151817854895783
Position 21320: 0.5263038267729503
Position 22424: 0.2949864396798808
Position 9826: 0.264541606722547
Position 23260: 0.2515558986964468
Position 9766: 0.21903251925493233
Position 13501: 0.2107427434605619
Position 23120: 0.18161598611008692
Position 23078: 0.16280281151507411
Position 13256: 0.13101152997782123
Position 13434: 0.12918698647369278
Position 11798: 0.07879857027946369
Position 23521: 0.06883590237856266
Position 13253: 0.05437877841894424
Position 22701: 0.05074689093711614
Position 23154: 0.03964283178487152
Position 12956: 0.03920715563856942
Position 23306: 0.02685746453081653
Position 17564: 0.02022071389052858
Position 22889: 0.019091356795672358
Position 22676: 0.01904450372081303
Position 15489: 0.01259949530002287
Position 22849: 0.01230960985105765
Position 23589: 0.006415508945521068
Position 15629: 0.005275565119357466
Position 18116: 0.0022094248104397324
Position 18262: 0.001916731344741483
Position 15494: 8.037861787589595e-05
