Gene = C130079G13Rik
index = 194
Annotated 5SS: [ 293 1746 3843 6513 7535]
Annotated 3SS: [ 1537  3619  6442  7362 10912]
SMsplice 5SS: [ 293 3843]
SMsplice 3SS: [3619 7718]
top_k =  100
Partition function (log Z): -6.948744183505277

Sorted 5' Splice Sites (High to Low Probability):
Position 293: 0.999076384828589
Position 3843: 0.9724534158163946
Position 6513: 0.2187222862066428
Position 2424: 0.1286352044079906
Position 2981: 0.09670131819306485
Position 7290: 0.0782955214003841
Position 1746: 0.0639620821356428
Position 7242: 0.06301122350012153
Position 3120: 0.060099024152243545
Position 1999: 0.05898314975841529
Position 7535: 0.058587515275087314
Position 3314: 0.042184456449630384
Position 3220: 0.03586375094150842
Position 1372: 0.03143268473112158
Position 6613: 0.016860352530321497
Position 3031: 0.010712730542833808
Position 6321: 0.004512084542962247
Position 6317: 0.0041900574150480025
Position 3060: 0.0041607142228137755
Position 6836: 0.0035585197389878726
Position 75: 0.0014425536823165332
Position 4034: 0.0012728010733481909
Position 1727: 0.0009222080943173532
Position 1076: 0.0007651367536952958
Position 856: 0.00026584081908115364
Position 9: 0.00016818063403639102
Position 636: 0.00012500649188111165
Position 629: 3.826273543688072e-05
Position 903: 3.4528175686544575e-05
Position 4: 3.0325647304382586e-05
Position 14: 7.68076291682908e-06
Position 147: 1.6218249745247738e-06
Position 181: 5.409934265222779e-07
Position 79: 4.829015468541213e-07
Position 68: 3.58723982204261e-07
Position 89: 2.2131830434619863e-07
Position 251: 1.295909809651389e-07
Position 107: 1.0984017334569151e-07
Position 105: 7.29458579271872e-08
Position 77: 7.167326676747556e-08
Position 316: 3.7018151087549265e-08
Position 174: 2.9623342526400996e-08
Position 50: 1.905775322413496e-08
Position 191: 3.8421622501241327e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3619: 0.9038177903770852
Position 7718: 0.5643951196717285
Position 6442: 0.39260176269240254
Position 7109: 0.16616192825201517
Position 2861: 0.1498989868566796
Position 2256: 0.11899484134224614
Position 5165: 0.08445078393297893
Position 6409: 0.07683670049098829
Position 3146: 0.06405228467389434
Position 1537: 0.06231093683381037
Position 1851: 0.059601965926653115
Position 7362: 0.058587515275087314
Position 3683: 0.05823050730766607
Position 2893: 0.02236615746441204
Position 3707: 0.019141862149975764
Position 8008: 0.015987814485452112
Position 6647: 0.01432155629692504
Position 3201: 0.01399592271724438
Position 1156: 0.012698317894162852
Position 5286: 0.010666754496662857
Position 5132: 0.008785817827020106
Position 6201: 0.008702141958010242
Position 6699: 0.00822000183112552
Position 5776: 0.007624588689651823
Position 1314: 0.0070672107794385736
Position 4247: 0.006869221372334693
Position 2298: 0.005472424925657292
Position 2322: 0.005145149573803653
Position 1074: 0.004777477717543626
Position 4865: 0.004510859357611806
Position 1334: 0.003237153169806719
Position 1250: 0.002926240151416512
Position 4958: 0.002783009814456758
Position 6930: 0.0025571283786092157
Position 1629: 0.0025510839766446276
Position 3963: 0.002151075829555522
Position 841: 0.0008613267486998133
Position 508: 0.0007058706118620928
Position 1884: 0.0005256124734073346
Position 1253: 0.0004201356806181603
Position 1119: 0.00036263801094176397
Position 184: 0.00025640265530421733
Position 1533: 0.0002278809442698845
Position 105: 0.00019048064438993226
Position 1581: 0.0001679508414579171
Position 1009: 0.0001524400614767897
Position 1491: 0.00012231497250248766
Position 1643: 0.00011560942954366057
Position 195: 9.21355899738056e-05
Position 167: 8.66459285942478e-05
Position 239: 6.210424765084045e-05
Position 1902: 5.995391010635869e-05
Position 202: 4.105238523364975e-05
Position 1669: 3.721034390605935e-05
Position 709: 2.153599834196443e-05
Position 816: 2.1003887013981463e-05
Position 604: 1.899404545353367e-05
Position 707: 1.5484967766428074e-05
Position 561: 5.035601959821669e-06
Position 722: 3.2205802865371637e-06
Position 802: 3.0622651931539137e-06
Position 481: 2.5002390959350073e-06
