Gene = Nif3l1
index = 749
Annotated 5SS: [  484  2939  5399  7065 10585 12713]
Annotated 3SS: [ 2482  5235  6937 10445 12628 15989]
SMsplice 5SS: [  484  5399 11695 12713]
SMsplice 3SS: [ 5269 11576 12628 15989]
top_k =  100
Partition function (log Z): -7.258502018335459

Sorted 5' Splice Sites (High to Low Probability):
Position 5399: 0.9944376628320177
Position 484: 0.9942372543217466
Position 12713: 0.9906348032453179
Position 7065: 0.4506380510412317
Position 6101: 0.4335164471378175
Position 10585: 0.3509029615638026
Position 5032: 0.13022534395451238
Position 5088: 0.11212529413754788
Position 2939: 0.10622401724176923
Position 5729: 0.10180353012374371
Position 2568: 0.08806767208512675
Position 4174: 0.0854466122616308
Position 6058: 0.0721849959415934
Position 134: 0.06387574680609694
Position 5839: 0.06280377876576433
Position 2396: 0.059053255385615684
Position 13583: 0.01728091669043293
Position 80: 0.009435622212164617
Position 93: 0.006765141447071336
Position 76: 0.0020982960956673403
Position 635: 0.001980877349231927
Position 63: 0.0014688815641608832
Position 138: 0.0010087176202374449
Position 239: 0.0006398479418563707
Position 539: 0.0005827802236773637
Position 1552: 0.0005088848148563684
Position 1048: 0.000488254729450023
Position 74: 0.0003889742489095885
Position 2389: 0.0002495987690315779
Position 5371: 0.0002243876888306699
Position 270: 3.7373482611887814e-05
Position 1116: 2.1641069369488225e-06
Position 986: 1.5886219292264523e-06
Position 2093: 1.4901454525648618e-06
Position 455: 3.4049525580867814e-08
Position 560: 9.240586039679752e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 12628: 0.9922507095913076
Position 15989: 0.5978314632282982
Position 5269: 0.5721031153775131
Position 5235: 0.4225589351433363
Position 5968: 0.36760223082193483
Position 10445: 0.35090296156380263
Position 6937: 0.32133054940929695
Position 13364: 0.28426172799376903
Position 4927: 0.24235063809206026
Position 5668: 0.2007210398353099
Position 5947: 0.10293274245887647
Position 2482: 0.10166213533639475
Position 7019: 0.08070741110122805
Position 315: 0.06677892837454569
Position 2805: 0.05865545545306063
Position 12795: 0.05717212757945138
Position 2293: 0.05482871033025402
Position 6874: 0.048600090530706914
Position 4092: 0.042143963360762704
Position 2887: 0.03399710964753769
Position 3940: 0.031214554067827652
Position 12799: 0.023677724384905414
Position 13536: 0.019625762817272067
Position 370: 0.016129061808144565
Position 13681: 0.015166877861173012
Position 4077: 0.012088094833040457
Position 2316: 0.004471426033527406
Position 12837: 0.004292779609809113
Position 13369: 0.004178559901212417
Position 13082: 0.0041610303801385
Position 5714: 0.001610838858530898
Position 8256: 0.0013325237876803616
Position 5513: 0.0008615546061357195
Position 260: 0.0006005623019260905
Position 6484: 0.0005217670787664621
Position 843: 6.362542155082961e-06
Position 2200: 2.717790865710293e-06
Position 938: 2.2130414861137508e-06
Position 1985: 8.812748914306364e-07
Position 569: 8.594064135797198e-07
Position 629: 6.468054007767171e-07
Position 999: 6.424119966370612e-07
Position 1880: 6.08870561134223e-07
Position 247: 5.11285492782537e-07
Position 227: 3.8000090315250903e-07
Position 538: 2.7258172236163587e-07
