Gene = Nkapd1
index = 751
Annotated 5SS: [ 237 1982 5088 7165 8093]
Annotated 3SS: [1904 4986 7014 8038 9527]
SMsplice 5SS: [ 237 1982 5088 7165 9710]
SMsplice 3SS: [ 1904  4986  7014  9573 10246]
top_k =  100
Partition function (log Z): -2.3171613808536446

Sorted 5' Splice Sites (High to Low Probability):
Position 7165: 0.978065787026186
Position 1982: 0.879765827618828
Position 237: 0.8373712165708166
Position 5088: 0.8205427257847776
Position 9710: 0.6073097293784613
Position 632: 0.2885228443682905
Position 6914: 0.26510815946779304
Position 5093: 0.1774915792286592
Position 807: 0.16233816394817416
Position 9952: 0.0899953228085717
Position 8093: 0.08255503708568782
Position 3605: 0.051487369457544584
Position 3584: 0.05131740886659961
Position 143: 0.04158038839244044
Position 2570: 0.03908176606687902
Position 6331: 0.030585847982592777
Position 2544: 0.0295907750977521
Position 243: 0.026831147787543263
Position 7548: 0.025713940967908577
Position 3686: 0.024761440658322368
Position 10005: 0.023984450230728854
Position 3296: 0.02231598567302258
Position 5862: 0.01830120687141423
Position 6055: 0.01479945103913518
Position 6752: 0.008136560192261581
Position 653: 0.007021354662122008
Position 6831: 0.004299959038942654
Position 5804: 0.004082054122011534
Position 685: 0.002641705503186928
Position 136: 0.0008426346870604341
Position 27: 0.00024166632279230826
Position 245: 0.0001856558280149634
Position 247: 0.0001792040698991049
Position 97: 0.00015743906495989588
Position 249: 0.00013628798838969644
Position 251: 9.841682392039835e-05
Position 253: 6.10887062780983e-05
Position 130: 6.070617603527331e-05
Position 255: 3.9259928070427046e-05
Position 646: 3.462826183636019e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 7014: 0.9999886689321267
Position 4986: 0.995061765426476
Position 1904: 0.8797658276188278
Position 9573: 0.5054450854897071
Position 10246: 0.3586803322634892
Position 6622: 0.2775446786989973
Position 9817: 0.2722933073494149
Position 533: 0.24044292465931094
Position 9530: 0.10144116092721521
Position 3490: 0.09047266730299527
Position 9527: 0.08584505210632941
Position 7287: 0.07997114978937445
Position 7309: 0.07840691889899304
Position 10966: 0.06469210613477358
Position 709: 0.06358822858444985
Position 2472: 0.05277987869817859
Position 7973: 0.04898141168805745
Position 10462: 0.04542877809372907
Position 8038: 0.044123275042576744
Position 3427: 0.03709355167947128
Position 8578: 0.036203835586322085
Position 6143: 0.030585847982592763
Position 7681: 0.025159494282565635
Position 5718: 0.023200706864467485
Position 12021: 0.021359733695641002
Position 12070: 0.018617003819896352
Position 2399: 0.015892662466452552
Position 779: 0.013798675238935684
Position 3232: 0.01242638668015881
Position 677: 0.012075667070318489
Position 463: 0.010511656050860208
Position 3214: 0.00988959899286377
Position 7450: 0.008791549687285238
Position 400: 0.008543129321990455
Position 7564: 0.008311512465283614
Position 5892: 0.007117275317200373
Position 797: 0.0050093169666361485
Position 8370: 0.003752461009526002
Position 492: 0.0036381473823472346
Position 5931: 0.0029997940436599026
Position 4992: 0.0029725395869601608
Position 5895: 0.0029145275028189433
Position 696: 0.002667369775829237
Position 424: 0.0024067950931140527
Position 738: 0.002393541752830294
Position 469: 0.0018390522970828031
Position 5927: 0.0008321927868950546
Position 380: 0.000656423141444621
Position 690: 0.0006291055368731705
Position 5828: 0.00011821551751921951
Position 7466: 8.01181315300459e-05
Position 497: 6.910399130198382e-05
Position 7403: 5.131210370669452e-05
Position 503: 2.700442382303212e-05
Position 436: 2.140036534497447e-05
Position 473: 1.2842964019412879e-05
Position 391: 8.7715016729858e-06
Position 501: 4.652971648029456e-06
