Gene = Cdiptos
index = 241
Annotated 5SS: [ 410  617  984 1245 1471]
Annotated 3SS: [ 531  838 1210 1412 3015]
SMsplice 5SS: [ 617 1471]
SMsplice 3SS: [1412 3015]
top_k =  100
Partition function (log Z): -10.057385185344723

Sorted 5' Splice Sites (High to Low Probability):
Position 617: 0.8163934971591648
Position 1245: 0.6111698135231723
Position 1471: 0.5979142849800594
Position 2496: 0.041612758704552985
Position 2476: 0.029361172754239856
Position 984: 0.01612535061514483
Position 1315: 0.01381349980729385
Position 254: 0.012727241106199627
Position 580: 0.01066755387850246
Position 1566: 0.00837691473588895
Position 1798: 0.0044703783602327365
Position 410: 0.002131566658292507
Position 225: 0.0020988875264103812
Position 14: 0.0020834698734233685
Position 190: 0.0020200037413436096
Position 414: 0.0016712055948887236
Position 606: 0.0012954797780763104
Position 86: 0.0007034774347178558
Position 1482: 0.0005439287303998731
Position 290: 0.0004009287655890622
Position 372: 0.00038649301049261054
Position 98: 0.00031098691035422307
Position 635: 0.00019817084205746906
Position 208: 0.0001891120836983423
Position 470: 0.00015878660458391717
Position 56: 0.00013322436707126548
Position 268: 0.00010907484190842316
Position 738: 8.346056099543678e-05
Position 433: 7.485913707947788e-05
Position 421: 5.565901628312685e-05
Position 342: 3.360451192466587e-05
Position 490: 3.230690194551725e-05
Position 496: 5.091383493223495e-06
Position 492: 5.004161392335997e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 1412: 0.5383586529635144
Position 3015: 0.475921815485333
Position 2365: 0.29295520368730293
Position 1152: 0.16010387545040697
Position 838: 0.14483904338151585
Position 1080: 0.13035398094247752
Position 1369: 0.11603667675052066
Position 1725: 0.07150997916867725
Position 1383: 0.06756579327601574
Position 1125: 0.04495543034835076
Position 1210: 0.03054150278498905
Position 1052: 0.01875806179016459
Position 531: 0.013134796177338766
Position 1271: 0.01279162180379964
Position 3111: 0.009567062425843098
Position 1008: 0.009101055482651856
Position 1762: 0.008869359546145095
Position 2466: 0.00846817111947104
Position 1628: 0.006004197437370429
Position 1675: 0.004594751257869871
Position 1039: 0.003966463765431285
Position 1224: 0.0022186836331172413
Position 1340: 0.001718594097655567
Position 940: 0.0014618404170518614
Position 508: 0.0011246354112977807
Position 876: 0.0007253681685269886
Position 1231: 0.000492014280219707
Position 555: 0.00045092734255675965
Position 857: 0.00039235830912529376
Position 605: 0.00010183389161902273
Position 398: 7.702287587260893e-05
Position 1274: 6.526441704533012e-05
Position 924: 5.9576600118122656e-05
Position 814: 5.87617942469328e-05
Position 534: 8.207777597747902e-06
Position 403: 4.663999631369445e-06
