Gene = Stk17b
index = 1037
Annotated 5SS: [  151  8708 13615 19304 21193 22636 24243]
Annotated 3SS: [ 8544 13401 19158 21065 22586 24062 27453]
SMsplice 5SS: [  151  2633  8708 10931 19304 20218 22636 24243]
SMsplice 3SS: [ 2527  8544 10798 19158 20059 22586 24062 27453]
top_k =  100
Partition function (log Z): -3.7756841538210897

Sorted 5' Splice Sites (High to Low Probability):
Position 8708: 0.9999999999999973
Position 13615: 0.991902925568924
Position 10931: 0.9739823965212727
Position 151: 0.9706035324982246
Position 19304: 0.9609268088261398
Position 22636: 0.9449438589110644
Position 24243: 0.6961411098058834
Position 2633: 0.6667183847365562
Position 20218: 0.4222333976265827
Position 3720: 0.29889921863358426
Position 11997: 0.27038203690553686
Position 943: 0.2650608284706132
Position 11954: 0.2627781579172853
Position 9596: 0.26152159205907344
Position 12376: 0.1977861734571761
Position 20222: 0.17063020435584417
Position 8452: 0.16100343306423984
Position 11142: 0.1449674159841398
Position 12348: 0.13790801342697817
Position 3675: 0.0993848055867517
Position 20187: 0.09508739595787001
Position 12068: 0.08135906220443664
Position 12166: 0.08103175816081885
Position 10467: 0.04669259146564709
Position 11311: 0.039956144632830995
Position 24418: 0.037110009484425936
Position 11353: 0.01999840902712219
Position 26065: 0.016932487640776022
Position 3462: 0.014369093325402156
Position 3759: 0.014258120197473884
Position 15948: 0.01411814871021879
Position 3550: 0.010877026174096019
Position 26370: 0.009064215191495915
Position 25887: 0.0089946042104475
Position 22657: 0.008165385719104886
Position 22648: 0.004205109909983492
Position 442: 0.0027494519410248674
Position 54: 0.0026649724836991543
Position 67: 0.0024236014960536054
Position 223: 0.0021486622096206476
Position 3085: 0.0016542105743753092
Position 13543: 0.0005432250440827267
Position 175: 0.0004359369673253261
Position 19763: 0.00030399734352729144
Position 446: 2.6463368154640095e-05
Position 432: 2.539344616583034e-05
Position 424: 1.018901284897038e-05
Position 227: 6.029441975443507e-06
Position 144: 5.2937843853154855e-06
Position 375: 4.949847267476039e-06
Position 332: 4.919287587336313e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 8544: 0.9999999999999973
Position 13401: 0.9924461506130068
Position 10798: 0.9719429677219246
Position 22586: 0.9667002152763635
Position 19158: 0.9609268088261398
Position 24062: 0.9436931022388424
Position 20059: 0.6916788723647024
Position 11874: 0.658348926876334
Position 2527: 0.5720231098298675
Position 27453: 0.4605468492945416
Position 3549: 0.41254214441780973
Position 12207: 0.33569418688415426
Position 866: 0.2230400348573213
Position 11013: 0.1807821294031128
Position 9416: 0.16871974832037284
Position 8200: 0.16100343306423986
Position 9508: 0.0928018437387006
Position 2485: 0.07350135680279593
Position 27573: 0.07204819907194814
Position 27925: 0.051399522169734604
Position 10335: 0.04180051809528701
Position 24318: 0.03767439632192148
Position 12041: 0.03720915215608063
Position 25809: 0.03510953957494416
Position 27559: 0.028771659205087265
Position 26251: 0.027827943678411675
Position 25458: 0.025727749953199916
Position 25929: 0.015369692191067437
Position 15852: 0.014501833011269656
Position 3287: 0.014369093325402156
Position 24115: 0.013364218925250498
Position 784: 0.012945813014698392
Position 25461: 0.011855999134130962
Position 11207: 0.011036350533792602
Position 3461: 0.010877026174096019
Position 27387: 0.010565238829695746
Position 2360: 0.010106000076350206
Position 2434: 0.008076034038165827
Position 26697: 0.008041341158247292
Position 25550: 0.00801372597994148
Position 11131: 0.006899156482061553
Position 11238: 0.006265416137822927
Position 532: 0.005653848253689787
Position 10424: 0.004892073370360052
Position 2611: 0.0030118839893768378
Position 629: 0.0026844575294871467
Position 24913: 0.002663922051330545
Position 10670: 0.0020394287993480524
Position 24808: 0.002003760336030849
Position 2947: 0.0010619983480547892
Position 892: 0.0010154598969821923
Position 791: 0.0008306107027715795
Position 2986: 0.0005922122263205199
Position 19568: 0.00030399734352729144
