Gene = Trpa1
index = 1145
Annotated 5SS: [  138  6503  8133 12940 14410 14716 15717 17001 18798 19516 20607 20854
 22371 25680 27558 28468 29469 31268 31976 33113 34753 36751 37266 38664
 43014 44499]
Annotated 3SS: [ 6342  7956 12831 14300 14569 15579 16951 18697 19414 20436 20688 22255
 25512 27463 28407 29369 31196 31809 33022 34582 36620 37082 38594 42902
 44400 45133]
SMsplice 5SS: [  138  6503  8133 14410 14716 15717 18798 19516 20607 20854 25680 29469
 34753 36751 37266 38664 43014 44499]
SMsplice 3SS: [ 6342  8007 14300 14569 15618 18697 19414 20436 20688 25534 29369 34582
 36620 37082 38594 42902 44400 45133]
top_k =  100
Partition function (log Z): 12.989385580741114

Sorted 5' Splice Sites (High to Low Probability):
Position 14410: 0.9999999999999958
Position 25680: 0.9999999999999958
Position 38664: 0.99000074293026
Position 20607: 0.9899035225468774
Position 37266: 0.9852307216604735
Position 18798: 0.9833199855026438
Position 19516: 0.9814920985325438
Position 8133: 0.9775935042649289
Position 138: 0.9738541770263134
Position 6503: 0.9669031609650233
Position 36751: 0.9591211144662564
Position 15717: 0.9545276090156669
Position 44499: 0.9333220756510211
Position 20854: 0.9310217622024218
Position 29469: 0.9200969745301433
Position 43014: 0.7664629614826346
Position 22371: 0.5876644050345746
Position 31976: 0.505239677937755
Position 28468: 0.46710630505803824
Position 27558: 0.32263425145103924
Position 33113: 0.2592085381451733
Position 12940: 0.22325677966093474
Position 38506: 0.22068956770063472
Position 4904: 0.16751314244653878
Position 43258: 0.16728261465287872
Position 16180: 0.0994372442452129
Position 31532: 0.0901935846725041
Position 19816: 0.053923598320527684
Position 1604: 0.04883267741345498
Position 17001: 0.040525989481578664
Position 22077: 0.04016313994232224
Position 40325: 0.038726068557431534
Position 2491: 0.03696002742406693
Position 6455: 0.03309683903497228
Position 43993: 0.02952007623615251
Position 45254: 0.028715516885706744
Position 21288: 0.02742992794143272
Position 184: 0.02578367144976781
Position 1305: 0.020096719977575818
Position 45104: 0.018534992220652267
Position 26050: 0.01680277387010411
Position 282: 0.016513023069478567
Position 44173: 0.016224853347295464
Position 44526: 0.015364703956251786
Position 41191: 0.012600349390375118
Position 20266: 0.011092975917020936
Position 28145: 0.011092320054175929
Position 31465: 0.010724116232429949
Position 540: 0.010686563356019755
Position 663: 0.010678244066551792
Position 21052: 0.010638852585690799
Position 19334: 0.009027587909005742
Position 7879: 0.008635090158694618
Position 14745: 0.008232310814936786
Position 37270: 0.006520563181350066
Position 41271: 0.005768943248228476
Position 444: 0.004619619107099902
Position 18889: 0.004252209399288573
Position 521: 0.0038828047737531537
Position 1298: 0.003427583093750292
Position 38120: 0.003344038818095276
Position 860: 0.0031102318762618996
Position 676: 0.0030506423388301294
Position 37639: 0.0014086962510168415
Position 37975: 0.001380830125451221
Position 19655: 0.00031020492018113253
Position 40857: 0.00027011124617816104
Position 44680: 0.00026168863881784985
Position 274: 3.875586548163191e-05
Position 75: 1.629099627068123e-05
Position 152: 9.964590971034463e-06
Position 18: 2.889127767104046e-06
Position 84: 1.0277589778895539e-06
Position 155: 1.0092461257751172e-06
Position 99: 8.968269332136438e-07
Position 87: 3.613648851031839e-08
Position 23: 8.770170142802272e-09
Position 12: 5.551699315669734e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 14300: 0.9999999999999956
Position 44400: 0.9994294040084798
Position 37082: 0.986487084350045
Position 19414: 0.9812396334594652
Position 6342: 0.9679461127564052
Position 18697: 0.9624754217379237
Position 36620: 0.9591211144662568
Position 29369: 0.9200969745301429
Position 25534: 0.8877877291218499
Position 38594: 0.8393080483643465
Position 20436: 0.8154190379171115
