Gene = Det1
index = 333
Annotated 5SS: [  157  4092  7259 13153]
Annotated 3SS: [ 2998  7070 12960 19150]
SMsplice 5SS: [  801  3831  4092  4428  7259 12081 13153]
SMsplice 3SS: [ 3737  3930  4311  7070 11900 12960 19150]
top_k =  100
Partition function (log Z): -2.6588908268143676

Sorted 5' Splice Sites (High to Low Probability):
Position 7259: 1.0000000000000009
Position 13153: 0.9736607651374797
Position 4092: 0.9727888346431441
Position 4428: 0.8734991615569113
Position 3831: 0.7615941099520056
Position 801: 0.7417785649240829
Position 3123: 0.633633833516206
Position 12081: 0.5867305288447916
Position 3538: 0.2221578430371115
Position 7901: 0.21921394219453438
Position 12012: 0.213688034411471
Position 6108: 0.20880904413717585
Position 2899: 0.13402941004998528
Position 157: 0.13044142614991017
Position 11930: 0.10812161336767738
Position 2925: 0.10122215807853284
Position 97: 0.06215046401764524
Position 5054: 0.05799636467555179
Position 76: 0.048951657117006955
Position 5945: 0.043657470790997195
Position 2943: 0.03650652636208245
Position 2810: 0.019433898675693957
Position 3344: 0.01791154720230042
Position 3162: 0.014086794283135706
Position 1028: 0.012458295175931684
Position 2937: 0.012348409843887905
Position 22: 0.008811358184099206
Position 2939: 0.004253939259546514
Position 537: 0.0035500561303455323
Position 301: 0.00342091816927853
Position 1321: 0.003083790121914143
Position 2503: 0.002818476293494603
Position 4436: 0.0027407889347819377
Position 778: 0.0026743959565333924
Position 3091: 0.002644187934042795
Position 63: 0.0021998976885351258
Position 5144: 0.001374903828785305
Position 1186: 0.0009169277622856357
Position 657: 0.0008650380473179703
Position 500: 0.00048154909752193644
Position 1189: 7.845708215935992e-05
Position 1265: 6.992636769422475e-05
Position 849: 6.268376382031739e-06
Position 222: 2.949563624371258e-06
Position 590: 2.838855382977028e-06
Position 518: 2.668296546697796e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 7070: 1.0000000000000009
Position 11900: 0.9085401766239402
Position 12960: 0.8893045835276047
Position 3737: 0.8749782752671037
Position 4311: 0.8645485581931794
Position 19150: 0.718472751677239
Position 2998: 0.6663557582338598
Position 3930: 0.37854197959306796
Position 2841: 0.3168374525603617
Position 3971: 0.2217583303209807
Position 7838: 0.17470678906672038
Position 3983: 0.13822236037060742
Position 13089: 0.11052294018209766
Position 3713: 0.08558881376920446
Position 5787: 0.07087690528125232
Position 3302: 0.07072407225257084
Position 6007: 0.05886335136897784
Position 4991: 0.05862017398596842
Position 3498: 0.05855545214814928
Position 3453: 0.05718352688363969
Position 18221: 0.0568709921298829
Position 6051: 0.04706841103844004
Position 7794: 0.04450715312781398
Position 6034: 0.039042603871875844
Position 5920: 0.036615243367626976
Position 3716: 0.03529318527418546
Position 16224: 0.024679404729493388
Position 16750: 0.022062816848983615
Position 13262: 0.019933375807514538
Position 2721: 0.019433898675693964
Position 14064: 0.01759232661300907
Position 16180: 0.014182935080695092
Position 4290: 0.009294964834853783
Position 3245: 0.009138387488250124
Position 13772: 0.009137563581552955
Position 13348: 0.009094173195230997
Position 13524: 0.008643036564918952
Position 13394: 0.008582103713549262
Position 15304: 0.008184213980782416
Position 14688: 0.006928373830127021
Position 14812: 0.006118347390176344
Position 13440: 0.005202785747398648
Position 656: 0.00491412770385536
Position 13728: 0.004672725592891497
Position 13688: 0.004631873571176556
Position 13898: 0.0046298685365250055
Position 13480: 0.0045787492320975955
Position 13980: 0.004515129207442924
Position 13302: 0.004447543407416259
Position 1108: 0.004149101334053359
Position 13644: 0.004108163991759185
Position 734: 0.004031968471453569
Position 439: 0.003549892227986575
Position 616: 0.0030043901914122827
Position 14358: 0.0024889866864870893
Position 14020: 0.002137026519306293
Position 4321: 0.0019893602836070705
Position 13604: 0.0017654975018220314
Position 2298: 0.0016234302214732214
Position 2294: 0.0011950460720213808
Position 782: 0.0011450448361376574
Position 339: 0.0006392699259081256
Position 4963: 0.00048478709086030683
Position 531: 0.00043348530405065596
Position 4200: 0.0003578095272636008
Position 4852: 0.0002663074275083393
Position 8035: 0.000172476290298399
Position 4225: 4.9257652789442706e-05
Position 342: 2.9242155279217814e-05
Position 969: 2.891383469194043e-05
Position 758: 2.2011099369250895e-05
