Gene = Atic
index = 148
Annotated 5SS: [  125   474  2153  3806  6698  7408  7818 10790 11921 12776 13780 15887
 18984 19650 20792]
Annotated 3SS: [  346  2075  3738  6608  7255  7660 10663 11812 12689 13689 15757 18890
 19466 20635 21401]
SMsplice 5SS: [  474  2153  3806  6703  7408  7818 10790 11921 13780 15887 18984 19645
 20792]
SMsplice 3SS: [ 2075  3738  6608  7255  7660 10663 11812 13689 15757 18890 19466 20635
 21401]
top_k =  100
Partition function (log Z): 16.571523713892713

Sorted 5' Splice Sites (High to Low Probability):
Position 3806: 0.9919732501303566
Position 10790: 0.9703140847934782
Position 2153: 0.9697650770896822
Position 20792: 0.9671296646239134
Position 11921: 0.9450472394902727
Position 474: 0.9283727499293717
Position 18984: 0.9238549346615694
Position 15887: 0.8860473264928683
Position 7408: 0.8760063387941529
Position 13780: 0.8356907294176975
Position 7818: 0.7794099964632185
Position 19645: 0.6593639924823259
Position 6703: 0.6382315287122846
Position 125: 0.5558280694983387
Position 19650: 0.31190704989011014
Position 17018: 0.2877868801667422
Position 6698: 0.24852559481352077
Position 860: 0.18036271664931822
Position 1830: 0.16344975429337835
Position 13797: 0.1379679502977067
Position 7364: 0.12399366120584776
Position 9716: 0.11390690619899803
Position 15899: 0.11314024536179897
Position 12776: 0.09626802608202942
Position 12424: 0.08578708410456938
Position 851: 0.08537483485674084
Position 17398: 0.07071419409326203
Position 941: 0.06527907248710711
Position 19009: 0.06488888165934491
Position 3664: 0.06329921929252275
Position 1141: 0.059829873887106914
Position 14697: 0.05800549793886223
Position 10278: 0.04496546005405688
Position 19839: 0.03508267454601097
Position 8708: 0.034827212443309635
Position 8106: 0.03207600236267622
Position 20220: 0.025757237221414056
Position 21767: 0.02254680059035907
Position 14659: 0.022487307339228275
Position 10830: 0.02229120481360649
Position 1343: 0.021315607647077062
Position 19625: 0.021012097465325952
Position 1515: 0.01863381586383375
Position 1147: 0.016717773349650796
Position 21218: 0.012933158897936446
Position 14302: 0.011070302780314172
Position 7750: 0.010157266681549183
Position 9209: 0.00702187142335204
Position 74: 0.0026604321371401824
Position 20996: 0.0024390699844136186
Position 16024: 0.002311640444110066
Position 16846: 0.0020447389018609327
Position 482: 0.001734302071660895
Position 11084: 0.0013940778031586742
Position 152: 0.0012498860686225416
Position 486: 0.0010771191727432414
Position 918: 0.0009039693286079932
Position 321: 0.0008636979818434243
Position 44: 0.0008213026490466809
Position 569: 0.0006832044154839812
Position 10777: 0.0006831582942612036
Position 114: 0.000652905191870886
Position 13784: 0.0003857316863097554
Position 233: 0.00034539100931457864
Position 1101: 0.0002795229326862902
Position 67: 0.0002703943460469344
Position 270: 0.00022143785013602665
Position 1302: 0.00020771660100895136
Position 231: 0.0001558782073284424
Position 1116: 8.858114162835174e-05

Sorted 3' Splice Sites (High to Low Probability):
Position 15757: 0.9992814977058679
Position 18890: 0.9887438163209148
Position 10663: 0.9885954398890908
Position 2075: 0.9607648671361102
Position 7255: 0.9576064096875705
Position 13689: 0.9288701276321684
Position 11812: 0.9201888199015038
Position 20635: 0.9200667390235294
Position 6608: 0.886757123525806
Position 3738: 0.8267859462779105
Position 21401: 0.7352318155442863
Position 7660: 0.6751376483381242
Position 19466: 0.5092262221875314
Position 19521: 0.48276488506138043
Position 346: 0.4093635966705499
Position 753: 0.31163123186544883
Position 16953: 0.22596053694201748
Position 1687: 0.17244996424695
Position 21963: 0.14699156508701527
Position 3712: 0.14479925719613856
Position 20953: 0.12494809886464543
Position 7700: 0.10834695670041945
Position 12689: 0.09202957425041229
Position 3556: 0.08368726594883127
Position 14544: 0.08049280527809048
Position 9530: 0.07228747796791023
Position 17278: 0.07071419409326206
Position 1007: 0.06389741688540831
Position 16819: 0.06139695878349675
Position 20766: 0.05624261042352471
Position 10264: 0.04496546005405688
Position 9489: 0.04161942823108771
Position 8586: 0.03482721244330964
Position 19726: 0.032897487817396966
Position 7992: 0.03207600236267619
Position 7149: 0.029121277487395795
Position 13639: 0.02909644479416551
Position 12208: 0.02863193358868942
Position 282: 0.028332667467828573
Position 12349: 0.022648684750269793
Position 1228: 0.020823708456939496
Position 225: 0.02068084781420673
Position 808: 0.01747601073260095
Position 11699: 0.017357263206429743
Position 13666: 0.016077838975380357
Position 1376: 0.014643569145947164
Position 261: 0.014188378058301249
Position 7215: 0.013272312825033643
Position 21729: 0.01312900838172746
Position 982: 0.013018334425664085
Position 12313: 0.012532773152555365
Position 12236: 0.011634708328713557
Position 19904: 0.010790927851798448
Position 20154: 0.009419846706819874
Position 14168: 0.007693724555102948
Position 11837: 0.007501156382341134
Position 20083: 0.007251066221283915
Position 12239: 0.007176515976522531
Position 9094: 0.00702187142335204
Position 7540: 0.006082658106224
Position 392: 0.005896780001252859
Position 356: 0.004711504151076743
Position 10719: 0.00469300801225385
Position 22325: 0.004615709121416136
Position 240: 0.0044489243059799375
Position 12547: 0.004238451831617201
Position 1212: 0.004044417966411194
Position 416: 0.0034833812299191226
Position 14150: 0.0032290624276285016
Position 12291: 0.0029714627950253964
Position 19748: 0.002172227556412494
Position 21344: 0.002118544091988751
Position 15961: 0.0014992122987773613
Position 16841: 0.001443028512032861
Position 311: 0.0012949593605557574
Position 731: 0.0012009929271712119
Position 314: 0.0011281923260364163
Position 16898: 0.001031094831056063
Position 766: 0.0009880657954360519
Position 11009: 0.0009144465290159413
Position 15647: 0.00071850229413244
Position 1260: 0.00064544454262193
Position 395: 0.0005694950640535167
Position 285: 0.0005357839705754826
Position 11014: 0.000479631274142733
Position 658: 0.0002835343914058038
Position 298: 0.0002690952517139093
Position 19354: 0.00019111260692717576
Position 709: 0.0001561034952887723
Position 14146: 0.0001475157975827238
Position 12153: 0.00014405334768734278
Position 713: 0.00011679059111012664
Position 19577: 0.00010091998192296026
Position 677: 6.786352331234133e-05
Position 12384: 4.6952165105953825e-05
Position 197: 2.1954163339091432e-05
Position 19751: 1.2959172201485592e-05
Position 433: 1.1210212387595534e-05
Position 149: 4.811743382810508e-10
