Gene = Dmkn
index = 339
Annotated 5SS: [  539   930  1085  1339  1711  2755  3460  3668  7330  7511  7983 11622
 12361 13893 14047 14507 15942 16118]
Annotated 3SS: [  752  1027  1287  1503  2709  3396  3616  7269  7462  7934 11564 12315
 13844 13998 14437 15914 16069 16976]
SMsplice 5SS: [  539   930  1085  1711  3460  7330  7511  8057 12361 14507 15942]
SMsplice 3SS: [  752  1027  1503  3396  7269  7462  7934 12315 14437 15914 16069]
top_k =  100
Partition function (log Z): 9.279890316751043

Sorted 5' Splice Sites (High to Low Probability):
Position 1711: 0.9995325169348879
Position 14507: 0.9746583460091717
Position 930: 0.9709515055402823
Position 7330: 0.9515951733093923
Position 539: 0.9113368432256177
Position 3460: 0.8929100047135192
Position 8057: 0.8529204410704628
Position 12361: 0.8347728717810913
Position 7511: 0.7204049894591895
Position 1085: 0.5674297257360327
Position 15942: 0.5341898232718205
Position 13893: 0.4028826925063979
Position 3668: 0.38775686595144915
Position 1339: 0.3740700316843132
Position 16118: 0.36191355363195993
Position 1992: 0.3246076878751491
Position 6000: 0.2541312896369799
Position 7983: 0.1133098848767973
Position 5809: 0.09721289016233117
Position 11622: 0.095373361916202
Position 6047: 0.07921754614859425
Position 16189: 0.07650303421917228
Position 16114: 0.07291714437186356
Position 3518: 0.06597551139076212
Position 2755: 0.059212265778018726
Position 6815: 0.046752194434160156
Position 6089: 0.035772703766981516
Position 1405: 0.026333290764010014
Position 384: 0.024293011955960068
Position 509: 0.02006360293992897
Position 559: 0.015706588856541432
Position 7752: 0.01227859867144825
Position 80: 0.010178377684026267
Position 1969: 0.009956040612927696
Position 14877: 0.005914456830088418
Position 1915: 0.005486599522215766
Position 615: 0.005226691401745181
Position 14459: 0.005060093954891126
Position 213: 0.0030403469949903954
Position 1399: 0.0026032689457636407
Position 879: 0.002302357557190962
Position 1242: 0.002205831346288802
Position 790: 0.0020800040173917967
Position 1328: 0.00203805472161724
Position 574: 0.0018522877519682704
Position 1058: 0.0017527701388282304
Position 1095: 0.0017322015018909904
Position 1435: 0.0016614459014139128
Position 9739: 0.0013908915637722591
Position 883: 0.001336810602535414
Position 32: 0.0011032440987676884
Position 1360: 0.0009837865610468092
Position 210: 0.00044970089002136616
Position 1158: 0.00041903222900793735
Position 664: 0.00039763166403868804
Position 1411: 0.0003754404487877618
Position 532: 0.0003308580131817524
Position 261: 0.0002351327474378282
Position 561: 0.00022354821474345968
Position 871: 0.00012211285461728307
Position 817: 0.00012199578468922332
Position 518: 0.00011527237683877766
Position 626: 9.92676121590441e-05
Position 543: 9.217850015108042e-05
Position 204: 8.477343506843188e-05
Position 311: 7.081751518827606e-05
Position 36: 6.52389818028398e-05
Position 580: 5.688255864776919e-05
Position 635: 4.07396261135895e-05
Position 237: 2.819882233780173e-05
Position 793: 2.4492560185227038e-05
Position 935: 2.283587831591463e-05
Position 588: 2.2759581005637248e-05
Position 766: 2.2373010511488426e-05
Position 1697: 1.2569857318267222e-06
Position 1704: 1.0010966614506299e-06
Position 8: 1.4654491499918066e-07
Position 416: 4.416085459349329e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 7269: 0.9853431118841213
Position 14437: 0.981686954723894
Position 1503: 0.9758991939254762
Position 752: 0.9683871347795753
Position 3396: 0.9675949779962736
Position 7934: 0.9662303259472597
Position 16069: 0.9214356497464228
Position 12315: 0.8347728717810915
Position 1027: 0.7946007832695262
Position 7462: 0.6923006241838707
Position 15914: 0.5517035104205106
Position 16976: 0.5384438565150439
Position 5951: 0.36912153955255567
Position 3616: 0.33189835121632877
Position 13844: 0.2827588564316385
Position 1874: 0.2408801179302168
Position 1287: 0.15793667114738802
Position 13542: 0.10881012036848191
Position 11564: 0.09537336191620208
Position 1781: 0.0679024350583858
Position 5539: 0.05766340460360379
Position 6714: 0.04675219443416014
Position 5597: 0.03954948555872735
Position 2709: 0.029943077968125884
Position 1476: 0.019313561816459778
Position 3534: 0.016130932401868664
Position 3249: 0.015075955954925658
Position 17020: 0.014553686304559168
Position 1839: 0.013602334946858455
Position 2527: 0.013174754211110824
Position 724: 0.012915776770524993
Position 3537: 0.011566578934162011
Position 13576: 0.011313715706277514
Position 1214: 0.01076773473655547
Position 1888: 0.0104669875488804
Position 2536: 0.010081200613136929
Position 16731: 0.00925882495186552
Position 17051: 0.008159512796582377
Position 1790: 0.006234774533903681
Position 2484: 0.006013232985645082
Position 14736: 0.005914456830088418
Position 1610: 0.004146922146686322
Position 7672: 0.0035811758379590804
Position 7645: 0.003053849534079931
Position 3303: 0.0020128653440159463
Position 3560: 0.0015352914051406067
Position 789: 0.0014152995337153706
Position 9628: 0.0013908915637722591
Position 1180: 0.0012695272038201154
Position 1199: 0.0011913567711327267
Position 1042: 0.0010094864080329054
Position 1811: 0.00091301565988816
Position 3577: 0.0008274288030148693
Position 1241: 0.0006552272895394098
Position 1176: 0.0006244984069142508
Position 1203: 0.0005162917187153685
Position 1031: 0.0005005690698278293
Position 929: 0.00035611226383255287
Position 887: 0.00028099529753788347
Position 843: 0.00027571760442127814
Position 1322: 0.000259765303256897
Position 1058: 0.00016149517735962305
Position 278: 0.00014167021786957963
Position 825: 0.00013607148039770903
Position 281: 6.986865997147152e-05
Position 443: 6.295414356196525e-05
Position 447: 5.811202202790314e-05
Position 408: 5.3084438991726775e-05
Position 352: 5.201699661942675e-05
Position 1961: 3.8080162927318976e-05
Position 362: 3.735808305411513e-05
Position 730: 3.136025687888e-05
Position 765: 2.357010867386347e-05
Position 410: 1.5839997838229404e-05
Position 480: 1.5605635780290784e-05
Position 1817: 1.2582169232046927e-05
Position 484: 1.1160576456103683e-05
Position 237: 1.0214726330134564e-05
Position 472: 8.352903442897188e-06
Position 367: 6.47327557664519e-06
Position 221: 4.559960431549912e-06
Position 506: 3.901449418911432e-06
