Gene = Hopx
index = 543
Annotated 5SS: [  275 20256]
Annotated 3SS: [20098 27304]
SMsplice 5SS: [  275  4303 12191 20256 20593 22408]
SMsplice 3SS: [ 4155 12076 20098 20459 22322 27304]
top_k =  100
Partition function (log Z): -16.74009321458583

Sorted 5' Splice Sites (High to Low Probability):
Position 275: 0.9128199608468687
Position 4303: 0.7711540873260561
Position 87: 0.05479668681135823
Position 92: 0.04909060779096107
Position 1060: 0.04273943188110997
Position 1135: 0.042196198153801025
Position 900: 0.02864585088811838
Position 909: 0.020664129424140462
Position 3808: 0.017090495847960876
Position 594: 0.01445294423628121
Position 2387: 0.014418100312959705
Position 292: 0.009683927572321765
Position 7437: 0.00899524556980907
Position 3815: 0.00818787019983332
Position 2633: 0.007857381945373797
Position 704: 0.006832214714970962
Position 2287: 0.004675946514380349
Position 504: 0.0033469275492740568
Position 758: 0.0024930291120864585
Position 2709: 0.0014499655526602887
Position 954: 0.001435662505527089
Position 142: 0.00016845372599829105
Position 133: 9.127944596711089e-05
Position 396: 1.8595703777808997e-05
Position 181: 5.892666648722604e-06
Position 107: 5.34497513866717e-06
Position 170: 4.572268577637792e-06
Position 110: 3.6974682919645524e-06
Position 156: 1.1315161859197533e-06
Position 20: 1.0049801815742544e-06
Position 47: 8.024530385061396e-07
Position 27: 9.7247194258681e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 4155: 0.9742381181407928
Position 11127: 0.19674913953170564
Position 7685: 0.12608620253668107
Position 858: 0.0942577414202906
Position 13545: 0.07598296344804555
Position 10069: 0.059973630687222806
Position 6626: 0.05104249587939339
Position 5539: 0.04950989874155315
Position 10927: 0.03143066666347549
Position 167: 0.02889156627354138
Position 7365: 0.026457742487564138
Position 4402: 0.025667041743736095
Position 2171: 0.022919812530592092
Position 9419: 0.020287548880939255
Position 6901: 0.019531987522791682
Position 7626: 0.017837579570929865
Position 5491: 0.015697972402023433
Position 3645: 0.014515425993833764
Position 1020: 0.011468112421990194
Position 7993: 0.011384100740258729
Position 3737: 0.010762940053960427
Position 969: 0.010613303382887488
Position 8122: 0.010506992118014534
Position 652: 0.008933695719895066
Position 920: 0.008359844464395775
Position 8381: 0.008106911839372753
Position 503: 0.007423197054467286
Position 7066: 0.007399786564519033
Position 4933: 0.007204521262390448
Position 190: 0.006171685003202471
Position 2537: 0.005845925101850983
Position 4455: 0.005577534134957862
Position 4654: 0.005274700940453687
Position 757: 0.004994673138262563
Position 6470: 0.004665996914058232
Position 2580: 0.003461422396183101
Position 4856: 0.0033274547830694666
Position 899: 0.003297985436565233
Position 623: 0.003251871951768728
Position 4985: 0.003235591798991574
Position 6065: 0.003163055369524301
Position 4694: 0.002477334762400353
Position 5008: 0.002199775878727827
Position 5573: 0.0021520581609932973
Position 193: 0.002105948067169386
Position 5283: 0.0020428395479546503
Position 1050: 0.0019311799862624843
Position 1571: 0.0016565114961413685
Position 250: 0.0013687843652490483
Position 1025: 0.0010768369425464314
Position 2708: 0.0007118442707155121
Position 816: 2.7369348781870977e-05
Position 222: 1.4277053558917157e-05
Position 255: 1.0160566269445678e-05
Position 771: 7.936062390444776e-06
Position 763: 7.900674109862322e-06
Position 740: 4.049354147530014e-06
Position 735: 3.598559489618387e-06
Position 514: 3.4740214526823236e-06
Position 952: 3.4302741447754737e-06
Position 483: 2.740592619835758e-06
Position 480: 2.7271318261153944e-06
Position 209: 2.4031965088734025e-06
Position 487: 1.5077549246663282e-06
Position 154: 1.328612627220492e-06
Position 395: 9.570053995238536e-07
Position 132: 6.745646351058781e-07
Position 219: 6.519420884047884e-07
Position 402: 3.999675690875923e-07
