Gene = Cln6
index = 269
Annotated 5SS: [  170  5900  7268  8370  8856 10447]
Annotated 3SS: [ 5784  7168  8180  8799 10323 11831]
SMsplice 5SS: [  170  5900  7268  8856 10447]
SMsplice 3SS: [ 5784  7168  8799 10323 11831]
top_k =  100
Partition function (log Z): 0.27815339088501

Sorted 5' Splice Sites (High to Low Probability):
Position 170: 0.9997402371454915
Position 5900: 0.9961504880389468
Position 10447: 0.9236364774996191
Position 7268: 0.8247326923407446
Position 8856: 0.7678660546738911
Position 8370: 0.4323920417870551
Position 1807: 0.2960540462129468
Position 11145: 0.10486303608363086
Position 2850: 0.08238360421869256
Position 4348: 0.0497632048861053
Position 8969: 0.0462742566754299
Position 10701: 0.043646857502506284
Position 1160: 0.0387540790401646
Position 7511: 0.027619098877526976
Position 8937: 0.02583736311084256
Position 2844: 0.024018474204500116
Position 8003: 0.02229348433344788
Position 11991: 0.01592666310479769
Position 9440: 0.010511707204046147
Position 6108: 0.010090123917466502
Position 10324: 0.006077216157099772
Position 11720: 0.006056748863258936
Position 10860: 0.005788689644683326
Position 12099: 0.005308696960241567
Position 7147: 0.003225403159016175
Position 642: 0.003185163060974165
Position 10434: 0.002684162219280483
Position 11273: 0.0019657442181141797
Position 1116: 0.0016571026953832923
Position 11955: 0.0014449792268153283
Position 917: 0.0012466481967550256
Position 155: 0.0001565690950609392
Position 381: 3.877124006365303e-06
Position 148: 1.367665053862354e-06
Position 150: 1.2901919065834492e-06
Position 404: 9.230788048927817e-07
Position 233: 4.979511063325219e-07
Position 360: 3.5791146580936616e-07
Position 340: 1.613702721405491e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 5784: 0.9961504880389468
Position 11831: 0.992813529046307
Position 10323: 0.8963009191499186
Position 8799: 0.8376290632033974
Position 7168: 0.7382501074417196
Position 8180: 0.2955846626193792
Position 1699: 0.23465267207959362
Position 8302: 0.08765525555778023
Position 11009: 0.08681677821875095
Position 7186: 0.06490482331909062
Position 4264: 0.04976320488610529
Position 8220: 0.049152123609895765
Position 10559: 0.046160799045161086
Position 2691: 0.04261187564505828
Position 2735: 0.03077297514999758
Position 1748: 0.029810614601295173
Position 7436: 0.02729104788141424
Position 2694: 0.02660098199094227
Position 1115: 0.025977320794753667
Position 7055: 0.024368308069567732
Position 12387: 0.024158910324051545
Position 10197: 0.021265826809440395
Position 11109: 0.020599003824356935
Position 7841: 0.017796681391083966
Position 1703: 0.01760487866036799
Position 10362: 0.01565034947761314
Position 1052: 0.013164137546968392
Position 9284: 0.010511707204046147
Position 1659: 0.008883903848948155
Position 2768: 0.006416245637194555
Position 11583: 0.006056748863258936
Position 5981: 0.005476735552318128
Position 1676: 0.004661453467866093
Position 6053: 0.004613388365148373
Position 7795: 0.004496802942363903
Position 12521: 0.003138194732474827
Position 10731: 0.00312317006722712
Position 522: 0.002802170812584927
Position 8880: 0.002348611256765427
Position 831: 0.0014102536164118992
Position 10784: 0.001315041921487622
Position 974: 0.0005017844936062151
Position 6901: 0.000434856669382821
Position 7368: 0.0003280509961127325
Position 476: 0.0002929203367276405
Position 1719: 0.00028008334668359967
Position 937: 0.00017450207204537056
Position 838: 0.00011640696319250837
Position 1754: 7.704151236342973e-05
Position 750: 7.42176613002708e-05
Position 1080: 6.75931984037448e-05
Position 1469: 6.229081591305159e-05
Position 442: 4.149611475519104e-05
Position 786: 3.856641830553723e-05
Position 599: 3.207735811593327e-05
Position 811: 2.9562153049465434e-05
Position 481: 2.5264986224385693e-05
Position 1586: 2.1107879915721506e-05
