Gene = Lipt1
index = 638
Annotated 5SS: [120]
Annotated 3SS: [2657]
SMsplice 5SS: [120]
SMsplice 3SS: [1776]
top_k =  100
Partition function (log Z): -8.783660876086001

Sorted 5' Splice Sites (High to Low Probability):
Position 120: 0.8570690293050302
Position 2990: 0.12203475842980295
Position 3027: 0.1139813663982539
Position 208: 0.1045790984889423
Position 1491: 0.09730671198971272
Position 1911: 0.08330388615562861
Position 1944: 0.06831377767296812
Position 440: 0.01661327035709785
Position 459: 0.014512591717015022
Position 1939: 0.007492181518444248
Position 1687: 0.006511115242212034
Position 3629: 0.005818313019511398
Position 317: 0.0036743353797075865
Position 645: 0.003620944483633313
Position 401: 0.001272952204312687
Position 1132: 0.0011913464179422368
Position 1151: 0.00112500807751552
Position 623: 0.0008106491490374434
Position 273: 0.0006930452638832284
Position 1195: 0.00014847830953750659
Position 1608: 6.535122273700225e-05
Position 186: 2.790484225086168e-06
Position 160: 2.1098930246959655e-06
Position 59: 1.6763224977672074e-06
Position 145: 4.668482701709316e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1776: 0.32751514154053823
Position 3087: 0.1742534214220928
Position 2763: 0.17275968006835815
Position 2657: 0.16647671995270855
Position 2885: 0.1596997979736236
Position 3135: 0.13082804272271417
Position 1385: 0.10136690999742076
Position 1518: 0.07933503802458293
Position 3206: 0.05560178965728184
Position 3857: 0.04090831741059373
Position 2803: 0.021135413200620567
Position 3148: 0.017486667973485602
Position 3240: 0.009358375943604646
Position 1057: 0.0076138273643073595
Position 1830: 0.006326998833458658
Position 2682: 0.006191596974861039
Position 2706: 0.006128760249017399
Position 3412: 0.005818313019511388
Position 2318: 0.005709160481305106
Position 3974: 0.0047829319922169655
Position 1322: 0.004299239613840154
Position 496: 0.002259069148450389
Position 1294: 0.0012527858180250602
Position 315: 0.0007686927864269451
Position 522: 0.000473519320430125
Position 364: 0.00038536231432018825
Position 1297: 0.0003192759233523836
Position 1330: 0.000256548547907801
Position 1411: 0.00024315310996474285
Position 294: 0.0002109928310315381
Position 535: 0.00011161149422953828
Position 516: 7.376165575923081e-05
Position 251: 6.972096035038484e-05
Position 243: 6.471225610614741e-05
Position 1063: 3.339298085098502e-05
Position 338: 1.59958792216976e-05
Position 371: 1.05149083737974e-05
