Gene = Bri3
index = 187
Annotated 5SS: [286 679]
Annotated 3SS: [ 575 8774]
SMsplice 5SS: [286 679]
SMsplice 3SS: [ 575 8774]
top_k =  100
Partition function (log Z): -4.807617250308889

Sorted 5' Splice Sites (High to Low Probability):
Position 679: 0.9961621437995364
Position 286: 0.9266766378799182
Position 2403: 0.387841735910274
Position 2660: 0.37352921360761465
Position 2573: 0.2136696998546209
Position 3279: 0.20501355981589392
Position 6645: 0.08624082987678681
Position 2581: 0.026462575938441906
Position 3335: 0.017651880043360532
Position 3233: 0.01484972129741233
Position 1398: 0.007238797721720284
Position 4170: 0.006545157318813691
Position 1310: 0.006440416291472669
Position 4194: 0.006299675886179548
Position 215: 0.005372199804709408
Position 1147: 0.0009374868022285717
Position 411: 0.0008738560137101066
Position 436: 0.0007297250346773722
Position 428: 0.0006514575225175226
Position 341: 0.0002548494354337542
Position 417: 0.0002547264363973617
Position 1650: 0.0002370688796513032
Position 1013: 0.00022646082656220523
Position 307: 0.0001788743210688929
Position 2288: 0.0001248385107921093
Position 426: 5.079722143163832e-05
Position 482: 2.4158054511471066e-05
Position 279: 2.1050221248696464e-05
Position 60: 1.920121027471387e-05
Position 161: 1.85340148977242e-05
Position 671: 2.98907419200968e-07
Position 831: 2.8868804894331146e-07
Position 631: 2.8650565530360943e-07
Position 698: 1.7577007785012746e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 8774: 0.9667993180258689
Position 575: 0.8927433922704994
Position 2521: 0.426034145450044
Position 2202: 0.3476384802309006
Position 2495: 0.1998111714569453
Position 3112: 0.1951218979717691
Position 6554: 0.08624082987678675
Position 2972: 0.04158997088302241
Position 2138: 0.032533788171996245
Position 588: 0.01801947486510256
Position 615: 0.01598785762627679
Position 4032: 0.012844833204993238
Position 2936: 0.008785223428112188
Position 3144: 0.007096439603131708
Position 2240: 0.004404222767025654
Position 987: 0.0039415178696940055
Position 1026: 0.0034065794483004847
Position 2209: 0.003306491680466675
Position 559: 0.0032761458441185032
Position 1194: 0.002156951520573929
Position 2352: 0.0018796442005925497
Position 1309: 0.0018016794196112648
Position 2631: 0.0016880349155220674
Position 1041: 0.0015871225377768726
Position 1337: 0.0007807462796536787
Position 454: 0.0007107345248638446
Position 1092: 0.0006081324400482361
Position 2659: 0.0005792098252391019
Position 1238: 0.0005381805582377208
Position 4317: 0.0005128188339409518
Position 4297: 0.0004725113184376698
Position 467: 0.00037587844051366147
Position 1284: 0.0003477133959489572
Position 1341: 0.00029640865200889025
Position 792: 0.00017913488307155087
Position 1507: 0.00017230899922353302
Position 399: 0.0001558806555841433
Position 1492: 6.475988042777007e-05
Position 874: 6.281088392832233e-05
Position 2448: 2.3491126554124747e-05
Position 541: 1.2018289808997964e-05
Position 1316: 2.6594422516903903e-06
Position 370: 2.0495800771169146e-06
Position 531: 1.6299522717531233e-06
Position 488: 1.4915946022775256e-06
Position 534: 9.093569546889182e-07
Position 477: 8.45348808020314e-07
Position 523: 1.8447011521440064e-07
Position 496: 1.709524928588149e-07
Position 426: 1.2790035314220115e-07
Position 285: 6.187315925910362e-08
Position 509: 5.1931700672829374e-08
Position 515: 5.01644493688556e-08
Position 662: 3.488432790742681e-08
Position 456: 1.3052107528470563e-09
Position 383: 2.1689488450074385e-10
